ปี,จังหวัด,รายการ,ประเภท,อำเภอ,จำนวน,หน่วย,ที่มา
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, สุไหงโก-ลก,0.717,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, สุไหงโก-ลก,0.218,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, สุไหงปาดี,3.71,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, สุไหงปาดี,2.515,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, สุไหงปาดี,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, สุไหงปาดี,5.113,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, สุไหงปาดี,0.049,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, สุไหงปาดี,0.295,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, สุไหงปาดี,0.042,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, จะแนะ,1.794,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, จะแนะ,1.028,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, จะแนะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, จะแนะ,0.849,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, จะแนะ,0.062,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, จะแนะ,0.001,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, จะแนะ,0.01,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, เจาะไอร้อง,2.292,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, เจาะไอร้อง,2.52,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, เจาะไอร้อง,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, เจาะไอร้อง,14.566,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, เจาะไอร้อง,0.267,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, เจาะไอร้อง,0.439,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2565,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, เจาะไอร้อง,0.034,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, เมืองนราธิวาส,61.807,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, เมืองนราธิวาส,32.057,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, เมืองนราธิวาส,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, เมืองนราธิวาส,143.037,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, เมืองนราธิวาส,3.173,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, เมืองนราธิวาส,4.242,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, เมืองนราธิวาส,0.53,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ตากใบ,9.621,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ตากใบ,8.638,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ตากใบ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ตากใบ,6.437,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ตากใบ,1.649,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ตากใบ,1.157,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ตากใบ,0.078,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, บาเจาะ,6.458,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, บาเจาะ,3.475,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, บาเจาะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, บาเจาะ,20.443,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, บาเจาะ,0.093,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, บาเจาะ,0.662,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, บาเจาะ,0.068,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ยี่งอ,5.925,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ยี่งอ,8.671,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ยี่งอ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ยี่งอ,12.025,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ยี่งอ,0.066,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ยี่งอ,0.214,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ยี่งอ,0.032,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ระแงะ,11.312,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ระแงะ,5.139,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ระแงะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ระแงะ,12.69,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ระแงะ,0.812,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ระแงะ,0.418,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ระแงะ,0.093,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, รือเสาะ,5.193,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, รือเสาะ,4.061,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, รือเสาะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, รือเสาะ,14.738,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, รือเสาะ,0.938,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, รือเสาะ,0.602,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, รือเสาะ,0.095,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ศรีสาคร,2.251,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ศรีสาคร,2.326,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ศรีสาคร,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ศรีสาคร,1.435,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ศรีสาคร,0.039,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ศรีสาคร,0.151,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ศรีสาคร,0.025,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, แว้ง,3.666,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, แว้ง,3.67,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, แว้ง,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, แว้ง,15.304,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, แว้ง,0.481,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, แว้ง,0.26,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, แว้ง,0.109,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, สุคิริน,1.629,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, สุคิริน,1.264,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, สุคิริน,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, สุคิริน,0.755,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, สุคิริน,0.008,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, สุคิริน,0.073,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, สุคิริน,0.023,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, สุไหงโก-ลก,35.826,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, สุไหงโก-ลก,18.638,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, สุไหงโก-ลก,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, สุไหงโก-ลก,49.013,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, สุไหงโก-ลก,1.671,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, สุไหงโก-ลก,0.881,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, สุไหงโก-ลก,0.303,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, สุไหงปาดี,11.493,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, สุไหงปาดี,3.651,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, สุไหงปาดี,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, สุไหงปาดี,19.867,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, สุไหงปาดี,0.529,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, สุไหงปาดี,0.455,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, สุไหงปาดี,0.184,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, จะแนะ,1.758,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, จะแนะ,1.699,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, จะแนะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, จะแนะ,1.038,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, จะแนะ,0.046,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, จะแนะ,0.071,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, จะแนะ,0.018,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, เจาะไอร้อง,1.73,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, เจาะไอร้อง,0.97,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, เจาะไอร้อง,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, เจาะไอร้อง,3.644,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, เจาะไอร้อง,0.04,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, เจาะไอร้อง,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2566,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, เจาะไอร้อง,0.086,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, เมืองนราธิวาส,67.992,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, เมืองนราธิวาส,29.197,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, เมืองนราธิวาส,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, เมืองนราธิวาส,126.13,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, เมืองนราธิวาส,3.761,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, เมืองนราธิวาส,4.572,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, เมืองนราธิวาส,0.1,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ตากใบ,8.622,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ตากใบ,6.153,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ตากใบ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ตากใบ,5.687,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ตากใบ,1.64,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ตากใบ,0.986,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ตากใบ,0.025,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, บาเจาะ,6.641,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, บาเจาะ,4.284,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, บาเจาะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, บาเจาะ,17.707,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, บาเจาะ,0.063,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, บาเจาะ,1.041,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, บาเจาะ,0.015,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ยี่งอ,27.743,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ยี่งอ,2.54,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ยี่งอ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ยี่งอ,9.267,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ยี่งอ,0.105,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ยี่งอ,0.284,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ยี่งอ,0.005,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ระแงะ,10.193,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ระแงะ,4.031,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ระแงะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ระแงะ,7.374,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, ระแงะ,0.694,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, ระแงะ,0.538,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, ระแงะ,0.022,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, รือเสาะ,4.377,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, รือเสาะ,3.082,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, รือเสาะ,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, รือเสาะ,11.973,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,ธุรกิจเฉพาะ, รือเสาะ,0.833,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อากรแสตมป์, รือเสาะ,0.705,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,อื่น ๆ, รือเสาะ,0.041,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,บุคคลธรรมดา, ศรีสาคร,2.502,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,นิติบุคคล, ศรีสาคร,1.733,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,การค้า, ศรีสาคร,0,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
2567,นราธิวาส,รายได้จากการจัดเก็บภาษี,มูลค่าเพิ่ม, ศรีสาคร,1.188,ล้านบาท,สำนักงานสรรพากรพื้นที่นราธิวาส
