 ชื่อเรื่อง ,รายละเอียด  ,ปีที่เผยแพร่,URL เล่มรายงาน
รายงานผลการดำเนินงานตามแผนปฏิบัติราชการกรมสรรพากร ประจำปีงบประมาณ พ.ศ. 2568,แผนงาน ประเภทแผนงาน ตัวชี้วัด ผลการดำเนินการ ปัญหาและอุปสรรค์พร้อมแนวทางการแก้ไข งบประมาณ ระยะเวลาดำเนินการ,2568,https://www.rd.go.th/fileadmin/download/plan/reportinter_12month_081268.pdf
