จังหวัด,อำเภอ,ปี,รายการข้อมูล,ประเภทภาษี,รายได้,หน่วยนับ,หน่วยงานเจ้าของข้อมูล
สกลนคร,บ้านม่วง,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,3.760,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,4.540,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,39.460,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,1.920,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,1.310,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,2.560,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,2.120,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,3.050,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,2.870,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,167.890,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,1.640,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,11.660,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,32.030,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,9.800,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,31.830,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,7.780,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,7.890,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,8.220,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,71.940,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,4.590,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,2.150,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,2.910,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,4.320,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,19.110,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,3.920,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,2.550,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.050,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.130,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.040,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.050,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.040,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.160,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,2.540,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.070,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.080,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.020,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,7.770,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.160,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.420,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.810,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.500,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.600,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.360,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.440,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.570,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,4.050,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.200,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.090,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.110,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.120,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.040,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อากรแสตมป์,0.230,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.270,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.040,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.030,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.050,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.020,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.080,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.100,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.020,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.020,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2566, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,อื่น ๆ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,104.670,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,3.660,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,7.910,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,13.230,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,10.130,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,16.540,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,3.760,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,7.200,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,8.980,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,27.740,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,3.390,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,2.470,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,4.220,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,4.620,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,3.320,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,บุคคลธรรมดา,6.300,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,88.180,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,1.980,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,4.740,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,14.630,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,4.220,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,13.280,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,3.210,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,4.110,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,4.190,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,41.310,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,1.920,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,1.260,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,1.830,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,2.750,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,3.310,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,นิติบุคคล,2.870,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,178.060,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,1.970,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,11.640,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พังโคน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,28.570,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วาริชภูมิ,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,8.650,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,นิคมน้ำอูน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,วานรนิวาส,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,37.060,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,คำตากล้า,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,3.970,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,บ้านม่วง,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,7.590,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,อากาศอำนวย,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,9.130,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,สว่างแดนดิน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,75.860,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ส่องดาว,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,3.160,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เต่างอย,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,2.020,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โคกศรีสุพรรณ,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,2.420,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เจริญศิลป์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,5.130,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,โพนนาแก้ว,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,16.050,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,ภูพาน,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,มูลค่าเพิ่ม,4.740,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,เมืองสกลนคร,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,3.690,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุสุมาลย์,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.010,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,กุดบาก,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.000,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
สกลนคร,พรรณานิคม,2567, รายได้จากการจัดเก็บเงินภาษีของกรมสรรพากร,ธุรกิจเฉพาะ,0.210,ล้านบาท,สำนักงานสรรพากรพื้นที่สกลนคร
