 ชื่อเรื่อง ,รายละเอียด  ,ปีที่เริ่มแผน,ปีที่สิ้นสุดแผน,URL ไฟล์เล่มแผน
แผนปฏิบัติราชการกรมสรรพากร ปีงบประมาณ พ.ศ. 2566 และแผนปฏิบัติราชการกรมสรรพากร ระยะ 5 ปี (พ.ศ. 2566 -2570) ฉบับปรับปรุง,เป้าหมาย วิสัยทัศน์ ยุทธศาสตร์ พันธกิจ โครงการ และตัวชีวัด,2566,2570,https://www.rd.go.th/fileadmin/download/plan/Plan_66_Internet_edit1.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
