date,provice,pm25,hotspot
22/05/2023,นครพนม,49,2
22/05/2023,หนองบัวลำภู,0,0
22/05/2023,บึงกาฬ,41,2
23/05/2023,เลย,33,0
23/05/2023,หนองคาย,37,0
23/05/2023,อุดรธานี,35,2
23/05/2023,สกลนคร,30,5
23/05/2023,นครพนม,38,1
23/05/2023,หนองบัวลำภู,0,0
23/05/2023,บึงกาฬ,28,0
24/05/2023,เลย,15,1
24/05/2023,หนองคาย,23,0
24/05/2023,อุดรธานี,22,1
24/05/2023,สกลนคร,18,3
24/05/2023,นครพนม,27,0
24/05/2023,หนองบัวลำภู,15,0
24/05/2023,บึงกาฬ,17,0
25/05/2023,เลย,19,1
25/05/2023,หนองคาย,20,0
25/05/2023,อุดรธานี,19,0
25/05/2023,สกลนคร,15,0
25/05/2023,นครพนม,20,0
25/05/2023,หนองบัวลำภู,17,0
25/05/2023,บึงกาฬ,13,0
26/05/2023,เลย,17,1
26/05/2023,หนองคาย,18,0
26/05/2023,อุดรธานี,22,0
26/05/2023,สกลนคร,16,1
26/05/2023,นครพนม,18,0
26/05/2023,หนองบัวลำภู,16,0
26/05/2023,บึงกาฬ,14,0
27/05/2023,เลย,21,0
27/05/2023,หนองคาย,25,0
27/05/2023,อุดรธานี,26,0
27/05/2023,สกลนคร,15,0
27/05/2023,นครพนม,20,1
27/05/2023,หนองบัวลำภู,24,0
27/05/2023,บึงกาฬ,17,0
28/05/2023,เลย,22,0
28/05/2023,หนองคาย,31,0
28/05/2023,อุดรธานี,24,0
28/05/2023,สกลนคร,22,1
28/05/2023,นครพนม,21,1
28/05/2023,หนองบัวลำภู,27,0
28/05/2023,บึงกาฬ,21,0
29/05/2023,เลย,13,0
29/05/2023,หนองคาย,16,0
29/05/2023,อุดรธานี,18,0
29/05/2023,สกลนคร,11,0
29/05/2023,นครพนม,15,0
29/05/2023,หนองบัวลำภู,15,0
29/05/2023,บึงกาฬ,12,0
30/05/2023,เลย,16,1
30/05/2023,หนองคาย,18,0
30/05/2023,อุดรธานี,15,0
30/05/2023,สกลนคร,12,0
30/05/2023,นครพนม,19,0
30/05/2023,หนองบัวลำภู,10,0
30/05/2023,บึงกาฬ,13,0
31/05/2023,เลย,15,0
31/05/2023,หนองคาย,16,1
31/05/2023,อุดรธานี,19,0
31/05/2023,สกลนคร,14,1
31/05/2023,นครพนม,21,0
31/05/2023,หนองบัวลำภู,14,0
31/05/2023,บึงกาฬ,19,0
