date,provice,pm25,hotspot
01/11/2023,เลย,9,0
01/11/2023,หนองคาย,20,1
01/11/2023,อุดรธานี,16,0
01/11/2023,สกลนคร,12,0
01/11/2023,นครพนม,15,0
01/11/2023,หนองบัวลำภู,31,0
01/11/2023,บึงกาฬ,8,1
02/11/2023,เลย,14,0
02/11/2023,หนองคาย,22,0
02/11/2023,อุดรธานี,26,0
02/11/2023,สกลนคร,17,0
02/11/2023,นครพนม,22,0
02/11/2023,หนองบัวลำภู,33,0
02/11/2023,บึงกาฬ,19,0
03/11/2023,เลย,18,0
03/11/2023,หนองคาย,25,0
03/11/2023,อุดรธานี,27,0
03/11/2023,สกลนคร,21,0
03/11/2023,นครพนม,22,0
03/11/2023,หนองบัวลำภู,46,0
03/11/2023,บึงกาฬ,20,0
04/11/2023,เลย,19,0
04/11/2023,หนองคาย,59,0
04/11/2023,อุดรธานี,26,0
04/11/2023,สกลนคร,15,0
04/11/2023,นครพนม,13,0
04/11/2023,หนองบัวลำภู,38,0
04/11/2023,บึงกาฬ,19,1
05/11/2023,เลย,22,0
05/11/2023,หนองคาย,71,0
05/11/2023,อุดรธานี,24,1
05/11/2023,สกลนคร,10,0
05/11/2023,นครพนม,12,0
05/11/2023,หนองบัวลำภู,55,0
05/11/2023,บึงกาฬ,14,2
06/11/2023,เลย,19,2
06/11/2023,หนองคาย,33,0
06/11/2023,อุดรธานี,22,0
06/11/2023,สกลนคร,11,2
06/11/2023,นครพนม,14,1
06/11/2023,หนองบัวลำภู,25,0
06/11/2023,บึงกาฬ,16,0
07/11/2023,เลย,15,2
07/11/2023,หนองคาย,16,0
07/11/2023,อุดรธานี,15,0
07/11/2023,สกลนคร,10,1
07/11/2023,นครพนม,9,0
07/11/2023,หนองบัวลำภู,18,0
07/11/2023,บึงกาฬ,6,0
08/11/2023,เลย,15,0
08/11/2023,หนองคาย,17,0
08/11/2023,อุดรธานี,14,0
08/11/2023,สกลนคร,8,0
08/11/2023,นครพนม,8,0
08/11/2023,หนองบัวลำภู,19,0
08/11/2023,บึงกาฬ,6,0
09/11/2023,เลย,14,0
09/11/2023,หนองคาย,25,0
09/11/2023,อุดรธานี,16,0
09/11/2023,สกลนคร,16,0
09/11/2023,นครพนม,19,0
09/11/2023,หนองบัวลำภู,19,0
09/11/2023,บึงกาฬ,9,0
10/11/2023,เลย,13,0
10/11/2023,หนองคาย,41,0
10/11/2023,อุดรธานี,21,1
10/11/2023,สกลนคร,15,0
10/11/2023,นครพนม,19,0
10/11/2023,หนองบัวลำภู,36,0
10/11/2023,บึงกาฬ,13,0
11/11/2023,เลย,15,0
11/11/2023,หนองคาย,32,0
11/11/2023,อุดรธานี,21,1
11/11/2023,สกลนคร,11,0
11/11/2023,นครพนม,12,0
11/11/2023,หนองบัวลำภู,22,0
11/11/2023,บึงกาฬ,11,0
12/11/2023,เลย,15,1
12/11/2023,หนองคาย,27,0
12/11/2023,อุดรธานี,13,1
12/11/2023,สกลนคร,9,0
12/11/2023,นครพนม,14,0
12/11/2023,หนองบัวลำภู,16,0
12/11/2023,บึงกาฬ,9,0
13/11/2023,เลย,12,0
13/11/2023,หนองคาย,21,0
13/11/2023,อุดรธานี,10,0
13/11/2023,สกลนคร,7,0
13/11/2023,นครพนม,7,0
13/11/2023,หนองบัวลำภู,5,0
13/11/2023,บึงกาฬ,7,0
14/11/2023,เลย,8,0
14/11/2023,หนองคาย,5,0
14/11/2023,อุดรธานี,5,0
14/11/2023,สกลนคร,4,0
14/11/2023,นครพนม,6,0
14/11/2023,หนองบัวลำภู,4,0
14/11/2023,บึงกาฬ,3,0
15/11/2023,เลย,9,0
15/11/2023,หนองคาย,13.8,0
15/11/2023,อุดรธานี,7,0
15/11/2023,สกลนคร,7,0
15/11/2023,นครพนม,7.2,0
15/11/2023,หนองบัวลำภู,11,0
15/11/2023,บึงกาฬ,5,0
16/11/2023,เลย,9,0
16/11/2023,หนองคาย,14.9,0
16/11/2023,อุดรธานี,8,0
16/11/2023,สกลนคร,7,0
16/11/2023,นครพนม,12.1,0
16/11/2023,หนองบัวลำภู,2,0
16/11/2023,บึงกาฬ,7,4
17/11/2023,เลย,6,1
17/11/2023,หนองคาย,8.7,1
17/11/2023,อุดรธานี,5,3
17/11/2023,สกลนคร,6,0
17/11/2023,นครพนม,9.8,0
17/11/2023,หนองบัวลำภู,20,0
17/11/2023,บึงกาฬ,2,0
18/11/2023,เลย,16.2,0
18/11/2023,หนองคาย,25.2,1
18/11/2023,อุดรธานี,17.2,1
18/11/2023,สกลนคร,17.5,1
18/11/2023,นครพนม,22.8,0
18/11/2023,หนองบัวลำภู,28,0
18/11/2023,บึงกาฬ,6.2,0
19/11/2023,เลย,22.4,3
19/11/2023,หนองคาย,35.6,0
19/11/2023,อุดรธานี,23.4,0
19/11/2023,สกลนคร,19.4,0
19/11/2023,นครพนม,28.7,0
19/11/2023,หนองบัวลำภู,30,0
19/11/2023,บึงกาฬ,7.6,0
20/11/2023,เลย,26.3,1
20/11/2023,หนองคาย,44.9,1
20/11/2023,อุดรธานี,27,0
20/11/2023,สกลนคร,22.4,0
20/11/2023,นครพนม,28.2,1
20/11/2023,หนองบัวลำภู,54,2
20/11/2023,บึงกาฬ,9.1,0
21/11/2023,เลย,29.4,4
21/11/2023,หนองคาย,61.1,1
21/11/2023,อุดรธานี,28,4
21/11/2023,สกลนคร,23.1,4
21/11/2023,นครพนม,29.4,0
21/11/2023,หนองบัวลำภู,35,0
21/11/2023,บึงกาฬ,18.6,0
22/11/2023,เลย,27.4,1
22/11/2023,หนองคาย,22.2,0
22/11/2023,อุดรธานี,33,0
22/11/2023,สกลนคร,20.1,0
22/11/2023,นครพนม,25.9,2
22/11/2023,หนองบัวลำภู,47,1
22/11/2023,บึงกาฬ,15.9,2
23/11/2023,เลย,27.6,0
23/11/2023,หนองคาย,32.9,0
23/11/2023,อุดรธานี,28.2,1
23/11/2023,สกลนคร,18.8,1
23/11/2023,นครพนม,21.9,1
23/11/2023,หนองบัวลำภู,35,0
23/11/2023,บึงกาฬ,17.5,5
24/11/2023,เลย,24.6,0
24/11/2023,หนองคาย,14,0
24/11/2023,อุดรธานี,13.2,0
24/11/2023,สกลนคร,10,0
24/11/2023,นครพนม,9.9,1
24/11/2023,หนองบัวลำภู,23,0
24/11/2023,บึงกาฬ,13.8,0
25/11/2023,เลย,25.6,2
25/11/2023,หนองคาย,15.7,0
25/11/2023,อุดรธานี,20.6,3
25/11/2023,สกลนคร,17.5,0
25/11/2023,นครพนม,28.8,0
25/11/2023,หนองบัวลำภู,42,0
25/11/2023,บึงกาฬ,16,3
26/11/2023,เลย,28.4,3
26/11/2023,หนองคาย,18.4,2
26/11/2023,อุดรธานี,23.2,0
26/11/2023,สกลนคร,18.3,1
26/11/2023,นครพนม,20.6,0
26/11/2023,หนองบัวลำภู,25,2
26/11/2023,บึงกาฬ,14.6,1
27/11/2023,เลย,24.1,1
27/11/2023,หนองคาย,11.7,6
27/11/2023,อุดรธานี,11.8,1
27/11/2023,สกลนคร,7.6,0
27/11/2023,นครพนม,11.3,0
27/11/2023,หนองบัวลำภู,25,1
27/11/2023,บึงกาฬ,9,1
28/11/2023,เลย,20.9,0
28/11/2023,หนองคาย,17.1,5
28/11/2023,อุดรธานี,27.4,1
28/11/2023,สกลนคร,24.8,1
28/11/2023,นครพนม,35.2,0
28/11/2023,หนองบัวลำภู,52,0
28/11/2023,บึงกาฬ,20.8,1
29/11/2023,เลย,41.6,0
29/11/2023,หนองคาย,24.7,1
29/11/2023,อุดรธานี,35.6,0
29/11/2023,สกลนคร,31.6,2
29/11/2023,นครพนม,45.6,1
29/11/2023,หนองบัวลำภู,57,0
29/11/2023,บึงกาฬ,19.4,2
30/11/2023,เลย,34,0
30/11/2023,หนองคาย,32.8,0
30/11/2023,อุดรธานี,31.5,0
30/11/2023,สกลนคร,20.1,0
30/11/2023,นครพนม,21.9,0
30/11/2023,หนองบัวลำภู,51,0
30/11/2023,บึงกาฬ,18.6,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
