date,provice,pm25,hotspot
13/3/2023,หนองคาย,41,1
13/3/2023,อุดรธานี,30,5
13/3/2023,สกลนคร,27,9
13/3/2023,นครพนม,53,1
13/3/2023,หนองบัวลำภู,30,0
13/3/2023,บึงกาฬ,29,0
14/3/2023,เลย,65,7
14/3/2023,หนองคาย,58,2
14/3/2023,อุดรธานี,28,14
14/3/2023,สกลนคร,25,14
14/3/2023,นครพนม,39,1
14/3/2023,หนองบัวลำภู,24,2
14/3/2023,บึงกาฬ,21,3
15/3/2023,เลย,57,63
15/3/2023,หนองคาย,66,1
15/3/2023,อุดรธานี,45,27
15/3/2023,สกลนคร,45,43
15/3/2023,นครพนม,153,19
15/3/2023,หนองบัวลำภู,39,6
15/3/2023,บึงกาฬ,73,2
16/3/2023,เลย,56,48
16/3/2023,หนองคาย,73,8
16/3/2023,อุดรธานี,50,21
16/3/2023,สกลนคร,36,39
16/3/2023,นครพนม,108,33
16/3/2023,หนองบัวลำภู,49,8
16/3/2023,บึงกาฬ,71,3
17/3/2023,เลย,86,83
17/3/2023,หนองคาย,75,1
17/3/2023,อุดรธานี,56,14
17/3/2023,สกลนคร,62,28
17/3/2023,นครพนม,82,19
17/3/2023,หนองบัวลำภู,64,12
17/3/2023,บึงกาฬ,71,2
18/3/2023,เลย,101,21
18/3/2023,หนองคาย,80,2
18/3/2023,อุดรธานี,67,31
18/3/2023,สกลนคร,49,24
18/3/2023,นครพนม,104,12
18/3/2023,หนองบัวลำภู,64,5
18/3/2023,บึงกาฬ,73,3
19/3/2023,เลย,93,16
19/3/2023,หนองคาย,59,2
19/3/2023,อุดรธานี,62,10
19/3/2023,สกลนคร,52,12
19/3/2023,นครพนม,111,11
19/3/2023,หนองบัวลำภู,61,5
19/3/2023,บึงกาฬ,58,1
20/3/2023,เลย,76,29
20/3/2023,หนองคาย,62,3
20/3/2023,อุดรธานี,60,13
20/3/2023,สกลนคร,58,34
20/3/2023,นครพนม,157,26
20/3/2023,หนองบัวลำภู,63,3
20/3/2023,บึงกาฬ,38,3
21/3/2023,เลย,59,66
21/3/2023,หนองคาย,60,18
21/3/2023,อุดรธานี,47,28
21/3/2023,สกลนคร,48,57
21/3/2023,นครพนม,114,27
21/3/2023,หนองบัวลำภู,52,8
21/3/2023,บึงกาฬ,51,8
22/3/2023,เลย,73,98
22/3/2023,หนองคาย,57,15
22/3/2023,อุดรธานี,48,34
22/3/2023,สกลนคร,39,42
22/3/2023,นครพนม,88,23
22/3/2023,หนองบัวลำภู,45,16
22/3/2023,บึงกาฬ,44,2
23/3/2023,เลย,68,143
23/3/2023,หนองคาย,45,24
23/3/2023,อุดรธานี,44,56
23/3/2023,สกลนคร,41,76
23/3/2023,นครพนม,84,34
23/3/2023,หนองบัวลำภู,44,9
23/3/2023,บึงกาฬ,71,10
24/3/2023,เลย,58,219
24/3/2023,หนองคาย,67,20
24/3/2023,อุดรธานี,50,60
24/3/2023,สกลนคร,44,36
24/3/2023,นครพนม,96,28
24/3/2023,หนองบัวลำภู,53,5
24/3/2023,บึงกาฬ,87,10
25/3/2023,เลย,65,240
25/3/2023,หนองคาย,119,14
25/3/2023,อุดรธานี,46,70
25/3/2023,สกลนคร,46,64
25/3/2023,นครพนม,145,25
25/3/2023,หนองบัวลำภู,55,11
25/3/2023,บึงกาฬ,162,3
26/3/2023,เลย,85,396
26/3/2023,หนองคาย,111,47
26/3/2023,อุดรธานี,47,74
26/3/2023,สกลนคร,48,80
26/3/2023,นครพนม,146,39
26/3/2023,หนองบัวลำภู,49,16
26/3/2023,บึงกาฬ,170,9
27/3/2023,เลย,93,429
27/3/2023,หนองคาย,137,46
27/3/2023,อุดรธานี,60,64
27/3/2023,สกลนคร,41,21
27/3/2023,นครพนม,83,14
27/3/2023,หนองบัวลำภู,68,10
27/3/2023,บึงกาฬ,222,6
28/3/2023,เลย,126,227
28/3/2023,หนองคาย,59,25
28/3/2023,อุดรธานี,36,48
28/3/2023,สกลนคร,22,4
28/3/2023,นครพนม,38,18
28/3/2023,หนองบัวลำภู,41,13
28/3/2023,บึงกาฬ,93,1
29/3/2023,เลย,51,63
29/3/2023,หนองคาย,43,7
29/3/2023,อุดรธานี,26,8
29/3/2023,สกลนคร,27,0
29/3/2023,นครพนม,36,1
29/3/2023,หนองบัวลำภู,24,0
29/3/2023,บึงกาฬ,62,0
30/3/2023,เลย,41,48
30/3/2023,หนองคาย,46,2
30/3/2023,อุดรธานี,33,4
30/3/2023,สกลนคร,32,4
30/3/2023,นครพนม,51,6
30/3/2023,หนองบัวลำภู,32,0
30/3/2023,บึงกาฬ,36,3
31/3/2023,เลย,78,53
31/3/2023,หนองคาย,72,8
31/3/2023,อุดรธานี,40,6
31/3/2023,สกลนคร,41,7
31/3/2023,นครพนม,57,4
31/3/2023,หนองบัวลำภู,38,2
31/3/2023,บึงกาฬ,44,0
