date,provice,pm25,hotspot
1/3/2023,เลย,87,101
1/3/2023,หนองคาย,122,12
1/3/2023,อุดรธานี,51,41
1/3/2023,สกลนคร,40,53
1/3/2023,นครพนม,53,23
1/3/2023,หนองบัวลำภู,70,37
1/3/2023,บึงกาฬ,105,6
2/3/2023,เลย,77,111
2/3/2023,หนองคาย,57,14
2/3/2023,อุดรธานี,44,37
2/3/2023,สกลนคร,28,49
2/3/2023,นครพนม,41,28
2/3/2023,หนองบัวลำภู,43,6
2/3/2023,บึงกาฬ,43,5
3/3/2023,เลย,62,77
3/3/2023,หนองคาย,51,13
3/3/2023,อุดรธานี,35,27
3/3/2023,สกลนคร,36,33
3/3/2023,นครพนม,58,18
3/3/2023,หนองบัวลำภู,37,21
3/3/2023,บึงกาฬ,53,3
4/3/2023,เลย,68,100
4/3/2023,หนองคาย,57,3
4/3/2023,อุดรธานี,40,27
4/3/2023,สกลนคร,43,19
4/3/2023,นครพนม,59,12
4/3/2023,หนองบัวลำภู,47,10
4/3/2023,บึงกาฬ,47,4
5/3/2023,เลย,72,94
5/3/2023,หนองคาย,51,8
5/3/2023,อุดรธานี,40,22
5/3/2023,สกลนคร,31,27
5/3/2023,นครพนม,55,25
5/3/2023,หนองบัวลำภู,42,11
5/3/2023,บึงกาฬ,39,4
6/3/2023,เลย,72,78
6/3/2023,หนองคาย,53,4
6/3/2023,อุดรธานี,38,28
6/3/2023,สกลนคร,35,34
6/3/2023,นครพนม,71,21
6/3/2023,หนองบัวลำภู,43,26
6/3/2023,บึงกาฬ,50,4
7/3/2023,เลย,81,54
7/3/2023,หนองคาย,80,7
7/3/2023,อุดรธานี,57,21
7/3/2023,สกลนคร,47,21
7/3/2023,นครพนม,116,20
7/3/2023,หนองบัวลำภู,70,13
7/3/2023,บึงกาฬ,68,5
8/3/2023,เลย,119,45
8/3/2023,หนองคาย,104,9
8/3/2023,อุดรธานี,76,24
8/3/2023,สกลนคร,58,25
8/3/2023,นครพนม,172,7
8/3/2023,หนองบัวลำภู,88,5
8/3/2023,บึงกาฬ,99,7
9/3/2023,เลย,117,47
9/3/2023,หนองคาย,81,6
9/3/2023,อุดรธานี,62,11
9/3/2023,สกลนคร,31,19
9/3/2023,นครพนม,63,14
9/3/2023,หนองบัวลำภู,75,4
9/3/2023,บึงกาฬ,71,1
10/3/2023,เลย,112,58
10/3/2023,หนองคาย,55,13
10/3/2023,อุดรธานี,49,30
10/3/2023,สกลนคร,36,36
10/3/2023,นครพนม,65,11
10/3/2023,หนองบัวลำภู,62,28
10/3/2023,บึงกาฬ,42,3
11/3/2023,เลย,129,33
11/3/2023,หนองคาย,82,7
11/3/2023,อุดรธานี,63,14
11/3/2023,สกลนคร,52,13
11/3/2023,นครพนม,153,11
11/3/2023,หนองบัวลำภู,63,8
11/3/2023,บึงกาฬ,79,3
12/3/2023,เลย,115,50
12/3/2023,หนองคาย,66,17
12/3/2023,อุดรธานี,57,25
12/3/2023,สกลนคร,36,22
12/3/2023,นครพนม,60,6
12/3/2023,หนองบัวลำภู,70,8
12/3/2023,บึงกาฬ,63,2
13/3/2023,เลย,51,0
