date,provice,pm25,hotspot
1/1/2024,เลย,24.1,1
1/1/2024,หนองคาย,42.6,1
1/1/2024,อุดรธานี,15,0
1/1/2024,สกลนคร,6,1
1/1/2024,นครพนม,10.5,4
1/1/2024,หนองบัวลำภู,17,1
1/1/2024,บึงกาฬ,12.9,0
2/1/2024,เลย,18.2,1
2/1/2024,หนองคาย,24.2,1
2/1/2024,อุดรธานี,15.9,2
2/1/2024,สกลนคร,9.1,5
2/1/2024,นครพนม,17.4,0
2/1/2024,หนองบัวลำภู,13.1,2
2/1/2024,บึงกาฬ,11.3,2
3/1/2024,เลย,23,4
3/1/2024,หนองคาย,45.2,1
3/1/2024,อุดรธานี,21.4,9
3/1/2024,สกลนคร,15.4,4
3/1/2024,นครพนม,16.5,7
3/1/2024,หนองบัวลำภู,18,2
3/1/2024,บึงกาฬ,16.1,2
4/1/2024,เลย,23.8,5
4/1/2024,หนองคาย,28.6,0
4/1/2024,อุดรธานี,9.6,3
4/1/2024,สกลนคร,6.1,3
4/1/2024,นครพนม,7.1,9
4/1/2024,หนองบัวลำภู,9.3,4
4/1/2024,บึงกาฬ,9.4,1
5/1/2024,เลย,15.4,3
5/1/2024,หนองคาย,23.7,0
5/1/2024,อุดรธานี,13.6,3
5/1/2024,สกลนคร,7,1
5/1/2024,นครพนม,16,3
5/1/2024,หนองบัวลำภู,16.4,1
5/1/2024,บึงกาฬ,10.7,1
6/1/2024,เลย,24.2,1
6/1/2024,หนองคาย,30.6,1
6/1/2024,อุดรธานี,20.7,2
6/1/2024,สกลนคร,12.8,2
6/1/2024,นครพนม,21.1,3
6/1/2024,หนองบัวลำภู,17.5,3
6/1/2024,บึงกาฬ,15.4,1
7/1/2024,เลย,27.2,3
7/1/2024,หนองคาย,32.5,0
7/1/2024,อุดรธานี,14.8,2
7/1/2024,สกลนคร,13.4,0
7/1/2024,นครพนม,16.8,4
7/1/2024,หนองบัวลำภู,16.2,2
7/1/2024,บึงกาฬ,12.4,0
8/1/2024,เลย,25.7,6
8/1/2024,หนองคาย,51.4,4
8/1/2024,อุดรธานี,24.1,6
8/1/2024,สกลนคร,12.8,1
8/1/2024,นครพนม,22.1,1
8/1/2024,หนองบัวลำภู,24.1,4
8/1/2024,บึงกาฬ,16,1
9/1/2024,เลย,24.1,9
9/1/2024,หนองคาย,43.8,2
9/1/2024,อุดรธานี,23.8,3
9/1/2024,สกลนคร,19,7
9/1/2024,นครพนม,24.8,5
9/1/2024,หนองบัวลำภู,22.6,3
9/1/2024,บึงกาฬ,21.3,3
10/1/2024,เลย,33,1
10/1/2024,หนองคาย,48.5,0
10/1/2024,อุดรธานี,31.2,3
10/1/2024,สกลนคร,18.2,0
10/1/2024,นครพนม,28.8,6
10/1/2024,หนองบัวลำภู,29.4,0
10/1/2024,บึงกาฬ,23.3,4
11/1/2024,เลย,37.8,2
11/1/2024,หนองคาย,31.9,0
11/1/2024,อุดรธานี,15.8,9
11/1/2024,สกลนคร,12.5,3
11/1/2024,นครพนม,20.9,1
11/1/2024,หนองบัวลำภู,24.7,2
11/1/2024,บึงกาฬ,15.4,0
12/1/2024,เลย,32,3
12/1/2024,หนองคาย,31.8,0
12/1/2024,อุดรธานี,20.3,1
12/1/2024,สกลนคร,15.3,2
12/1/2024,นครพนม,21.2,2
12/1/2024,หนองบัวลำภู,27.3,9
12/1/2024,บึงกาฬ,18.8,4
13/1/2024,เลย,33.5,1
13/1/2024,หนองคาย,28.6,0
13/1/2024,อุดรธานี,18.3,6
13/1/2024,สกลนคร,14.4,0
13/1/2024,นครพนม,18.4,0
13/1/2024,หนองบัวลำภู,25.5,0
13/1/2024,บึงกาฬ,15.3,0
14/1/2024,เลย,22.6,1
14/1/2024,หนองคาย,23.6,0
14/1/2024,อุดรธานี,14.2,3
14/1/2024,สกลนคร,13.3,15
14/1/2024,นครพนม,12.7,4
14/1/2024,หนองบัวลำภู,14.8,6
14/1/2024,บึงกาฬ,12,2
15/1/2024,เลย,25.5,1
15/1/2024,หนองคาย,20.9,0
15/1/2024,อุดรธานี,10.4,1
15/1/2024,สกลนคร,5.6,4
15/1/2024,นครพนม,8.7,0
15/1/2024,หนองบัวลำภู,12,10
15/1/2024,บึงกาฬ,8.4,1
16/1/2024,เลย,21.4,2
16/1/2024,หนองคาย,16.7,1
16/1/2024,อุดรธานี,10.3,7
16/1/2024,สกลนคร,11.9,10
16/1/2024,นครพนม,11.8,8
16/1/2024,หนองบัวลำภู,7.2,3
16/1/2024,บึงกาฬ,6.9,0
17/1/2024,เลย,19.1,4
17/1/2024,หนองคาย,27.2,0
17/1/2024,อุดรธานี,15.7,6
17/1/2024,สกลนคร,10.8,6
17/1/2024,นครพนม,13.1,3
17/1/2024,หนองบัวลำภู,12.4,4
17/1/2024,บึงกาฬ,8.5,0
18/1/2024,เลย,31,3
18/1/2024,หนองคาย,49.2,1
18/1/2024,อุดรธานี,27.7,17
18/1/2024,สกลนคร,16.4,6
18/1/2024,นครพนม,17,0
18/1/2024,หนองบัวลำภู,18.9,4
18/1/2024,บึงกาฬ,11.6,0
19/1/2024,เลย,39.1,4
19/1/2024,หนองคาย,72,4
19/1/2024,อุดรธานี,31.4,15
19/1/2024,สกลนคร,16.8,15
19/1/2024,นครพนม,24.3,7
19/1/2024,หนองบัวลำภู,25.5,4
19/1/2024,บึงกาฬ,20.2,1
20/1/2024,เลย,43.4,5
20/1/2024,หนองคาย,60.1,1
20/1/2024,อุดรธานี,35.3,9
20/1/2024,สกลนคร,21.8,10
20/1/2024,นครพนม,29.4,10
20/1/2024,หนองบัวลำภู,31,9
20/1/2024,บึงกาฬ,21.4,1
21/1/2024,เลย,53.8,9
21/1/2024,หนองคาย,39.9,1
21/1/2024,อุดรธานี,32,11
21/1/2024,สกลนคร,17.5,5
21/1/2024,นครพนม,23.7,7
21/1/2024,หนองบัวลำภู,31.7,9
21/1/2024,บึงกาฬ,23.6,0
22/1/2024,เลย,55.4,5
22/1/2024,หนองคาย,33.5,0
22/1/2024,อุดรธานี,22.1,3
22/1/2024,สกลนคร,14.9,6
22/1/2024,นครพนม,19.4,3
22/1/2024,หนองบัวลำภู,33.7,4
22/1/2024,บึงกาฬ,19.5,0
23/1/2024,เลย,29.9,4
23/1/2024,หนองคาย,24.9,1
23/1/2024,อุดรธานี,16,7
23/1/2024,สกลนคร,9.9,6
23/1/2024,นครพนม,9.4,1
23/1/2024,หนองบัวลำภู,23.2,5
23/1/2024,บึงกาฬ,11.8,0
24/1/2024,เลย,15.4,0
24/1/2024,หนองคาย,14.4,0
24/1/2024,อุดรธานี,11.4,5
24/1/2024,สกลนคร,6.8,6
24/1/2024,นครพนม,10.8,1
24/1/2024,หนองบัวลำภู,11.3,4
24/1/2024,บึงกาฬ,9.3,0
25/1/2024,เลย,22.7,9
25/1/2024,หนองคาย,14.3,0
25/1/2024,อุดรธานี,10.2,8
25/1/2024,สกลนคร,8.6,5
25/1/2024,นครพนม,11,2
25/1/2024,หนองบัวลำภู,9.3,9
25/1/2024,บึงกาฬ,10.1,0
26/1/2024,เลย,25.3,0
26/1/2024,หนองคาย,29.9,1
26/1/2024,อุดรธานี,13.7,3
26/1/2024,สกลนคร,9.2,3
26/1/2024,นครพนม,12.5,0
26/1/2024,หนองบัวลำภู,15.9,0
26/1/2024,บึงกาฬ,10.4,0
27/1/2024,เลย,17.2,3
27/1/2024,หนองคาย,21.8,0
27/1/2024,อุดรธานี,11.1,7
27/1/2024,สกลนคร,8.8,5
27/1/2024,นครพนม,12.2,3
27/1/2024,หนองบัวลำภู,13.2,6
27/1/2024,บึงกาฬ,10.4,0
28/1/2024,เลย,22.1,0
28/1/2024,หนองคาย,29.1,0
28/1/2024,อุดรธานี,14.1,3
28/1/2024,สกลนคร,10.6,3
28/1/2024,นครพนม,10.7,0
28/1/2024,หนองบัวลำภู,16.4,1
28/1/2024,บึงกาฬ,13,0
29/1/2024,เลย,13.7,0
29/1/2024,หนองคาย,17.6,0
29/1/2024,อุดรธานี,8.6,1
29/1/2024,สกลนคร,10.4,0
29/1/2024,นครพนม,18,0
29/1/2024,หนองบัวลำภู,9.9,2
29/1/2024,บึงกาฬ,8.6,0
30/1/2024,เลย,16.3,0
30/1/2024,หนองคาย,28.8,0
30/1/2024,อุดรธานี,13.8,1
30/1/2024,สกลนคร,13.7,2
30/1/2024,นครพนม,21.8,3
30/1/2024,หนองบัวลำภู,15.2,0
30/1/2024,บึงกาฬ,8.4,0
31/1/2024,เลย,30.9,0
31/1/2024,หนองคาย,47.1,0
31/1/2024,อุดรธานี,27.2,0
31/1/2024,สกลนคร,26,0
31/1/2024,นครพนม,37.3,0
31/1/2024,หนองบัวลำภู,32.6,0
31/1/2024,บึงกาฬ,19.1,0
