date,provice,pm25,hotspot
1/4/2024,เลย,62.7,28
1/4/2024,หนองคาย,27.2,1
1/4/2024,อุดรธานี,45.7,7
1/4/2024,สกลนคร,33.2,27
1/4/2024,นครพนม,72.8,18
1/4/2024,หนองบัวลำภู,39.8,4
1/4/2024,บึงกาฬ,50,2
2/4/2024,เลย,80.7,59
2/4/2024,หนองคาย,33.3,0
2/4/2024,อุดรธานี,73.1,22
2/4/2024,สกลนคร,55.1,22
2/4/2024,นครพนม,114.9,8
2/4/2024,หนองบัวลำภู,58.4,8
2/4/2024,บึงกาฬ,73.4,1
3/4/2024,เลย,86.3,46
3/4/2024,หนองคาย,59,0
3/4/2024,อุดรธานี,79,14
3/4/2024,สกลนคร,56.4,45
3/4/2024,นครพนม,93.2,24
3/4/2024,หนองบัวลำภู,65.9,5
3/4/2024,บึงกาฬ,80.9,5
4/4/2024,เลย,84.3,54
4/4/2024,หนองคาย,57.9,2
4/4/2024,อุดรธานี,75.5,15
4/4/2024,สกลนคร,52.7,39
4/4/2024,นครพนม,84.7,21
4/4/2024,หนองบัวลำภู,66,11
4/4/2024,บึงกาฬ,90.4,2
5/4/2024,เลย,114,29
5/4/2024,หนองคาย,56.7,1
5/4/2024,อุดรธานี,87.4,10
5/4/2024,สกลนคร,54,20
5/4/2024,นครพนม,105.3,24
5/4/2024,หนองบัวลำภู,72.2,4
5/4/2024,บึงกาฬ,84,5
5/4/2024,เลย,69.7,27
6/4/2024,หนองคาย,56.5,0
6/4/2024,อุดรธานี,73.7,2
6/4/2024,สกลนคร,61.3,18
6/4/2024,นครพนม,118.2,1
6/4/2024,หนองบัวลำภู,65,3
6/4/2024,บึงกาฬ,78.1,6
7/4/2024,เลย,75.4,41
7/4/2024,หนองคาย,72.2,2
7/4/2024,อุดรธานี,59.8,19
7/4/2024,สกลนคร,53.7,16
7/4/2024,นครพนม,105.9,10
7/4/2024,หนองบัวลำภู,53.8,8
7/4/2024,บึงกาฬ,72.4,5
8/4/2024,เลย,73.2,23
8/4/2024,หนองคาย,74.6,3
8/4/2024,อุดรธานี,50.8,15
8/4/2024,สกลนคร,49.2,29
8/4/2024,นครพนม,104.5,12
8/4/2024,หนองบัวลำภู,43.3,4
8/4/2024,บึงกาฬ,72.5,4
9/4/2024,เลย,87.8,24
9/4/2024,หนองคาย,69.8,1
9/4/2024,อุดรธานี,57.3,8
9/4/2024,สกลนคร,36.4,3
9/4/2024,นครพนม,48.3,1
9/4/2024,หนองบัวลำภู,50.2,0
9/4/2024,บึงกาฬ,57.2,1
10/4/2024,เลย,30.5,1
10/4/2024,หนองคาย,41,0
10/4/2024,อุดรธานี,35.9,0
10/4/2024,สกลนคร,27.9,1
10/4/2024,นครพนม,43.1,0
10/4/2024,หนองบัวลำภู,34.7,1
10/4/2024,บึงกาฬ,40.6,0
11/4/2024,เลย,35.1,2
11/4/2024,หนองคาย,17.4,0
11/4/2024,อุดรธานี,35.3,3
11/4/2024,สกลนคร,35.5,4
