date,provice,pm25,hotspot
01/12/2023,เลย,27.2,0
01/12/2023,หนองคาย,17.7,0
01/12/2023,อุดรธานี,21,0
01/12/2023,สกลนคร,12.1,0
01/12/2023,นครพนม,13.5,2
01/12/2023,หนองบัวลำภู,14,0
01/12/2023,บึงกาฬ,9.6,0
02/12/2023,เลย,17.3,1
02/12/2023,หนองคาย,7.7,2
02/12/2023,อุดรธานี,6.3,1
02/12/2023,สกลนคร,5,1
02/12/2023,นครพนม,6.6,0
02/12/2023,หนองบัวลำภู,7,1
02/12/2023,บึงกาฬ,4.3,0
03/12/2023,เลย,13,0
03/12/2023,หนองคาย,12.6,2
03/12/2023,อุดรธานี,9.4,0
03/12/2023,สกลนคร,6.2,1
03/12/2023,นครพนม,11.8,0
03/12/2023,หนองบัวลำภู,13,0
03/12/2023,บึงกาฬ,4.7,1
04/12/2023,เลย,16.4,2
04/12/2023,หนองคาย,30.1,1
04/12/2023,อุดรธานี,11.8,3
04/12/2023,สกลนคร,9.7,1
04/12/2023,นครพนม,17.5,0
04/12/2023,หนองบัวลำภู,15,1
04/12/2023,บึงกาฬ,5.6,2
05/12/2023,เลย,19.5,1
05/12/2023,หนองคาย,48.3,4
05/12/2023,อุดรธานี,16.1,1
05/12/2023,สกลนคร,10.5,1
05/12/2023,นครพนม,18.1,1
05/12/2023,หนองบัวลำภู,31,0
05/12/2023,บึงกาฬ,10.5,1
06/12/2023,เลย,24.8,0
06/12/2023,หนองคาย,63.2,3
06/12/2023,อุดรธานี,23.3,0
06/12/2023,สกลนคร,10.7,0
06/12/2023,นครพนม,14.7,1
06/12/2023,หนองบัวลำภู,35,2
06/12/2023,บึงกาฬ,15.2,0
07/12/2023,เลย,18,2
07/12/2023,หนองคาย,20.5,1
07/12/2023,อุดรธานี,16.2,3
07/12/2023,สกลนคร,6.4,4
07/12/2023,นครพนม,13.6,1
07/12/2023,หนองบัวลำภู,19,4
07/12/2023,บึงกาฬ,10.7,1
08/12/2023,เลย,20,3
08/12/2023,หนองคาย,55.3,3
08/12/2023,อุดรธานี,24.2,3
08/12/2023,สกลนคร,21.5,1
08/12/2023,นครพนม,38.5,1
08/12/2023,หนองบัวลำภู,51,1
08/12/2023,บึงกาฬ,23.5,1
09/12/2023,เลย,27.9,1
09/12/2023,หนองคาย,76.1,0
09/12/2023,อุดรธานี,31.7,3
09/12/2023,สกลนคร,29.4,4
09/12/2023,นครพนม,43.1,1
09/12/2023,หนองบัวลำภู,51,0
09/12/2023,บึงกาฬ,25.2,0
10/12/2023,เลย,24.3,0
10/12/2023,หนองคาย,82.1,0
10/12/2023,อุดรธานี,37,1
10/12/2023,สกลนคร,26.9,1
10/12/2023,นครพนม,45.6,0
10/12/2023,หนองบัวลำภู,45,0
10/12/2023,บึงกาฬ,25.2,0
11/12/2023,เลย,19.4,5
11/12/2023,หนองคาย,86.1,3
11/12/2023,อุดรธานี,38.9,4
11/12/2023,สกลนคร,29.7,0
11/12/2023,นครพนม,41.6,1
11/12/2023,หนองบัวลำภู,55,4
11/12/2023,บึงกาฬ,22.8,0
12/12/2023,เลย,33.1,1
12/12/2023,หนองคาย,70.8,1
12/12/2023,อุดรธานี,42.9,3
12/12/2023,สกลนคร,23.1,3
12/12/2023,นครพนม,27.6,0
12/12/2023,หนองบัวลำภู,55,0
12/12/2023,บึงกาฬ,28.1,0
13/12/2023,เลย,34.7,2
13/12/2023,หนองคาย,30,1
13/12/2023,อุดรธานี,15.2,2
13/12/2023,สกลนคร,9.2,2
13/12/2023,นครพนม,17,0
13/12/2023,หนองบัวลำภู,15,1
13/12/2023,บึงกาฬ,13.9,3
14/12/2023,เลย,20.1,1
14/12/2023,หนองคาย,51.3,0
14/12/2023,อุดรธานี,20.3,4
14/12/2023,สกลนคร,13.2,1
14/12/2023,นครพนม,19.2,1
14/12/2023,หนองบัวลำภู,28,0
14/12/2023,บึงกาฬ,13.7,2
15/12/2023,เลย,21.2,0
15/12/2023,หนองคาย,58.9,4
15/12/2023,อุดรธานี,21.9,4
15/12/2023,สกลนคร,16.4,1
15/12/2023,นครพนม,25.7,4
15/12/2023,หนองบัวลำภู,36,3
15/12/2023,บึงกาฬ,15.7,1
16/12/2023,เลย,19.3,2
16/12/2023,หนองคาย,48,0
16/12/2023,อุดรธานี,25.6,3
16/12/2023,สกลนคร,18.5,0
16/12/2023,นครพนม,28.4,0
16/12/2023,หนองบัวลำภู,36,2
16/12/2023,บึงกาฬ,14.9,0
17/12/2023,เลย,24.5,2
17/12/2023,หนองคาย,29.6,3
17/12/2023,อุดรธานี,13.9,0
17/12/2023,สกลนคร,6.3,0
17/12/2023,นครพนม,7.4,0
17/12/2023,หนองบัวลำภู,8,3
17/12/2023,บึงกาฬ,10.6,0
18/12/2023,เลย,15.8,1
18/12/2023,หนองคาย,15.1,1
18/12/2023,อุดรธานี,7.7,6
18/12/2023,สกลนคร,5.6,1
18/12/2023,นครพนม,12.1,1
18/12/2023,หนองบัวลำภู,12,4
18/12/2023,บึงกาฬ,8.3,1
19/12/2023,เลย,15.6,0
19/12/2023,หนองคาย,42.3,1
19/12/2023,อุดรธานี,12.7,4
19/12/2023,สกลนคร,4.1,3
19/12/2023,นครพนม,13.1,2
19/12/2023,หนองบัวลำภู,18,2
19/12/2023,บึงกาฬ,14.8,1
20/12/2023,เลย,16.8,1
20/12/2023,หนองคาย,22.4,1
20/12/2023,อุดรธานี,9.9,6
20/12/2023,สกลนคร,5.1,2
20/12/2023,นครพนม,8.5,0
20/12/2023,หนองบัวลำภู,14,1
20/12/2023,บึงกาฬ,8.4,0
21/12/2023,เลย,12.7,1
21/12/2023,หนองคาย,12.9,2
21/12/2023,อุดรธานี,7.3,2
21/12/2023,สกลนคร,8,4
21/12/2023,นครพนม,11.8,0
21/12/2023,หนองบัวลำภู,11,1
21/12/2023,บึงกาฬ,6.9,0
22/12/2023,เลย,18.8,2
22/12/2023,หนองคาย,29.2,0
22/12/2023,อุดรธานี,14.7,5
22/12/2023,สกลนคร,12.9,2
22/12/2023,นครพนม,20.5,0
22/12/2023,หนองบัวลำภู,30,0
22/12/2023,บึงกาฬ,20.5,0
23/12/2023,เลย,36.2,9
23/12/2023,หนองคาย,34.5,0
23/12/2023,อุดรธานี,21.3,6
23/12/2023,สกลนคร,22.5,3
23/12/2023,นครพนม,30.7,2
23/12/2023,หนองบัวลำภู,34,5
23/12/2023,บึงกาฬ,23.1,2
24/12/2023,เลย,39.3,3
24/12/2023,หนองคาย,34.7,2
24/12/2023,อุดรธานี,19.7,4
24/12/2023,สกลนคร,23.4,4
24/12/2023,นครพนม,43.2,1
24/12/2023,หนองบัวลำภู,31,5
24/12/2023,บึงกาฬ,22.2,3
25/12/2023,เลย,35.8,1
25/12/2023,หนองคาย,42.8,0
25/12/2023,อุดรธานี,24.1,5
25/12/2023,สกลนคร,31.6,2
25/12/2023,นครพนม,47.3,0
25/12/2023,หนองบัวลำภู,46,2
25/12/2023,บึงกาฬ,26.6,2
26/12/2023,เลย,41.2,1
26/12/2023,หนองคาย,59.1,0
26/12/2023,อุดรธานี,30.5,3
26/12/2023,สกลนคร,32.2,2
26/12/2023,นครพนม,54.2,1
26/12/2023,หนองบัวลำภู,52,1
26/12/2023,บึงกาฬ,29.3,2
27/12/2023,เลย,47.8,7
27/12/2023,หนองคาย,82.2,0
27/12/2023,อุดรธานี,32.2,8
27/12/2023,สกลนคร,17.1,2
27/12/2023,นครพนม,28.3,2
27/12/2023,หนองบัวลำภู,27.8,1
27/12/2023,บึงกาฬ,26.3,2
28/12/2023,เลย,34.4,2
28/12/2023,หนองคาย,72.5,0
28/12/2023,อุดรธานี,28.6,6
28/12/2023,สกลนคร,18.5,2
28/12/2023,นครพนม,30.3,1
28/12/2023,หนองบัวลำภู,24.9,1
28/12/2023,บึงกาฬ,16.5,0
29/12/2023,เลย,28,2
29/12/2023,หนองคาย,53.8,1
29/12/2023,อุดรธานี,22.6,4
29/12/2023,สกลนคร,9.6,9
29/12/2023,นครพนม,25.3,1
29/12/2023,หนองบัวลำภู,22.6,6
29/12/2023,บึงกาฬ,18,1
30/12/2023,เลย,21.2,2
30/12/2023,หนองคาย,48.3,2
30/12/2023,อุดรธานี,18.9,7
30/12/2023,สกลนคร,8.7,1
30/12/2023,นครพนม,26.2,1
30/12/2023,หนองบัวลำภู,17.4,3
