date,provice,pm25,hotspot
2024-01-02T00:00:00,เลย,21.3,6
2024-01-02T00:00:00,หนองคาย,46.6,2
2024-01-02T00:00:00,อุดรธานี,32.6,4
2024-01-02T00:00:00,สกลนคร,38.8,1
2024-01-02T00:00:00,นครพนม,59.4,0
2024-01-02T00:00:00,หนองบัวลำภู,34.9,10
2024-01-02T00:00:00,บึงกาฬ,18.3,0
2024-02-02T00:00:00,เลย,15.7,5
2024-02-02T00:00:00,หนองคาย,39,2
2024-02-02T00:00:00,อุดรธานี,27.1,12
2024-02-02T00:00:00,สกลนคร,37.6,10
2024-02-02T00:00:00,นครพนม,72.1,5
2024-02-02T00:00:00,หนองบัวลำภู,46,9
2024-02-02T00:00:00,บึงกาฬ,12.6,0
2024-03-02T00:00:00,เลย,20.7,6
2024-03-02T00:00:00,หนองคาย,44,1
2024-03-02T00:00:00,อุดรธานี,25.4,16
2024-03-02T00:00:00,สกลนคร,27.8,8
2024-03-02T00:00:00,นครพนม,68.8,0
2024-03-02T00:00:00,หนองบัวลำภู,24.4,9
2024-03-02T00:00:00,บึงกาฬ,14.4,0
2024-04-02T00:00:00,เลย,29.2,12
2024-04-02T00:00:00,หนองคาย,50.6,2
2024-04-02T00:00:00,อุดรธานี,36.4,13
2024-04-02T00:00:00,สกลนคร,42.6,10
2024-04-02T00:00:00,นครพนม,54,1
2024-04-02T00:00:00,หนองบัวลำภู,43.6,11
2024-04-02T00:00:00,บึงกาฬ,25.1,2
2024-05-02T00:00:00,เลย,28.3,36
2024-05-02T00:00:00,หนองคาย,62.3,5
2024-05-02T00:00:00,อุดรธานี,35.7,17
2024-05-02T00:00:00,สกลนคร,37.3,25
2024-05-02T00:00:00,นครพนม,49.4,4
2024-05-02T00:00:00,หนองบัวลำภู,30.2,19
2024-05-02T00:00:00,บึงกาฬ,21.5,2
2024-06-02T00:00:00,เลย,36,37
2024-06-02T00:00:00,หนองคาย,65.3,0
2024-06-02T00:00:00,อุดรธานี,36.2,21
2024-06-02T00:00:00,สกลนคร,39.2,41
2024-06-02T00:00:00,นครพนม,59.2,17
2024-06-02T00:00:00,หนองบัวลำภู,39.1,25
2024-06-02T00:00:00,บึงกาฬ,26.6,2
2024-07-02T00:00:00,เลย,33.9,44
2024-07-02T00:00:00,หนองคาย,68.3,8
2024-07-02T00:00:00,อุดรธานี,47.3,19
2024-07-02T00:00:00,สกลนคร,50.6,41
2024-07-02T00:00:00,นครพนม,57.3,14
2024-07-02T00:00:00,หนองบัวลำภู,61.2,17
2024-07-02T00:00:00,บึงกาฬ,26.4,0
2024-08-02T00:00:00,เลย,39.4,42
2024-08-02T00:00:00,หนองคาย,72.7,4
2024-08-02T00:00:00,อุดรธานี,42.8,20
2024-08-02T00:00:00,สกลนคร,53.1,19
2024-08-02T00:00:00,นครพนม,59.1,7
2024-08-02T00:00:00,หนองบัวลำภู,46.8,10
2024-08-02T00:00:00,บึงกาฬ,31.8,1
2024-09-02T00:00:00,เลย,52.1,26
2024-09-02T00:00:00,หนองคาย,59.3,0
2024-09-02T00:00:00,อุดรธานี,38.8,13
2024-09-02T00:00:00,สกลนคร,14.6,5
2024-09-02T00:00:00,นครพนม,20.3,0
2024-09-02T00:00:00,หนองบัวลำภู,59.4,0
2024-09-02T00:00:00,บึงกาฬ,35.2,1
2024-10-02T00:00:00,เลย,29.5,1
2024-10-02T00:00:00,หนองคาย,27.6,0
2024-10-02T00:00:00,อุดรธานี,18.4,8
2024-10-02T00:00:00,สกลนคร,9.3,20
2024-10-02T00:00:00,นครพนม,12,5
2024-10-02T00:00:00,หนองบัวลำภู,58.7,3
2024-10-02T00:00:00,บึงกาฬ,18.4,0
2024-11-02T00:00:00,เลย,28.6,7
2024-11-02T00:00:00,หนองคาย,33.9,3
2024-11-02T00:00:00,อุดรธานี,23.5,28
2024-11-02T00:00:00,สกลนคร,24,84
2024-11-02T00:00:00,นครพนม,29.1,13
2024-11-02T00:00:00,หนองบัวลำภู,20.4,32
2024-11-02T00:00:00,บึงกาฬ,20.4,2
2024-12-02T00:00:00,เลย,42,22
2024-12-02T00:00:00,หนองคาย,57.1,1
2024-12-02T00:00:00,อุดรธานี,35.2,8
2024-12-02T00:00:00,สกลนคร,27.7,54
2024-12-02T00:00:00,นครพนม,40.3,8
2024-12-02T00:00:00,หนองบัวลำภู,36.8,22
2024-12-02T00:00:00,บึงกาฬ,31.4,0
2024-02-13T00:00:00,เลย,51.8,21
2024-02-13T00:00:00,หนองคาย,51.1,4
2024-02-13T00:00:00,อุดรธานี,38.3,19
2024-02-13T00:00:00,สกลนคร,18.4,27
2024-02-13T00:00:00,นครพนม,20.7,23
2024-02-13T00:00:00,หนองบัวลำภู,47.3,15
2024-02-13T00:00:00,บึงกาฬ,34.1,0
2024-02-14T00:00:00,เลย,54.5,33
2024-02-14T00:00:00,หนองคาย,72.8,0
2024-02-14T00:00:00,อุดรธานี,47.5,35
2024-02-14T00:00:00,สกลนคร,22.6,40
2024-02-14T00:00:00,นครพนม,29.9,15
2024-02-14T00:00:00,หนองบัวลำภู,44.1,6
2024-02-14T00:00:00,บึงกาฬ,35.7,0
2024-02-15T00:00:00,เลย,59.7,29
2024-02-15T00:00:00,หนองคาย,77.5,4
2024-02-15T00:00:00,อุดรธานี,53.7,54
2024-02-15T00:00:00,สกลนคร,30.5,57
2024-02-15T00:00:00,นครพนม,39.3,21
2024-02-15T00:00:00,หนองบัวลำภู,49.5,25
2024-02-15T00:00:00,บึงกาฬ,36.1,0
2024-02-16T00:00:00,เลย,61.8,48
2024-02-16T00:00:00,หนองคาย,55.1,2
2024-02-16T00:00:00,อุดรธานี,47.9,57
2024-02-16T00:00:00,สกลนคร,25.8,55
2024-02-16T00:00:00,นครพนม,34.4,20
2024-02-16T00:00:00,หนองบัวลำภู,55.2,44
2024-02-16T00:00:00,บึงกาฬ,34.3,4
2024-02-17T00:00:00,เลย,57.6,13
2024-02-17T00:00:00,หนองคาย,52,1
2024-02-17T00:00:00,อุดรธานี,35.2,21
2024-02-17T00:00:00,สกลนคร,19.8,39
2024-02-17T00:00:00,นครพนม,26.6,5
2024-02-17T00:00:00,หนองบัวลำภู,48.2,14
2024-02-17T00:00:00,บึงกาฬ,30.3,0
2024-02-18T00:00:00,เลย,80,6
2024-02-18T00:00:00,หนองคาย,60.4,5
2024-02-18T00:00:00,อุดรธานี,49.1,13
2024-02-18T00:00:00,สกลนคร,38.8,3
2024-02-18T00:00:00,นครพนม,55.4,1
2024-02-18T00:00:00,หนองบัวลำภู,57.3,7
2024-02-18T00:00:00,บึงกาฬ,33.5,0
2024-02-19T00:00:00,เลย,55.6,27
2024-02-19T00:00:00,หนองคาย,73,6
2024-02-19T00:00:00,อุดรธานี,59.6,1
2024-02-19T00:00:00,สกลนคร,28.9,5
2024-02-19T00:00:00,นครพนม,90.1,6
2024-02-19T00:00:00,หนองบัวลำภู,46.5,1
2024-02-19T00:00:00,บึงกาฬ,44.4,2
2024-02-20T00:00:00,เลย,42.4,33
2024-02-20T00:00:00,หนองคาย,67,3
2024-02-20T00:00:00,อุดรธานี,39.9,23
2024-02-20T00:00:00,สกลนคร,39.7,18
