date,provice,pm25,hotspot
01/10/2022,เลย,6,0
01/10/2022,หนองคาย,12,0
01/10/2022,อุดรธานี,9,0
01/10/2022,สกลนคร,7,0
01/10/2022,นครพนม,12,0
01/10/2022,หนองบัวลำภู,12,0
01/10/2022,บึงกาฬ,18,0
02/10/2022,เลย,8,0
02/10/2022,หนองคาย,18,0
02/10/2022,อุดรธานี,8,0
02/10/2022,สกลนคร,11,0
02/10/2022,นครพนม,15,0
02/10/2022,หนองบัวลำภู,11,0
02/10/2022,บึงกาฬ,20,0
03/10/2022,เลย,7,0
03/10/2022,หนองคาย,8,0
03/10/2022,อุดรธานี,7,0
03/10/2022,สกลนคร,8,0
03/10/2022,นครพนม,12,0
03/10/2022,หนองบัวลำภู,18,0
03/10/2022,บึงกาฬ,37,0
04/10/2022,เลย,8,0
04/10/2022,หนองคาย,9,0
04/10/2022,อุดรธานี,8,0
04/10/2022,สกลนคร,10,0
04/10/2022,นครพนม,18,0
04/10/2022,หนองบัวลำภู,9,0
04/10/2022,บึงกาฬ,16,0
05/10/2022,เลย,10,0
05/10/2022,หนองคาย,10,0
05/10/2022,อุดรธานี,8,0
05/10/2022,สกลนคร,6,0
05/10/2022,นครพนม,6,0
05/10/2022,หนองบัวลำภู,11,0
05/10/2022,บึงกาฬ,1,1
06/10/2022,เลย,6,0
06/10/2022,หนองคาย,4,0
06/10/2022,อุดรธานี,4,0
06/10/2022,สกลนคร,4,0
06/10/2022,นครพนม,4,0
06/10/2022,หนองบัวลำภู,5,0
06/10/2022,บึงกาฬ,2,0
07/10/2022,เลย,11,1
07/10/2022,หนองคาย,16,0
07/10/2022,อุดรธานี,8,0
07/10/2022,สกลนคร,8,0
07/10/2022,นครพนม,8,0
07/10/2022,หนองบัวลำภู,19,0
07/10/2022,บึงกาฬ,21,0
08/10/2022,เลย,14,0
08/10/2022,หนองคาย,24,0
08/10/2022,อุดรธานี,14,1
08/10/2022,สกลนคร,10,1
08/10/2022,นครพนม,11,0
08/10/2022,หนองบัวลำภู,23,0
08/10/2022,บึงกาฬ,17,1
09/10/2022,เลย,5,0
09/10/2022,หนองคาย,12,0
09/10/2022,อุดรธานี,12,0
09/10/2022,สกลนคร,6,0
09/10/2022,นครพนม,10,0
09/10/2022,หนองบัวลำภู,14,0
09/10/2022,บึงกาฬ,11,0
10/10/2022,เลย,5,0
10/10/2022,หนองคาย,8,0
10/10/2022,อุดรธานี,6,0
10/10/2022,สกลนคร,5,0
10/10/2022,นครพนม,7,0
10/10/2022,หนองบัวลำภู,17,0
10/10/2022,บึงกาฬ,0,0
11/10/2022,เลย,5,0
11/10/2022,หนองคาย,12,0
11/10/2022,อุดรธานี,8,1
11/10/2022,สกลนคร,9,2
11/10/2022,นครพนม,17,0
11/10/2022,หนองบัวลำภู,16,0
11/10/2022,บึงกาฬ,0,2
12/10/2022,เลย,5,0
12/10/2022,หนองคาย,23,0
12/10/2022,อุดรธานี,17,2
12/10/2022,สกลนคร,18,1
12/10/2022,นครพนม,21,0
12/10/2022,หนองบัวลำภู,23,0
12/10/2022,บึงกาฬ,0,0
13/10/2022,เลย,5,0
13/10/2022,หนองคาย,23,0
13/10/2022,อุดรธานี,17,0
13/10/2022,สกลนคร,21,0
13/10/2022,นครพนม,27,0
13/10/2022,หนองบัวลำภู,32,0
13/10/2022,บึงกาฬ,0,0
14/10/2022,เลย,5,0
14/10/2022,หนองคาย,30,0
14/10/2022,อุดรธานี,24,0
14/10/2022,สกลนคร,31,0
14/10/2022,นครพนม,36,0
14/10/2022,หนองบัวลำภู,34,0
14/10/2022,บึงกาฬ,0,0
15/10/2022,เลย,5,0
15/10/2022,หนองคาย,39,0
15/10/2022,อุดรธานี,27,0
15/10/2022,สกลนคร,26,0
15/10/2022,นครพนม,33,0
15/10/2022,หนองบัวลำภู,40,0
15/10/2022,บึงกาฬ,0,0
16/10/2022,เลย,5,0
16/10/2022,หนองคาย,29,0
16/10/2022,อุดรธานี,19,0
16/10/2022,สกลนคร,26,0
16/10/2022,นครพนม,36,0
16/10/2022,หนองบัวลำภู,47,0
16/10/2022,บึงกาฬ,0,0
17/10/2022,เลย,5,2
17/10/2022,หนองคาย,48,0
17/10/2022,อุดรธานี,29,1
17/10/2022,สกลนคร,38,2
17/10/2022,นครพนม,48,0
17/10/2022,หนองบัวลำภู,47,0
17/10/2022,บึงกาฬ,0,0
18/10/2022,เลย,5,0
18/10/2022,หนองคาย,51,0
18/10/2022,อุดรธานี,30,2
18/10/2022,สกลนคร,40,0
18/10/2022,นครพนม,44,5
18/10/2022,หนองบัวลำภู,53,0
18/10/2022,บึงกาฬ,0,1
19/10/2022,เลย,5,0
19/10/2022,หนองคาย,55,0
19/10/2022,อุดรธานี,40,0
19/10/2022,สกลนคร,45,0
19/10/2022,นครพนม,53,1
19/10/2022,หนองบัวลำภู,56,0
19/10/2022,บึงกาฬ,0,0
20/10/2022,เลย,5,0
20/10/2022,หนองคาย,39,0
20/10/2022,อุดรธานี,35,0
20/10/2022,สกลนคร,36,0
20/10/2022,นครพนม,40,0
20/10/2022,หนองบัวลำภู,24,0
20/10/2022,บึงกาฬ,0,0
21/10/2022,เลย,5,0
21/10/2022,หนองคาย,21,0
21/10/2022,อุดรธานี,23,0
21/10/2022,สกลนคร,19,0
21/10/2022,นครพนม,19,0
21/10/2022,หนองบัวลำภู,17,0
21/10/2022,บึงกาฬ,0,0
22/10/2022,เลย,5,0
22/10/2022,หนองคาย,9,0
22/10/2022,อุดรธานี,7,0
22/10/2022,สกลนคร,10,0
22/10/2022,นครพนม,17,0
22/10/2022,หนองบัวลำภู,23,0
22/10/2022,บึงกาฬ,0,0
23/10/2022,เลย,5,0
23/10/2022,หนองคาย,32,0
23/10/2022,อุดรธานี,24,0
23/10/2022,สกลนคร,30,1
23/10/2022,นครพนม,39,0
23/10/2022,หนองบัวลำภู,49,0
23/10/2022,บึงกาฬ,0,0
24/10/2022,เลย,5,2
24/10/2022,หนองคาย,50,0
24/10/2022,อุดรธานี,40,0
24/10/2022,สกลนคร,34,0
24/10/2022,นครพนม,45,1
24/10/2022,หนองบัวลำภู,71,0
24/10/2022,บึงกาฬ,0,0
25/10/2022,เลย,5,0
25/10/2022,หนองคาย,46,0
25/10/2022,อุดรธานี,37,0
25/10/2022,สกลนคร,38,0
25/10/2022,นครพนม,37,0
25/10/2022,หนองบัวลำภู,49,0
25/10/2022,บึงกาฬ,0,0
26/10/2022,เลย,5,0
26/10/2022,หนองคาย,14,0
26/10/2022,อุดรธานี,12,0
26/10/2022,สกลนคร,8,0
26/10/2022,นครพนม,8,0
26/10/2022,หนองบัวลำภู,18,0
26/10/2022,บึงกาฬ,9,0
27/10/2022,เลย,12,0
27/10/2022,หนองคาย,16,0
27/10/2022,อุดรธานี,9,0
27/10/2022,สกลนคร,6,0
27/10/2022,นครพนม,9,0
27/10/2022,หนองบัวลำภู,17,0
27/10/2022,บึงกาฬ,11,0
28/10/2022,เลย,11,1
28/10/2022,หนองคาย,12,0
28/10/2022,อุดรธานี,10,2
28/10/2022,สกลนคร,9,2
28/10/2022,นครพนม,11,1
28/10/2022,หนองบัวลำภู,21,0
28/10/2022,บึงกาฬ,32,1
29/10/2022,เลย,26,1
29/10/2022,หนองคาย,27,0
29/10/2022,อุดรธานี,24,0
29/10/2022,สกลนคร,26,0
29/10/2022,นครพนม,34,0
29/10/2022,หนองบัวลำภู,54,0
29/10/2022,บึงกาฬ,51,0
30/10/2022,เลย,37,0
30/10/2022,หนองคาย,39,0
30/10/2022,อุดรธานี,35,2
30/10/2022,สกลนคร,44,0
30/10/2022,นครพนม,49,0
30/10/2022,หนองบัวลำภู,63,0
30/10/2022,บึงกาฬ,51,0
31/10/2022,เลย,35,0
31/10/2022,หนองคาย,36,0
31/10/2022,อุดรธานี,30,1
31/10/2022,สกลนคร,33,0
31/10/2022,นครพนม,33,0
31/10/2022,หนองบัวลำภู,37,0
31/10/2022,บึงกาฬ,41,0
