หน่วยงาน,เดือน,ประเภทภาษี,จำนวนเงิน(ล้านบาท)
ชลบุรี1,ตุลาคม,ภาษีเงินได้บุคคลธรรมดา,345.182
ชลบุรี1,ตุลาคม,ภาษีเงินได้นิติบุคคล,514.079
ชลบุรี1,ตุลาคม,ภาษีเงินได้ปิโตรเลียม,0.000
ชลบุรี1,ตุลาคม,ภาษีมูลค่าเพิ่ม,642.959
ชลบุรี1,ตุลาคม,ภาษีธุรกิจเฉพาะ,165.991
ชลบุรี1,ตุลาคม,ภาษีการรับมรดก,0.000
ชลบุรี1,ตุลาคม,อากรแสตมป์,32.344
ชลบุรี1,ตุลาคม,รายได้อื่น ๆ,0.265
