หน่วยงาน,เดือน,ประเภทภาษี,จำนวนเงิน(ล้านบาท)
ชลบุรี1,มิถุนายน,ภาษีเงินได้บุคคลธรรมดา,427.601
ชลบุรี1,มิถุนายน,ภาษีเงินได้นิติบุคคล,"2,321.629"
ชลบุรี1,มิถุนายน,ภาษีการค้า,0.000
ชลบุรี1,มิถุนายน,ภาษีมูลค่าเพิ่ม,650.776
ชลบุรี1,มิถุนายน,ภาษีธุรกิจเฉพาะ,67.343
ชลบุรี1,มิถุนายน,ภาษีมรดก,0.000
ชลบุรี1,มิถุนายน,ภาษีอากรแสตมป์,24.458
ชลบุรี1,มิถุนายน,รายได้อื่น,1.244
