หน่วยงาน,เดือน,ประเภทภาษี,จำนวนเงิน(ล้านบาท)
ชลบุรี1,กันยายน,ภาษีเงินได้บุคคลธรรมดา,307.019
ชลบุรี1,กันยายน,ภาษีเงินได้นิติบุคคล,"2,527.263"
ชลบุรี1,กันยายน,ภาษีเงินได้ปิโตรเลียม,0.000
ชลบุรี1,กันยายน,ภาษีมูลค่าเพิ่ม,623.862
ชลบุรี1,กันยายน,ภาษีธุรกิจเฉพาะ,146.051
ชลบุรี1,กันยายน,ภาษีการรับมรดก,0.000
ชลบุรี1,กันยายน,อากรแสตมป์,24.642
ชลบุรี1,กันยายน,รายได้อื่น ๆ,1.071
