หน่วยงาน,เดือน,ประเภทภาษี,จำนวนเงิน(ล้านบาท)
ชลบุรี1,มกราคม,ภาษีเงินได้บุคคลธรรมดา,766.135
ชลบุรี1,มกราคม,ภาษีเงินได้นิติบุคคล,511.156
ชลบุรี1,มกราคม,ภาษีเงินได้ปิโตรเลียม,0
ชลบุรี1,มกราคม,ภาษีมูลค่าเพิ่ม,703.79
ชลบุรี1,มกราคม,ภาษีธุรกิจเฉพาะ,68.909
ชลบุรี1,มกราคม,ภาษีการรับมรดก,0
ชลบุรี1,มกราคม,อากรแสตมป์,25.236
ชลบุรี1,มกราคม,รายได้อื่น ๆ,2.079
