หน่วยงาน,เดือน,ประเภทภาษี,จำนวนเงิน(ล้านบาท)
ชลบุรี1,พฤศจิกายน,ภาษีเงินได้บุคคลธรรมดา,308.429
ชลบุรี1,พฤศจิกายน,ภาษีเงินได้นิติบุคคล,797.531
ชลบุรี1,พฤศจิกายน,ภาษีเงินได้ปิโตรเลียม,0.000
ชลบุรี1,พฤศจิกายน,ภาษีมูลค่าเพิ่ม,657.025
ชลบุรี1,พฤศจิกายน,ภาษีธุรกิจเฉพาะ,193.903
ชลบุรี1,พฤศจิกายน,ภาษีการรับมรดก,0.000
ชลบุรี1,พฤศจิกายน,อากรแสตมป์,23.446
ชลบุรี1,พฤศจิกายน,รายได้อื่น ๆ,0.236
