YEA_GOV,MON,TAX_TYPE,FORM_CODE,AMT_RCV
"2565","04","015","รบ1",23760.62000000
"2565","04","070","ภม60",31708173.47000000
"2565","05","001","ทป3",4199504437.84999994
"2565","05","001","ภงด1",17635132541.72999962
"2565","05","001","ภงด2",5907027696.57999999
"2565","05","001","ภงด3",1805001356.36999908
"2565","05","001","ภงด90",272033203.69999997
"2565","05","001","ภงด91",148021103.02000000
"2565","05","001","ภงด93",99964899.68999999
"2565","05","001","ภงด94",48099337.37000000
"2565","05","002","ทป3",285698952.00000000
"2565","05","002","ป2",250000.00000000
"2565","05","002","ภงด50",45633335119.33999989
"2565","05","002","ภงด51",1959715366.79999999
"2565","05","002","ภงด52",2795797901.95999999
"2565","05","002","ภงด53",13871496441.92999839
"2565","05","002","ภงด54",10457586278.84999998
"2565","05","002","ภงด55",84255023.18000000
"2565","05","003","ภงป70",50851949741.93000000
"2565","05","003","ภงป71",649378200.00000000
"2565","05","005","ทป3",389022956.79999990
"2565","05","005","ภพ30",38536875863.60999972
"2565","05","005","ภพ30.2",122.04000000
"2565","05","005","ภพ309",570040191.16000000
"2565","05","005","ภพ36",4313043293.47999994
"2565","05","006","ทป3",10842084.43000000
"2565","05","006","ภธ40",2246829795.18999993
"2565","05","007","ทป3",2228288.05000000
"2565","05","007","อส10",75036405.54000000
"2565","05","007","อส10.1",4763188.00000000
"2565","05","007","อส4",315854991.50000000
"2565","05","007","อส4ก",16661035.60000000
"2565","05","007","อส4ข",251098705.35000000
"2565","05","007","อส9",49813123.00000000
"2565","05","009","รบ1",2961.40000000
"2565","05","010","รบ1",33.50000000
"2565","05","011","ป2",42664309.88000000
"2565","05","015","รบ1",90351.54000000
"2565","05","070","ทป3",72193461.42000000
"2565","05","070","ภม60",9569555.24000000
"2565","06","001","ทป3",2936396482.06999994
"2565","06","001","ภงด1",15946348950.19999964
"2565","06","001","ภงด2",11086283002.09999994
"2565","06","001","ภงด3",1872299429.72999899
"2565","06","001","ภงด90",241433358.65999999
"2565","06","001","ภงด91",144890256.65000000
"2565","06","001","ภงด93",29485257.37000000
"2565","06","001","ภงด94",29026703.65000000
"2565","06","002","ทป3",663270742.08000000
"2565","06","002","ป2",6170000.00000000
"2565","06","002","ภงด50",116880875567.27999989
"2565","06","002","ภงด51",3275226714.84999999
"2565","06","002","ภงด52",539384743.11000000
"2565","06","002","ภงด53",14886441627.29999851
"2565","06","002","ภงด54",16834793452.97999997
"2565","06","002","ภงด55",53782420.54999998
"2565","06","005","ทป3",355814973.58999993
"2565","06","005","ภพ30",39607173294.77999978
"2565","06","005","ภพ30.2",178776.30000000
"2565","06","005","ภพ309",570165836.75000000
"2565","06","005","ภพ36",5794039266.94999995
"2565","06","006","ทป3",8145210.04000000
