YEA_GOV,MON,TAX_TYPE,FORM_CODE,AMT_RCV
2566,07,006,ภธ40,4110251468
2566,07,005,ภพ30,40053415853
2566,07,005,ภพ30.2,340478.74
2566,07,005,ภพ309,628170866.3
2566,07,005,ภพ36,4616386301
2566,07,070,ภม60,79389670.5
2566,07,009,รบ1,15197.5
2566,07,010,รบ1,7.5
2566,07,015,รบ1,11800.01
2566,07,999,รบ1,2000
2566,07,007,อส10,72129010.96
2566,07,007,อส10.1,5713536
2566,07,007,อส4,276854603.3
2566,07,007,อส4ก,13616633.85
2566,07,007,อส4ข,299728352.2
2566,07,007,อส9,82560312
2566,08,005,>309,3567979.55
2566,08,001,ทป3,170333310.2
2566,08,002,ทป3,439604480.9
2566,08,005,ทป3,364137909.8
2566,08,006,ทป3,6623644.77
2566,08,007,ทป3,3975187.63
2566,08,070,ทป3,44125.18
2566,08,001,ป2,7648800
2566,08,002,ป2,11441900
2566,08,005,ป2,7960000
2566,08,006,ป2,235000
2566,08,011,ป2,10344735
2566,08,001,ภงด1,16462028800
2566,08,001,ภงด2,4023085448
2566,08,001,ภงด3,2000435531
2566,08,002,ภงด50,10094028599
2566,08,002,ภงด51,30933970683
2566,08,002,ภงด52,121878905.8
2566,08,002,ภงด53,14865675319
2566,08,002,ภงด54,14703999137
2566,08,002,ภงด55,17976134.94
2566,08,001,ภงด90,194800054.4
2566,08,001,ภงด91,58208712.41
2566,08,001,ภงด93,38001183.09
2566,08,001,ภงด94,455859730.3
2566,08,003,ภงป71,4238377438
2566,08,006,ภธ40,3113430161
2566,08,005,ภพ30,40831015452
2566,08,005,ภพ30.2,578076.29
2566,08,005,ภพ309,642957935.3
2566,08,005,ภพ36,4845400266
2566,08,070,ภม60,7076420.37
2566,08,009,รบ1,9727.35
2566,08,010,รบ1,18.5
2566,08,015,รบ1,17225.92
2566,08,007,อส10,73701810.17
2566,08,007,อส10.1,5641901
2566,08,007,อส4,281245573.6
2566,08,007,อส4ก,12119222.9
2566,08,007,อส4ข,267515329
2566,08,007,อส9,92313492
2566,09,001,ทป3,132506870.7
2566,09,002,ทป3,549204441.4
2566,09,005,ทป3,425084353.8
2566,09,006,ทป3,11809450.54
2566,09,007,ทป3,2445885.91
2566,09,001,ป2,7486300
2566,09,002,ป2,12788200
2566,09,005,ป2,7169400
2566,09,006,ป2,212300
2566,09,011,ป2,9261000
2566,09,001,ภงด1,15387345175
2566,09,001,ภงด2,3903080108
2566,09,001,ภงด3,2003815285
2566,09,002,ภงด50,27895044515
2566,09,002,ภงด51,1.28611E+11
2566,09,002,ภงด52,859888320.1
2566,09,002,ภงด53,15066639050
2566,09,002,ภงด54,11012215054
2566,09,002,ภงด55,121161075.6
2566,09,001,ภงด90,122372063.1
2566,09,001,ภงด91,49572741.67
2566,09,001,ภงด93,39016607.53
2566,09,001,ภงด94,1391115072
2566,09,006,ภธ40,3141195069
2566,09,005,ภพ30,42210963943
2566,09,005,ภพ30.2,317905.95
2566,09,005,ภพ309,634203168.7
2566,09,005,ภพ36,5510582138
2566,09,070,ภม60,3815898.84
2566,09,009,รบ1,10579.5
2566,09,010,รบ1,6
2566,09,015,รบ1,40200.68
2566,09,007,อส10,75649203.52
2566,09,007,อส10.1,6838204
2566,09,007,อส4,282301780.1
2566,09,007,อส4ก,16771928.7
2566,09,007,อส4ข,301470377.8
2566,09,007,อส9,98592015
2566,10,001,ทป3,342287971.1
2566,10,002,ทป3,555742927.2
2566,10,005,ทป3,337081452.3
2566,10,006,ทป3,4832963.76
2566,10,007,ทป3,3602877.55
2566,10,070,ทป3,3149884.16
2566,10,001,ป2,8904200
2566,10,002,ป2,8812900
2566,10,005,ป2,3957500
2566,10,006,ป2,111700
2566,10,011,ป2,18671058.8
2566,10,001,ภงด1,14422012998
2566,10,001,ภงด2,5717883958
2566,10,001,ภงด3,2005307549
2566,10,002,ภงด50,819077900.8
2566,10,002,ภงด51,618048975.4
2566,10,002,ภงด52,12246157.58
2566,10,002,ภงด53,17089809320
2566,10,002,ภงด54,8178561467
2566,10,002,ภงด55,91468983.3
2566,10,001,ภงด90,147431007.3
2566,10,001,ภงด91,41398410.54
2566,10,001,ภงด93,56497791.1
2566,10,001,ภงด94,776290459
2566,10,003,ภงป73,7409.09
2566,10,006,ภธ40,2991880529
2566,10,005,ภพ30,38914739617
2566,10,005,ภพ30.2,9453.75
2566,10,005,ภพ30.3,2175047.64
2566,10,005,ภพ309,598481025.8
2566,10,005,ภพ36,4589677134
2566,10,070,ภม60,68112371.45
2566,10,009,รบ1,0.5
2566,10,010,รบ1,35
2566,10,015,รบ1,524.26
2566,10,007,อส10,77420394.47
2566,10,007,อส10.1,5410137
2566,10,007,อส4,293475739.7
2566,10,007,อส4ก,13763595
2566,10,007,อส4ข,293769871.3
2566,10,007,อส9,71818155
2566,11,001,ทป3,433135139.8
2566,11,002,ทป3,377874591.4
2566,11,005,ทป3,356090458.7
2566,11,006,ทป3,10762723.8
2566,11,007,ทป3,4592202.5
2566,11,070,ทป3,3149884.16
2566,11,001,ป2,12957100
2566,11,002,ป2,7190000
2566,11,005,ป2,5576000
2566,11,006,ป2,137700
2566,11,011,ป2,21025400
2566,11,001,ภงด1,14754106419
2566,11,001,ภงด2,3385699817
2566,11,001,ภงด3,1879585112
2566,11,002,ภงด50,2803765467
2566,11,002,ภงด51,8887332105
2566,11,002,ภงด52,33013853.61
2566,11,002,ภงด53,14581356851
2566,11,002,ภงด54,6680347698
2566,11,002,ภงด55,33566562.81
2566,11,001,ภงด90,150815258.8
2566,11,001,ภงด91,38186636.11
2566,11,001,ภงด93,48854853.91
2566,11,001,ภงด94,64116897.24
2566,11,006,ภธ40,2624842116
2566,11,005,ภพ30,39654000277
2566,11,005,ภพ309,624694805.3
2566,11,005,ภพ36,4687825525
2566,11,070,ภม60,13194425.68
2566,11,009,รบ1,12812.5
2566,11,010,รบ1,13
2566,11,015,รบ1,3927.5
2566,11,007,อส10,80111894.93
2566,11,007,อส10.1,5010134
2566,11,007,อส4,291133808.1
2566,11,007,อส4ก,16107702.84
2566,11,007,อส4ข,284580858
2566,11,007,อส9,80208274
2566,12,001,ทป3,317853513.1
2566,12,002,ทป3,338396846.5
2566,12,005,ทป3,347643358.3
2566,12,006,ทป3,8625679.98
2566,12,007,ทป3,895484.06
2566,12,070,ทป3,3149884.16
2566,12,001,ป2,11044800
2566,12,002,ป2,6843900
2566,12,005,ป2,6047000
2566,12,006,ป2,184100
2566,12,011,ป2,15366400
2566,12,001,ภงด1,14967912750
2566,12,001,ภงด2,4889511935
2566,12,001,ภงด3,2046149855
2566,12,002,ภงด50,1724606069
2566,12,002,ภงด51,27288913936
2566,12,002,ภงด52,505996.5
2566,12,002,ภงด53,15731360542
2566,12,002,ภงด54,10641051918
2566,12,002,ภงด55,28384800.25
2566,12,001,ภงด90,141189790.3
2566,12,001,ภงด91,80808705.24
2566,12,001,ภงด93,116877765.5
2566,12,001,ภงด94,43027285.76
2566,12,003,ภงป70,388598617.4
2566,12,006,ภธ40,2881703066
2566,12,005,ภพ30,40868298269
2566,12,005,ภพ30.2,9707.71
2566,12,005,ภพ309,607500819.8
2566,12,005,ภพ36,5803004204
2566,12,070,ภม60,50586446.81
2566,12,010,รบ1,23
2566,12,015,รบ1,215.33
2566,12,007,อส10,79396861.5
2566,12,007,อส10.1,4590822
2566,12,007,อส4,331652006.1
2566,12,007,อส4ก,14356641.88
2566,12,007,อส4ข,275695151.5
2566,12,007,อส9,127934063
