year,Province,Amphone,district,Item,Value,Unit,Source
2562,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทองเอน,จำนวนเกษตรกรในพืนที่,1025,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2562,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ห้วยชัน,จำนวนเกษตรกรในพืนที่,640,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2562,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.โพธิ์ชัย,จำนวนเกษตรกรในพืนที่,586,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางพุทรา,จำนวนเกษตรกรในพืนที่,26,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางมัญ,จำนวนเกษตรกรในพืนที่,502,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.โพกรวม,จำนวนเกษตรกรในพืนที่,439,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ม่วงหมู่,จำนวนเกษตรกรในพืนที่,432,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.หัวไผ่,จำนวนเกษตรกรในพืนที่,768,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ต้นโพธิ์,จำนวนเกษตรกรในพืนที่,424,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.จักรสีห์,จำนวนเกษตรกรในพืนที่,382,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางกระบือ,จำนวนเกษตรกรในพืนที่,545,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สิงห์,จำนวนเกษตรกรในพืนที่,408,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.ไม้ดัด,จำนวนเกษตรกรในพืนที่,756,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.เชิงกลัด,จำนวนเกษตรกรในพืนที่,632,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.โพชนไก่,จำนวนเกษตรกรในพืนที่,544,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.แม่ลา,จำนวนเกษตรกรในพืนที่,297,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
