year,Province,Amphone,Age range,Item,Value,Unit,Source
2567,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,26 - 35 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,44,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,36 - 45 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,93,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,46 - 55 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,193,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,56 - 65 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,337,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,65 ปีขึ้นไป,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,461,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,18 - 25 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,50,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,26 - 35 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,385,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,36 - 45 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,752,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,46 - 55 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,1006,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,56 - 65 ปี,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,1540,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,65 ปีขึ้นไป,จำนวนครัวเรือนเกษตรกรที่ขึ้นทะเบียนจำแนกตามอายุของหัวหน้าครัวเรือน,1817,ครัวเรือน,สำนักงานเกษตรจังหวัดสิงห์บุรี
