year,Province,Amphone,district,Item,  Value ,Unit,Source
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ต้นโพธิ์,จำนวนเกษตรกรผู้ปลูกข้าว,155,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.จักรสีห์,จำนวนเกษตรกรผู้ปลูกข้าว,217,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางกระบือ,จำนวนเกษตรกรผู้ปลูกข้าว,357,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สิงห์,จำนวนเกษตรกรผู้ปลูกข้าว,403,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.ไม้ดัด,จำนวนเกษตรกรผู้ปลูกข้าว,538,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.เชิงกลัด,จำนวนเกษตรกรผู้ปลูกข้าว,485,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.โพชนไก่,จำนวนเกษตรกรผู้ปลูกข้าว,418,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.แม่ลา,จำนวนเกษตรกรผู้ปลูกข้าว,317,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.บ้านจ่า,จำนวนเกษตรกรผู้ปลูกข้าว,437,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.พักทัน,จำนวนเกษตรกรผู้ปลูกข้าว,703,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สระแจง,จำนวนเกษตรกรผู้ปลูกข้าว,539,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพทะเล,จำนวนเกษตรกรผู้ปลูกข้าว,513,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.บางระจัน,จำนวนเกษตรกรผู้ปลูกข้าว,492,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพสังโฆ,จำนวนเกษตรกรผู้ปลูกข้าว,348,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.ท่าข้าม,จำนวนเกษตรกรผู้ปลูกข้าว,137,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.คอทราย,จำนวนเกษตรกรผู้ปลูกข้าว,382,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.หนองกระทุ่ม,จำนวนเกษตรกรผู้ปลูกข้าว,291,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.พระงาม,จำนวนเกษตรกรผู้ปลูกข้าว,150,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.พรหมบุรี,จำนวนเกษตรกรผู้ปลูกข้าว,90,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บางน้ำเชี่ยว,จำนวนเกษตรกรผู้ปลูกข้าว,130,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บ้านหม้อ,จำนวนเกษตรกรผู้ปลูกข้าว,321,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บ้านแป้ง,จำนวนเกษตรกรผู้ปลูกข้าว,134,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.หัวป่า,จำนวนเกษตรกรผู้ปลูกข้าว,94,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.โรงช้าง,จำนวนเกษตรกรผู้ปลูกข้าว,42,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.ถอนสมอ,จำนวนเกษตรกรผู้ปลูกข้าว,196,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.โพประจักษ์,จำนวนเกษตรกรผู้ปลูกข้าว,370,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.วิหารขาว,จำนวนเกษตรกรผู้ปลูกข้าว,141,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.พิกุลทอง,จำนวนเกษตรกรผู้ปลูกข้าว,118,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.อินทร์บุรี,จำนวนเกษตรกรผู้ปลูกข้าว,150,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ประศุก,จำนวนเกษตรกรผู้ปลูกข้าว,424,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทับยา,จำนวนเกษตรกรผู้ปลูกข้าว,443,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.งิ้วราย,จำนวนเกษตรกรผู้ปลูกข้าว,587,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ชีน้ำร้าย,จำนวนเกษตรกรผู้ปลูกข้าว,558,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ท่างาม,จำนวนเกษตรกรผู้ปลูกข้าว,381,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.น้ำตาล,จำนวนเกษตรกรผู้ปลูกข้าว,474,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทองเอน,จำนวนเกษตรกรผู้ปลูกข้าว,833,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ห้วยชัน,จำนวนเกษตรกรผู้ปลูกข้าว,963,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2563,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.โพธิ์ชัย,จำนวนเกษตรกรผู้ปลูกข้าว,599,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางพุทรา,จำนวนเกษตรกรผู้ปลูกข้าว,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางมัญ,จำนวนเกษตรกรผู้ปลูกข้าว,353,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.โพกรวม,จำนวนเกษตรกรผู้ปลูกข้าว,376,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ม่วงหมู่,จำนวนเกษตรกรผู้ปลูกข้าว,59,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.หัวไผ่,จำนวนเกษตรกรผู้ปลูกข้าว,432,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ต้นโพธิ์,จำนวนเกษตรกรผู้ปลูกข้าว,125,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.จักรสีห์,จำนวนเกษตรกรผู้ปลูกข้าว,275,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางกระบือ,จำนวนเกษตรกรผู้ปลูกข้าว,373,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สิงห์,จำนวนเกษตรกรผู้ปลูกข้าว,330,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.ไม้ดัด,จำนวนเกษตรกรผู้ปลูกข้าว,920,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.เชิงกลัด,จำนวนเกษตรกรผู้ปลูกข้าว,634,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.โพชนไก่,จำนวนเกษตรกรผู้ปลูกข้าว,496,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.แม่ลา,จำนวนเกษตรกรผู้ปลูกข้าว,349,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.บ้านจ่า,จำนวนเกษตรกรผู้ปลูกข้าว,743,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.พักทัน,จำนวนเกษตรกรผู้ปลูกข้าว,588,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สระแจง,จำนวนเกษตรกรผู้ปลูกข้าว,635,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพทะเล,จำนวนเกษตรกรผู้ปลูกข้าว,769,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.บางระจัน,จำนวนเกษตรกรผู้ปลูกข้าว,391,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพสังโฆ,จำนวนเกษตรกรผู้ปลูกข้าว,379,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.ท่าข้าม,จำนวนเกษตรกรผู้ปลูกข้าว,150,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.คอทราย,จำนวนเกษตรกรผู้ปลูกข้าว,622,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.หนองกระทุ่ม,จำนวนเกษตรกรผู้ปลูกข้าว,467,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.พระงาม,จำนวนเกษตรกรผู้ปลูกข้าว,138,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.พรหมบุรี,จำนวนเกษตรกรผู้ปลูกข้าว,158,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บางน้ำเชี่ยว,จำนวนเกษตรกรผู้ปลูกข้าว,64,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บ้านหม้อ,จำนวนเกษตรกรผู้ปลูกข้าว,169,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บ้านแป้ง,จำนวนเกษตรกรผู้ปลูกข้าว,178,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.หัวป่า,จำนวนเกษตรกรผู้ปลูกข้าว,125,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.โรงช้าง,จำนวนเกษตรกรผู้ปลูกข้าว,76,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.ถอนสมอ,จำนวนเกษตรกรผู้ปลูกข้าว,261,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.โพประจักษ์,จำนวนเกษตรกรผู้ปลูกข้าว,186,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.วิหารขาว,จำนวนเกษตรกรผู้ปลูกข้าว,127,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.พิกุลทอง,จำนวนเกษตรกรผู้ปลูกข้าว,201,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.อินทร์บุรี,จำนวนเกษตรกรผู้ปลูกข้าว,136,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ประศุก,จำนวนเกษตรกรผู้ปลูกข้าว,368,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทับยา,จำนวนเกษตรกรผู้ปลูกข้าว,395,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.งิ้วราย,จำนวนเกษตรกรผู้ปลูกข้าว,509,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ชีน้ำร้าย,จำนวนเกษตรกรผู้ปลูกข้าว,1238,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ท่างาม,จำนวนเกษตรกรผู้ปลูกข้าว,414,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.น้ำตาล,จำนวนเกษตรกรผู้ปลูกข้าว,438,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทองเอน,จำนวนเกษตรกรผู้ปลูกข้าว,1054,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ห้วยชัน,จำนวนเกษตรกรผู้ปลูกข้าว,424,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2564,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.โพธิ์ชัย,จำนวนเกษตรกรผู้ปลูกข้าว,598,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางพุทรา,จำนวนเกษตรกรผู้ปลูกข้าว,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางมัญ,จำนวนเกษตรกรผู้ปลูกข้าว,343,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.โพกรวม,จำนวนเกษตรกรผู้ปลูกข้าว,363,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ม่วงหมู่,จำนวนเกษตรกรผู้ปลูกข้าว,79,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.หัวไผ่,จำนวนเกษตรกรผู้ปลูกข้าว,547,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ต้นโพธิ์,จำนวนเกษตรกรผู้ปลูกข้าว,191,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.จักรสีห์,จำนวนเกษตรกรผู้ปลูกข้าว,220,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางกระบือ,จำนวนเกษตรกรผู้ปลูกข้าว,463,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สิงห์,จำนวนเกษตรกรผู้ปลูกข้าว,393,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.ไม้ดัด,จำนวนเกษตรกรผู้ปลูกข้าว,548,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.เชิงกลัด,จำนวนเกษตรกรผู้ปลูกข้าว,461,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.โพชนไก่,จำนวนเกษตรกรผู้ปลูกข้าว,391,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.แม่ลา,จำนวนเกษตรกรผู้ปลูกข้าว,344,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.บ้านจ่า,จำนวนเกษตรกรผู้ปลูกข้าว,426,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.พักทัน,จำนวนเกษตรกรผู้ปลูกข้าว,711,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สระแจง,จำนวนเกษตรกรผู้ปลูกข้าว,494,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพทะเล,จำนวนเกษตรกรผู้ปลูกข้าว,512,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.บางระจัน,จำนวนเกษตรกรผู้ปลูกข้าว,459,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.โพสังโฆ,จำนวนเกษตรกรผู้ปลูกข้าว,311,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.ท่าข้าม,จำนวนเกษตรกรผู้ปลูกข้าว,134,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.คอทราย,จำนวนเกษตรกรผู้ปลูกข้าว,389,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอค่ายบางระจัน,ต.หนองกระทุ่ม,จำนวนเกษตรกรผู้ปลูกข้าว,250,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.พระงาม,จำนวนเกษตรกรผู้ปลูกข้าว,206,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.พรหมบุรี,จำนวนเกษตรกรผู้ปลูกข้าว,98,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บางน้ำเชี่ยว,จำนวนเกษตรกรผู้ปลูกข้าว,124,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บ้านหม้อ,จำนวนเกษตรกรผู้ปลูกข้าว,329,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.บ้านแป้ง,จำนวนเกษตรกรผู้ปลูกข้าว,139,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.หัวป่า,จำนวนเกษตรกรผู้ปลูกข้าว,133,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอพรหมบุรี,ต.โรงช้าง,จำนวนเกษตรกรผู้ปลูกข้าว,111,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.ถอนสมอ,จำนวนเกษตรกรผู้ปลูกข้าว,197,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.โพประจักษ์,จำนวนเกษตรกรผู้ปลูกข้าว,383,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.วิหารขาว,จำนวนเกษตรกรผู้ปลูกข้าว,165,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภอท่าช้าง,ต.พิกุลทอง,จำนวนเกษตรกรผู้ปลูกข้าว,181,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.อินทร์บุรี,จำนวนเกษตรกรผู้ปลูกข้าว,215,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ประศุก,จำนวนเกษตรกรผู้ปลูกข้าว,618,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทับยา,จำนวนเกษตรกรผู้ปลูกข้าว,433,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.งิ้วราย,จำนวนเกษตรกรผู้ปลูกข้าว,572,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ชีน้ำร้าย,จำนวนเกษตรกรผู้ปลูกข้าว,566,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ท่างาม,จำนวนเกษตรกรผู้ปลูกข้าว,383,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.น้ำตาล,จำนวนเกษตรกรผู้ปลูกข้าว,472,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ทองเอน,จำนวนเกษตรกรผู้ปลูกข้าว,862,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.ห้วยชัน,จำนวนเกษตรกรผู้ปลูกข้าว,1003,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2565,จังหวัดสิงห์บุรี,อำเภออินทร์บุรี,ต.โพธิ์ชัย,จำนวนเกษตรกรผู้ปลูกข้าว,604,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางพุทรา,จำนวนเกษตรกรผู้ปลูกข้าว,0,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางมัญ,จำนวนเกษตรกรผู้ปลูกข้าว,345,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.โพกรวม,จำนวนเกษตรกรผู้ปลูกข้าว,359,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ม่วงหมู่,จำนวนเกษตรกรผู้ปลูกข้าว,71,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.หัวไผ่,จำนวนเกษตรกรผู้ปลูกข้าว,515,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.ต้นโพธิ์,จำนวนเกษตรกรผู้ปลูกข้าว,201,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.จักรสีห์,จำนวนเกษตรกรผู้ปลูกข้าว,228,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอเมืองสิงห์บุรี,ต.บางกระบือ,จำนวนเกษตรกรผู้ปลูกข้าว,463,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.สิงห์,จำนวนเกษตรกรผู้ปลูกข้าว,394,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.ไม้ดัด,จำนวนเกษตรกรผู้ปลูกข้าว,567,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2566,จังหวัดสิงห์บุรี,อำเภอบางระจัน,ต.เชิงกลัด,จำนวนเกษตรกรผู้ปลูกข้าว,463,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
