year,Province,Amphone,district,Item,Value,Unit,Source
2567,จังหวัดสิงห์บุรี,ท่าช้าง,ถอนสมอ,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,198,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,ท่าช้าง,โพประจักษ์,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,381,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,ท่าช้าง,วิหารขาว,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,162,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,ท่าช้าง,พิกุลทอง,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,173,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,สิงห์,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,391,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,ไม้ดัด,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,577,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,เชิงกลัด,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,460,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,โพชนไก่,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,410,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,แม่ลา,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,331,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,บ้านจ่า,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,445,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,พักทัน,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,689,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
2567,จังหวัดสิงห์บุรี,บางระจัน,สระแจง,จำนวนเกษตรกรที่ปลูกข้าวและลงทะเบียนเกษตรกร,495,ราย,สำนักงานเกษตรจังหวัดสิงห์บุรี
