date_receive,province,district,subdistrict,pm25_value,count_hotspot
01 06 2024,กาฬสินธุ์,ยางตลาด,บัวบาน,22.77891667,12
01 06 2024,กาฬสินธุ์,ฆ้องชัย,เหล่ากลาง,20.15504167,13
01 06 2024,กาฬสินธุ์,กมลาไสย,หลักเมือง,20.749875,6
01 06 2024,กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,21.29745833,3
01 06 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,เชียงเครือ,21.92483333,3
01 06 2024,กาฬสินธุ์,สมเด็จ,แซงบาดาล,18.90416667,1
01 06 2024,กาฬสินธุ์,หนองกุงศรี,ลำหนองแสน,22.772,2
01 06 2024,กาฬสินธุ์,คำม่วง,โพน,20.428375,1
01 06 2024,กาฬสินธุ์,หนองกุงศรี,หนองบัว,22.433,5
01 06 2024,กาฬสินธุ์,ห้วยเม็ก,ห้วยเม็ก,22.613125,18
01 06 2024,กาฬสินธุ์,ห้วยเม็ก,พิมูล,23.20429167,2
01 06 2024,กาฬสินธุ์,ท่าคันโท,กุดจิก,22.21908333,2
01 06 2024,กาฬสินธุ์,ยางตลาด,ยางตลาด,22.67454167,4
01 06 2024,กาฬสินธุ์,ยางตลาด,นาดี,22.43466667,3
01 06 2024,กาฬสินธุ์,ฆ้องชัย,โคกสะอาด,21.23054167,3
01 06 2024,กาฬสินธุ์,กมลาไสย,เจ้าท่า,19.19991667,4
01 06 2024,กาฬสินธุ์,สามชัย,หนองช้าง,20.512125,1
01 06 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,หลุบ,22.64879167,2
01 06 2024,กาฬสินธุ์,คำม่วง,ทุ่งคลอง,19.485875,7
01 06 2024,กาฬสินธุ์,หนองกุงศรี,โคกเครือ,22.23045833,15
01 06 2024,กาฬสินธุ์,ห้วยเม็ก,คำเหมือดแก้ว,23.490375,2
01 06 2024,กาฬสินธุ์,ห้วยเม็ก,คำใหญ่,23.17170833,1
01 06 2024,กาฬสินธุ์,ท่าคันโท,ท่าคันโท,22.06591667,2
01 06 2024,กาฬสินธุ์,ท่าคันโท,นาตาล,21.78041667,11
01 06 2024,กาฬสินธุ์,ยางตลาด,คลองขาม,22.78445833,1
01 06 2024,กาฬสินธุ์,ฆ้องชัย,ฆ้องชัยพัฒนา,20.475,5
01 06 2024,กาฬสินธุ์,ฆ้องชัย,ลำชี,20.058875,8
01 06 2024,กาฬสินธุ์,กมลาไสย,ดงลิง,19.42116667,2
01 06 2024,กาฬสินธุ์,สามชัย,สำราญ,20.65620833,1
01 06 2024,กาฬสินธุ์,หนองกุงศรี,หนองกุงศรี,22.91495833,4
01 06 2024,กาฬสินธุ์,คำม่วง,นาทัน,19.098375,1
01 06 2024,กาฬสินธุ์,หนองกุงศรี,หนองใหญ่,22.90941667,4
01 06 2024,กาฬสินธุ์,ห้วยเม็ก,บึงนาเรียง,22.87379167,4
01 06 2024,กาฬสินธุ์,ห้วยเม็ก,กุดโดน,22.96108333,2
01 06 2024,กาฬสินธุ์,ท่าคันโท,กุงเก่า,22.14891667,16
01 06 2024,กาฬสินธุ์,ยางตลาด,หนองตอกแป้น,22.090125,4
01 06 2024,ขอนแก่น,น้ำพอง,สะอาด,23.07316667,5
01 06 2024,ขอนแก่น,เขาสวนกวาง,นางิ้ว,20.14304167,1
01 06 2024,ขอนแก่น,กระนวน,หัวนาคำ,22.78729167,2
01 06 2024,ขอนแก่น,อุบลรัตน์,บ้านดง,22.579125,8
01 06 2024,ขอนแก่น,ซำสูง,บ้านโนน,25.26170833,14
01 06 2024,ขอนแก่น,หนองนาคำ,ขนวน,22.55566667,2
01 06 2024,ขอนแก่น,ซำสูง,คูคำ,25.37141667,8
01 06 2024,ขอนแก่น,ภูเวียง,หนองกุงธนสาร,24.61345833,5
01 06 2024,ขอนแก่น,ชุมแพ,นาเพียง,26.871625,31
01 06 2024,ขอนแก่น,ภูเวียง,สงเปือย,25.06791667,1
01 06 2024,ขอนแก่น,บ้านฝาง,ป่าหวายนั่ง,25.28204167,4
01 06 2024,ขอนแก่น,สีชมพู,บริบูรณ์,24.04791667,1
01 06 2024,ขอนแก่น,สีชมพู,ภูห่าน,26.10745833,11
01 06 2024,ขอนแก่น,น้ำพอง,ท่ากระเสริม,24.90754167,126
01 06 2024,ขอนแก่น,เมืองขอนแก่น,โนนท่อน,25.62458333,24
01 06 2024,ขอนแก่น,น้ำพอง,บัวใหญ่,24.557125,34
01 06 2024,ขอนแก่น,เมืองขอนแก่น,สาวะถี,26.42266667,1
01 06 2024,ขอนแก่น,น้ำพอง,พังทุย,23.61291667,9
01 06 2024,ขอนแก่น,เมืองขอนแก่น,สำราญ,26.90545833,34
01 06 2024,ขอนแก่น,กระนวน,หนองกุงใหญ่,23.733125,2
01 06 2024,ขอนแก่น,เขาสวนกวาง,คำม่วง,22.69883333,3
01 06 2024,ขอนแก่น,กระนวน,น้ำอ้อม,23.48229167,3
01 06 2024,ขอนแก่น,หนองเรือ,กุดกว้าง,26.75179167,17
01 06 2024,ขอนแก่น,ซำสูง,กระนวน,24.69866667,1
01 06 2024,ขอนแก่น,ภูผาม่าน,ห้วยม่วง,26.53454167,4
01 06 2024,ขอนแก่น,ชุมแพ,นาหนองทุ่ม,26.003125,8
01 06 2024,ขอนแก่น,ภูเวียง,นาชุมแสง,25.566125,4
01 06 2024,ขอนแก่น,ชุมแพ,ไชยสอ,27.32558333,4
01 06 2024,ขอนแก่น,ภูเวียง,นาหว้า,23.671,2
01 06 2024,ขอนแก่น,บ้านฝาง,โคกงาม,25.436875,1
01 06 2024,ขอนแก่น,สีชมพู,หนองแดง,25.46083333,1
01 06 2024,ขอนแก่น,สีชมพู,ดงลาน,24.75308333,17
01 06 2024,ขอนแก่น,น้ำพอง,หนองกุง,24.56220833,18
01 06 2024,ขอนแก่น,เมืองขอนแก่น,หนองตูม,26.35679167,49
01 06 2024,ขอนแก่น,น้ำพอง,บัวเงิน,23.49595833,6
01 06 2024,ขอนแก่น,เมืองขอนแก่น,พระลับ,27.260375,9
01 06 2024,ขอนแก่น,น้ำพอง,น้ำพอง,23.7105,26
01 06 2024,ขอนแก่น,เมืองขอนแก่น,ศิลา,27.43783333,15
01 06 2024,ขอนแก่น,กระนวน,ห้วยยาง,22.39516667,2
01 06 2024,ขอนแก่น,เวียงเก่า,เมืองเก่าพัฒนา,25.19208333,1
01 06 2024,ขอนแก่น,กระนวน,หนองโก,23.06816667,2
01 06 2024,ขอนแก่น,หนองนาคำ,กุดธาตุ,21.61391667,4
01 06 2024,ขอนแก่น,ซำสูง,คำแมด,23.90741667,8
01 06 2024,ขอนแก่น,ภูผาม่าน,ภูผาม่าน,27.388625,4
01 06 2024,ขอนแก่น,ชุมแพ,โนนอุดม,26.972125,23
01 06 2024,ขอนแก่น,ภูเวียง,ทุ่งชมพู,22.96766667,10
01 06 2024,ขอนแก่น,ชุมแพ,ชุมแพ,27.59275,12
01 06 2024,ขอนแก่น,ภูเวียง,ดินดำ,22.98920833,1
01 06 2024,ขอนแก่น,สีชมพู,บ้านใหม่,25.398625,11
01 06 2024,ขอนแก่น,สีชมพู,ศรีสุข,24.48033333,4
01 06 2024,ขอนแก่น,สีชมพู,ซำยาง,26.13775,5
01 06 2024,ขอนแก่น,เมืองขอนแก่น,บึงเนียม,26.394625,14
01 06 2024,ขอนแก่น,น้ำพอง,บ้านขาม,24.91983333,77
01 06 2024,ขอนแก่น,เมืองขอนแก่น,บ้านค้อ,26.42266667,1
01 06 2024,ขอนแก่น,น้ำพอง,ทรายมูล,24.55054167,38
01 06 2024,ขอนแก่น,เมืองขอนแก่น,โคกสี,26.073,34
01 06 2024,มหาสารคาม,กันทรวิชัย,เขวาใหญ่,23.60804167,4
01 06 2024,มหาสารคาม,เชียงยืน,หนองซอน,24.26125,9
01 06 2024,มหาสารคาม,ชื่นชม,กุดปลาดุก,23.26654167,1
01 06 2024,มหาสารคาม,เมืองมหาสารคาม,ห้วยแอ่ง,19.66191667,1
01 06 2024,มหาสารคาม,เมืองมหาสารคาม,เกิ้ง,21.60958333,9
01 06 2024,มหาสารคาม,พยัคฆภูมิพิสัย,นาสีนวล,24.83033333,2
01 06 2024,มหาสารคาม,โกสุมพิสัย,ยางน้อย,24.54758333,2
01 06 2024,มหาสารคาม,กันทรวิชัย,มะค่า,21.55325,2
01 06 2024,มหาสารคาม,เชียงยืน,ดอนเงิน,23.724125,1
01 06 2024,มหาสารคาม,ชื่นชม,ชื่นชม,23.803375,6
01 06 2024,มหาสารคาม,เมืองมหาสารคาม,ลาดพัฒนา,20.85991667,34
01 06 2024,มหาสารคาม,เมืองมหาสารคาม,เขวา,20.68645833,18
01 06 2024,มหาสารคาม,โกสุมพิสัย,เลิงใต้,24.137875,3
01 06 2024,มหาสารคาม,โกสุมพิสัย,แห่ใต้,24.09058333,23
01 06 2024,มหาสารคาม,เชียงยืน,เหล่าบัวบาน,25.63158333,30
01 06 2024,มหาสารคาม,ชื่นชม,เหล่าดอกไม้,23.85183333,2
01 06 2024,มหาสารคาม,เมืองมหาสารคาม,ท่าตูม,20.04808333,31
01 06 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเตา,24.550875,1
01 06 2024,มหาสารคาม,โกสุมพิสัย,หนองบัว,26.07408333,27
01 06 2024,ร้อยเอ็ด,เกษตรวิสัย,ทุ่งทอง,24.235875,1
01 06 2024,ร้อยเอ็ด,จังหาร,แสนชาติ,18.85508333,8
01 06 2024,ร้อยเอ็ด,จังหาร,จังหาร,19.44316667,1
01 06 2024,ร้อยเอ็ด,จตุรพักตรพิมาน,เมืองหงส์,20.232875,1
01 06 2024,ร้อยเอ็ด,เกษตรวิสัย,กำแพง,23.61841667,1
01 06 2024,ร้อยเอ็ด,จังหาร,ผักแว่น,19.34754167,3
01 06 2024,ร้อยเอ็ด,เกษตรวิสัย,น้ำอ้อม,22.3335,1
01 06 2024,ร้อยเอ็ด,ปทุมรัตต์,ดอกล้ำ,24.34654167,2
01 06 2024,ร้อยเอ็ด,จังหาร,ดงสิงห์,18.82691667,4
01 15 2024,กาฬสินธุ์,ดอนจาน,นาจำปา,11.14841667,3
01 15 2024,กาฬสินธุ์,คำม่วง,ดินจี่,8.978791667,1
01 15 2024,กาฬสินธุ์,คำม่วง,โพน,10.46804167,4
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,เหล่าใหญ่,9.416958333,3
01 15 2024,กาฬสินธุ์,นาคู,สายนาวัง,8.775041667,1
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,แจนแลน,9.688916667,1
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,นาขาม,9.976833333,10
01 15 2024,กาฬสินธุ์,ห้วยผึ้ง,หนองอีบุตร,10.20183333,3
01 15 2024,กาฬสินธุ์,ยางตลาด,บัวบาน,12.81929167,8
01 15 2024,กาฬสินธุ์,ฆ้องชัย,โคกสะอาด,11.15145833,5
01 15 2024,กาฬสินธุ์,กมลาไสย,เจ้าท่า,9.443541667,2
01 15 2024,กาฬสินธุ์,สามชัย,หนองช้าง,10.51020833,3
01 15 2024,กาฬสินธุ์,สมเด็จ,มหาไชย,9.429833333,3
01 15 2024,กาฬสินธุ์,คำม่วง,ทุ่งคลอง,9.859875,6
01 15 2024,กาฬสินธุ์,คำม่วง,นาบอน,9.997541667,3
01 15 2024,กาฬสินธุ์,นามน,หลักเหลี่ยม,10.434,6
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,กุดหว้า,9.892041667,5
01 15 2024,กาฬสินธุ์,นาคู,บ่อแก้ว,8.874208333,3
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,บัวขาว,9.713875,1
01 15 2024,กาฬสินธุ์,สหัสขันธ์,นามะเขือ,11.24641667,1
01 15 2024,กาฬสินธุ์,ห้วยผึ้ง,คำบง,9.738708333,6
01 15 2024,กาฬสินธุ์,ยางตลาด,นาดี,12.791125,6
01 15 2024,กาฬสินธุ์,ฆ้องชัย,ลำชี,9.573541667,3
01 15 2024,กาฬสินธุ์,กมลาไสย,ดงลิง,9.421958333,9
01 15 2024,กาฬสินธุ์,สามชัย,สำราญ,10.78470833,5
01 15 2024,กาฬสินธุ์,สมเด็จ,ผาเสวย,9.259916667,1
01 15 2024,กาฬสินธุ์,คำม่วง,เนินยาง,10.54775,4
01 15 2024,กาฬสินธุ์,คำม่วง,นาทัน,9.828875,18
01 15 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,เชียงเครือ,12.21579167,2
01 15 2024,กาฬสินธุ์,นามน,นามน,10.72270833,5
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,กุดค้าว,9.7725,1
01 15 2024,กาฬสินธุ์,นาคู,นาคู,8.858458333,5
01 15 2024,กาฬสินธุ์,กุฉินารายณ์,สามขา,9.8545,14
01 15 2024,กาฬสินธุ์,ห้วยผึ้ง,นิคมห้วยผึ้ง,9.475375,1
01 15 2024,กาฬสินธุ์,ยางตลาด,หนองตอกแป้น,12.351875,5
01 15 2024,กาฬสินธุ์,ฆ้องชัย,เหล่ากลาง,9.822458333,6
01 15 2024,กาฬสินธุ์,กมลาไสย,หลักเมือง,10.71004167,5
01 15 2024,กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,11.06479167,5
01 15 2024,กาฬสินธุ์,สมเด็จ,แซงบาดาล,9.756625,4
01 15 2024,มหาสารคาม,เมืองมหาสารคาม,เกิ้ง,10.686375,1
01 15 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเตา,16.28625,1
01 15 2024,มหาสารคาม,เมืองมหาสารคาม,ลาดพัฒนา,9.847666667,58
01 15 2024,มหาสารคาม,กันทรวิชัย,มะค่า,10.52783333,1
01 15 2024,มหาสารคาม,เมืองมหาสารคาม,เขวา,9.532333333,16
01 15 2024,มหาสารคาม,พยัคฆภูมิพิสัย,นาสีนวล,15.93620833,3
01 15 2024,มหาสารคาม,เมืองมหาสารคาม,ท่าตูม,9.400166667,28
01 15 2024,มหาสารคาม,พยัคฆภูมิพิสัย,หนองบัวแก้ว,16.29808333,1
01 15 2024,มหาสารคาม,วาปีปทุม,เสือโก้ก,9.265333333,1
01 15 2024,ร้อยเอ็ด,ธวัชบุรี,อุ่มเม้า,9.384541667,2
01 15 2024,ร้อยเอ็ด,จังหาร,ผักแว่น,9.530541667,9
01 15 2024,ร้อยเอ็ด,เกษตรวิสัย,โนนสว่าง,11.45854167,1
01 15 2024,ร้อยเอ็ด,โพนทอง,อุ่มเม่า,8.958708333,3
01 15 2024,ร้อยเอ็ด,ธวัชบุรี,ธงธานี,9.110708333,1
01 15 2024,ร้อยเอ็ด,จังหาร,ดินดำ,9.277583333,30
01 15 2024,ร้อยเอ็ด,เกษตรวิสัย,กำแพง,14.30366667,3
01 15 2024,ร้อยเอ็ด,โพนทอง,คำนาดี,9.668625,4
01 15 2024,ร้อยเอ็ด,โพนทราย,ท่าหาดยาว,12.24358333,1
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,ทุ่งหลวง,13.79620833,4
01 15 2024,ร้อยเอ็ด,หนองฮี,สาวแห,10.77258333,5
01 15 2024,ร้อยเอ็ด,โพนทราย,ยางคำ,11.86791667,2
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,หินกอง,12.07925,6
01 15 2024,ร้อยเอ็ด,พนมไพร,โพธิ์ใหญ่,9.782291667,10
01 15 2024,ร้อยเอ็ด,เสลภูมิ,เมืองไพร,8.940166667,4
01 15 2024,ร้อยเอ็ด,เชียงขวัญ,บ้านเขือง,9.361,4
01 15 2024,ร้อยเอ็ด,พนมไพร,กุดน้ำใส,10.00570833,4
01 15 2024,ร้อยเอ็ด,เสลภูมิ,นาเมือง,8.926083333,4
01 15 2024,ร้อยเอ็ด,เชียงขวัญ,หมูม้น,9.353375,1
01 15 2024,ร้อยเอ็ด,พนมไพร,พนมไพร,9.997875,2
01 15 2024,ร้อยเอ็ด,เสลภูมิ,นาแซง,8.805458333,1
01 15 2024,ร้อยเอ็ด,อาจสามารถ,บ้านแจ้ง,9.196875,7
01 15 2024,ร้อยเอ็ด,เสลภูมิ,กลาง,9.058666667,3
01 15 2024,ร้อยเอ็ด,ปทุมรัตต์,หนองแคน,13.568375,1
01 15 2024,ร้อยเอ็ด,ปทุมรัตต์,ดอกล้ำ,15.21883333,2
01 15 2024,ร้อยเอ็ด,หนองพอก,รอบเมือง,9.595291667,1
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,ขามเปี้ย,9.418791667,2
01 15 2024,ร้อยเอ็ด,จตุรพักตรพิมาน,เมืองหงส์,9.263583333,2
01 15 2024,ร้อยเอ็ด,โพนทอง,โพธิ์ศรีสว่าง,8.94775,1
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,สะอาด,9.312916667,1
01 15 2024,ร้อยเอ็ด,จังหาร,แสนชาติ,9.344458333,10
01 15 2024,ร้อยเอ็ด,เกษตรวิสัย,ดงครั่งน้อย,14.1455,4
01 15 2024,ร้อยเอ็ด,โพนทอง,พรมสวรรค์,9.084833333,1
01 15 2024,ร้อยเอ็ด,ธวัชบุรี,ธวัชบุรี,9.293875,1
01 15 2024,ร้อยเอ็ด,จังหาร,ดงสิงห์,9.318958333,3
01 15 2024,ร้อยเอ็ด,เกษตรวิสัย,น้ำอ้อม,12.72541667,6
01 15 2024,ร้อยเอ็ด,โพนทอง,หนองใหญ่,9.860083333,5
01 15 2024,ร้อยเอ็ด,ธวัชบุรี,ไพศาล,9.630083333,3
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,เมืองทุ่ง,10.74529167,1
01 15 2024,ร้อยเอ็ด,หนองฮี,ดูกอึ่ง,10.48579167,1
01 15 2024,ร้อยเอ็ด,โพนทราย,ศรีสว่าง,11.54416667,4
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,หัวช้าง,10.175,4
01 15 2024,ร้อยเอ็ด,พนมไพร,วารีสวัสดิ์,9.865041667,1
01 15 2024,ร้อยเอ็ด,เสลภูมิ,ขวัญเมือง,8.907291667,5
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,สระคู,11.77258333,4
01 15 2024,ร้อยเอ็ด,พนมไพร,โพธิ์ชัย,9.979291667,2
01 15 2024,ร้อยเอ็ด,เสลภูมิ,พรสวรรค์,9.201041667,1
01 15 2024,ร้อยเอ็ด,เชียงขวัญ,พลับพลา,9.50275,1
01 15 2024,ร้อยเอ็ด,พนมไพร,ค้อใหญ่,9.724333333,1
01 15 2024,ร้อยเอ็ด,เสลภูมิ,ท่าม่วง,9.209541667,2
01 15 2024,ร้อยเอ็ด,อาจสามารถ,หนองหมื่นถ่าน,9.4135,1
01 15 2024,ร้อยเอ็ด,เสลภูมิ,นางาม,9.247333333,15
01 15 2024,ร้อยเอ็ด,อาจสามารถ,หนองขาม,9.146208333,1
01 15 2024,ร้อยเอ็ด,ปทุมรัตต์,สระบัว,15.431875,1
01 15 2024,ร้อยเอ็ด,หนองพอก,หนองขุ่นใหญ่,9.293791667,2
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,เชียงใหม่,9.335125,2
01 15 2024,ร้อยเอ็ด,หนองพอก,หนองพอก,9.759791667,1
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,อัคคะคำ,10.210625,1
01 15 2024,ร้อยเอ็ด,พนมไพร,นานวล,9.853625,5
01 15 2024,ร้อยเอ็ด,จตุรพักตรพิมาน,ลิ้นฟ้า,11.31908333,1
01 15 2024,ร้อยเอ็ด,โพนทอง,วังสามัคคี,9.350083333,2
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,บัวคำ,9.111208333,1
01 15 2024,ร้อยเอ็ด,จังหาร,ยางใหญ่,9.552833333,2
01 15 2024,ร้อยเอ็ด,เกษตรวิสัย,กู่กาสิงห์,12.517875,1
01 15 2024,ร้อยเอ็ด,โพนทอง,โพธิ์ทอง,9.073333333,1
01 15 2024,ร้อยเอ็ด,ธวัชบุรี,หนองพอก,9.523083333,2
01 15 2024,ร้อยเอ็ด,จังหาร,จังหาร,9.382208333,1
01 15 2024,ร้อยเอ็ด,เกษตรวิสัย,ทุ่งทอง,15.67954167,10
01 15 2024,ร้อยเอ็ด,โพนทอง,นาอุดม,9.060041667,6
01 15 2024,ร้อยเอ็ด,ธวัชบุรี,มะอึ,9.39375,3
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,ช้างเผือก,9.825458333,3
01 15 2024,ร้อยเอ็ด,หนองฮี,หนองฮี,9.97475,4
01 15 2024,ร้อยเอ็ด,โพนทราย,สามขา,12.03320833,2
01 15 2024,ร้อยเอ็ด,สุวรรณภูมิ,จำปาขัน,10.72558333,3
01 15 2024,ร้อยเอ็ด,พนมไพร,หนองทัพไทย,9.766958333,5
01 15 2024,ร้อยเอ็ด,เสลภูมิ,โพธิ์ทอง,9.116625,2
01 15 2024,ร้อยเอ็ด,เมืองสรวง,เมืองสรวง,9.152416667,2
01 15 2024,ร้อยเอ็ด,พนมไพร,ชานุวรรณ,10.16604167,14
01 15 2024,ร้อยเอ็ด,เสลภูมิ,วังหลวง,8.832458333,7
01 15 2024,ร้อยเอ็ด,เชียงขวัญ,พระธาตุ,9.322041667,6
01 15 2024,ร้อยเอ็ด,พนมไพร,แสนสุข,10.1295,4
01 15 2024,ร้อยเอ็ด,เสลภูมิ,นาเลิง,9.011041667,7
01 15 2024,ร้อยเอ็ด,อาจสามารถ,โพนเมือง,9.07175,6
01 15 2024,ร้อยเอ็ด,เสลภูมิ,ขวาว,9.051375,9
01 15 2024,ร้อยเอ็ด,อาจสามารถ,หน่อม,9.355125,1
01 15 2024,ร้อยเอ็ด,ปทุมรัตต์,บัวแดง,14.52445833,1
01 15 2024,ร้อยเอ็ด,หนองพอก,ผาน้ำย้อย,9.834416667,1
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,โพธิ์ศรี,9.4215,1
01 15 2024,ร้อยเอ็ด,หนองพอก,กกโพธิ์,9.71625,3
01 15 2024,ร้อยเอ็ด,โพธิ์ชัย,คำพอุง,9.742,7
01 15 2024,ร้อยเอ็ด,พนมไพร,คำไฮ,10.059,6
01 15 2024,ร้อยเอ็ด,เมืองร้อยเอ็ด,สีแก้ว,9.321833333,1
01 15 2024,ร้อยเอ็ด,โพนทอง,สระนกแก้ว,8.985333333,1
01 22 2024,กาฬสินธุ์,สมเด็จ,หนองแวง,38.16970833,5
01 22 2024,กาฬสินธุ์,คำม่วง,นาบอน,34.731625,6
01 22 2024,กาฬสินธุ์,ท่าคันโท,ท่าคันโท,39.490375,13
01 22 2024,กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,38.142875,12
01 22 2024,กาฬสินธุ์,สามชัย,สำราญ,36.4175,40
01 22 2024,กาฬสินธุ์,คำม่วง,ทุ่งคลอง,34.25258333,12
01 22 2024,กาฬสินธุ์,คำม่วง,นาทัน,33.29366667,91
01 22 2024,กาฬสินธุ์,ท่าคันโท,กุงเก่า,40.01408333,4
01 22 2024,กาฬสินธุ์,สามชัย,หนองช้าง,36.19016667,38
01 22 2024,กาฬสินธุ์,สมเด็จ,แซงบาดาล,33.564375,4
01 22 2024,กาฬสินธุ์,คำม่วง,ดินจี่,31.813125,8
01 22 2024,กาฬสินธุ์,ท่าคันโท,นาตาล,39.64504167,3
01 22 2024,กาฬสินธุ์,สามชัย,สำราญใต้,38.88545833,1
01 22 2024,ขอนแก่น,สีชมพู,ซำยาง,47.23520833,2
01 22 2024,ขอนแก่น,หนองเรือ,ยางคำ,47.359,2
01 22 2024,ขอนแก่น,พระยืน,พระยืน,47.15283333,4
01 22 2024,ขอนแก่น,ภูผาม่าน,ห้วยม่วง,47.05354167,30
01 22 2024,ขอนแก่น,น้ำพอง,หนองกุง,43.8845,32
01 22 2024,ขอนแก่น,แวงใหญ่,ใหม่นาเพียง,55.171875,2
01 22 2024,ขอนแก่น,น้ำพอง,พังทุย,42.72408333,20
01 22 2024,ขอนแก่น,แวงใหญ่,โนนทอง,58.261375,1
01 22 2024,ขอนแก่น,โคกโพธิ์ไชย,บ้านโคก,54.36954167,6
01 22 2024,ขอนแก่น,กระนวน,ห้วยโจด,43.2095,2
01 22 2024,ขอนแก่น,ภูเวียง,หว้าทอง,44.24908333,9
01 22 2024,ขอนแก่น,หนองสองห้อง,ดงเค็ง,52.53920833,2
01 22 2024,ขอนแก่น,ชุมแพ,นาหนองทุ่ม,46.87870833,65
01 22 2024,ขอนแก่น,ภูเวียง,ดินดำ,44.70320833,22
01 22 2024,ขอนแก่น,ชุมแพ,โนนอุดม,48.84745833,2
01 22 2024,ขอนแก่น,บ้านแฮด,โนนสมบูรณ์,45.92675,2
01 22 2024,ขอนแก่น,เขาสวนกวาง,คำม่วง,42.10816667,13
01 22 2024,ขอนแก่น,ชนบท,โนนพะยอม,51.65704167,2
01 22 2024,ขอนแก่น,บ้านฝาง,ป่ามะนาว,47.233625,3
01 22 2024,ขอนแก่น,อุบลรัตน์,บ้านดง,43.34375,9
01 22 2024,ขอนแก่น,สีชมพู,บ้านใหม่,46.51829167,120
01 22 2024,ขอนแก่น,มัญจาคีรี,หนองแปน,48.66883333,53
01 22 2024,ขอนแก่น,สีชมพู,สีชมพู,45.298625,12
01 22 2024,ขอนแก่น,หนองเรือ,โนนสะอาด,47.70395833,4
01 22 2024,ขอนแก่น,สีชมพู,นาจาน,46.97608333,6
01 22 2024,ขอนแก่น,หนองเรือ,โนนทัน,47.50275,2
01 22 2024,ขอนแก่น,พระยืน,บ้านโต้น,46.48879167,2
01 22 2024,ขอนแก่น,หนองนาคำ,กุดธาตุ,44.27541667,1
01 22 2024,ขอนแก่น,พระยืน,พระบุ,46.92095833,4
01 22 2024,ขอนแก่น,ภูผาม่าน,ภูผาม่าน,48.07404167,32
01 22 2024,ขอนแก่น,น้ำพอง,บัวเงิน,42.40891667,12
01 22 2024,ขอนแก่น,แวงใหญ่,โนนสะอาด,56.63375,1
01 22 2024,ขอนแก่น,เมืองขอนแก่น,ท่าพระ,45.66104167,1
01 22 2024,ขอนแก่น,น้ำพอง,น้ำพอง,43.341125,32
01 22 2024,ขอนแก่น,ภูเวียง,หนองกุงธนสาร,45.66629167,21
01 22 2024,ขอนแก่น,หนองสองห้อง,หนองสองห้อง,52.257625,12
01 22 2024,ขอนแก่น,กระนวน,หนองโน,42.592375,7
01 22 2024,ขอนแก่น,ภูเวียง,สงเปือย,46.2525,3
01 22 2024,ขอนแก่น,ชุมแพ,หนองเขียด,47.85979167,11
01 22 2024,ขอนแก่น,บ้านไผ่,เมืองเพีย,48.92733333,3
01 22 2024,ขอนแก่น,หนองสองห้อง,คึมชาด,50.67141667,2
01 22 2024,ขอนแก่น,ชุมแพ,นาเพียง,48.71529167,2
01 22 2024,ขอนแก่น,บ้านแฮด,บ้านแฮด,46.57754167,2
01 22 2024,ขอนแก่น,อุบลรัตน์,เขื่อนอุบลรัตน์,44.34091667,4
01 22 2024,ขอนแก่น,บ้านฝาง,โคกงาม,45.5495,1
01 22 2024,ขอนแก่น,มัญจาคีรี,สวนหม่อน,49.82579167,4
01 22 2024,ขอนแก่น,พล,โสกนกเต็น,52.17816667,1
01 22 2024,ขอนแก่น,สีชมพู,บริบูรณ์,45.57283333,21
01 22 2024,ขอนแก่น,มัญจาคีรี,นางาม,51.69525,9
01 22 2024,ขอนแก่น,สีชมพู,ศรีสุข,46.01975,1
01 22 2024,ขอนแก่น,หนองเรือ,บ้านเม็ง,47.6255,2
01 22 2024,ขอนแก่น,สีชมพู,ดงลาน,45.99233333,60
01 22 2024,ขอนแก่น,หนองเรือ,บ้านกง,46.50966667,1
01 22 2024,ขอนแก่น,พระยืน,หนองแวง,46.219875,3
01 22 2024,ขอนแก่น,หนองนาคำ,ขนวน,44.58366667,9
