date_receive,province,district,subdistrict,pm25_value,count_hotspot
02 23 2024,กาฬสินธุ์,หนองกุงศรี,หนองกุงศรี,49.97769565,15
02 23 2024,กาฬสินธุ์,สามชัย,คำสร้างเที่ยง,50.90956522,7
02 23 2024,กาฬสินธุ์,หนองกุงศรี,หนองใหญ่,51.21404348,3
02 23 2024,กาฬสินธุ์,สหัสขันธ์,โนนแหลมทอง,51.74321739,1
02 23 2024,กาฬสินธุ์,สมเด็จ,แซงบาดาล,52.96604348,2
02 23 2024,กาฬสินธุ์,ห้วยเม็ก,คำเหมือดแก้ว,49.01630435,2
02 23 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,นาจารย์,53.24317391,4
02 23 2024,กาฬสินธุ์,คำม่วง,ดินจี่,52.39413043,6
02 23 2024,กาฬสินธุ์,ห้วยเม็ก,ห้วยเม็ก,49.26,48
02 23 2024,กาฬสินธุ์,คำม่วง,โพน,51.45817391,1
02 23 2024,กาฬสินธุ์,ห้วยเม็ก,กุดโดน,50.38078261,14
02 23 2024,กาฬสินธุ์,ท่าคันโท,ยางอู้ม,48.45852174,3
02 23 2024,กาฬสินธุ์,ท่าคันโท,นาตาล,50.03056522,53
02 23 2024,กาฬสินธุ์,ยางตลาด,หัวนาคำ,49.59465217,46
02 23 2024,กาฬสินธุ์,ยางตลาด,คลองขาม,51.56208696,6
02 23 2024,กาฬสินธุ์,ยางตลาด,หัวงัว,52.93369565,2
02 23 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,ภูปอ,53.47265217,4
02 23 2024,กาฬสินธุ์,ฆ้องชัย,โคกสะอาด,52.10126087,2
02 23 2024,กาฬสินธุ์,หนองกุงศรี,ลำหนองแสน,50.06382609,1
02 23 2024,กาฬสินธุ์,สามชัย,หนองช้าง,53.05773913,15
02 23 2024,กาฬสินธุ์,หนองกุงศรี,หนองบัว,50.64482609,2
02 23 2024,กาฬสินธุ์,สหัสขันธ์,สหัสขันธ์,51.42695652,1
02 23 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,กลางหมื่น,52.98082609,1
02 23 2024,กาฬสินธุ์,สมเด็จ,หนองแวง,52.40252174,1
02 23 2024,กาฬสินธุ์,ห้วยเม็ก,บึงนาเรียง,50.26547826,10
02 23 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,ขมิ้น,53.18934783,2
02 23 2024,กาฬสินธุ์,คำม่วง,นาบอน,51.81086957,7
02 23 2024,กาฬสินธุ์,ห้วยเม็ก,หัวหิน,51.12856522,2
02 23 2024,กาฬสินธุ์,ท่าคันโท,ดงสมบูรณ์,49.08630435,1
02 23 2024,กาฬสินธุ์,ท่าคันโท,กุงเก่า,49.31852174,40
02 23 2024,กาฬสินธุ์,ยางตลาด,หนองตอกแป้น,52.48943478,17
02 23 2024,กาฬสินธุ์,ยางตลาด,ยางตลาด,51.81278261,5
02 23 2024,กาฬสินธุ์,ยางตลาด,โนนสูง,49.44286957,22
02 23 2024,กาฬสินธุ์,ยางตลาด,บัวบาน,53.45504348,27
02 23 2024,กาฬสินธุ์,เมืองกาฬสินธุ์,ไผ่,54.34447826,3
02 23 2024,ขอนแก่น,บ้านไผ่,เมืองเพีย,43.4826087,8
02 23 2024,ขอนแก่น,สีชมพู,วังเพิ่ม,44.65952174,5
02 23 2024,ขอนแก่น,โคกโพธิ์ไชย,นาแพง,41.17747826,8
02 23 2024,ขอนแก่น,อุบลรัตน์,โคกสูง,48.70343478,6
02 23 2024,ขอนแก่น,ซำสูง,กระนวน,48.28152174,16
02 23 2024,ขอนแก่น,บ้านไผ่,หัวหนอง,42.69473913,5
02 23 2024,ขอนแก่น,สีชมพู,หนองแดง,41.76213043,13
02 23 2024,ขอนแก่น,หนองสองห้อง,ตะกั่วป่า,40.73130435,2
02 23 2024,ขอนแก่น,หนองเรือ,โนนสะอาด,42.45630435,9
02 23 2024,ขอนแก่น,ชุมแพ,หนองเสาเล้า,42.33743478,9
02 23 2024,ขอนแก่น,สีชมพู,นาจาน,41.51586957,5
02 23 2024,ขอนแก่น,หนองสองห้อง,ดอนดู่,41.74395652,2
02 23 2024,ขอนแก่น,หนองเรือ,กุดกว้าง,42.78308696,24
02 23 2024,ขอนแก่น,ชุมแพ,วังหินลาด,41.42008696,4
02 23 2024,ขอนแก่น,บ้านแฮด,โนนสมบูรณ์,46.72165217,2
02 23 2024,ขอนแก่น,น้ำพอง,ท่ากระเสริม,48.01630435,2
02 23 2024,ขอนแก่น,หนองสองห้อง,สำโรง,40.77047826,4
02 23 2024,ขอนแก่น,หนองเรือ,โนนทอง,43.72908696,13
02 23 2024,ขอนแก่น,ชุมแพ,โนนอุดม,41.44821739,6
02 23 2024,ขอนแก่น,บ้านแฮด,บ้านแฮด,45.89217391,3
02 23 2024,ขอนแก่น,เมืองขอนแก่น,เมืองเก่า,48.484,1
02 23 2024,ขอนแก่น,น้ำพอง,หนองกุง,47.2426087,66
02 23 2024,ขอนแก่น,มัญจาคีรี,โพนเพ็ก,45.74613043,74
02 23 2024,ขอนแก่น,หนองเรือ,ยางคำ,44.17317391,9
02 23 2024,ขอนแก่น,พระยืน,หนองแวง,47.16134783,25
02 23 2024,ขอนแก่น,น้ำพอง,บัวเงิน,47.06021739,102
02 23 2024,ขอนแก่น,มัญจาคีรี,กุดเค้า,41.82008696,4
02 23 2024,ขอนแก่น,ภูผาม่าน,ภูผาม่าน,44.46147826,64
02 23 2024,ขอนแก่น,ชนบท,กุดเพียขอม,41.42386957,5
02 23 2024,ขอนแก่น,เมืองขอนแก่น,โนนท่อน,47.98291304,6
02 23 2024,ขอนแก่น,น้ำพอง,พังทุย,47.19386957,38
02 23 2024,ขอนแก่น,มัญจาคีรี,คำแคน,43.0756087,22
02 23 2024,ขอนแก่น,ภูเวียง,กุดขอนแก่น,44.96686957,12
02 23 2024,ขอนแก่น,ชนบท,วังแสง,40.819,25
02 23 2024,ขอนแก่น,เมืองขอนแก่น,สาวะถี,47.68786957,7
02 23 2024,ขอนแก่น,โนนศิลา,บ้านหัน,41.75478261,1
02 23 2024,ขอนแก่น,ภูเวียง,ทุ่งชมพู,45.96930435,5
02 23 2024,ขอนแก่น,พล,หนองแวงนางเบ้า,40.29073913,1
02 23 2024,ขอนแก่น,เขาสวนกวาง,โนนสมบูรณ์,45.74269565,31
02 23 2024,ขอนแก่น,กระนวน,หนองกุงใหญ่,51.81982609,66
02 23 2024,ขอนแก่น,แวงใหญ่,โนนสะอาด,39.80395652,12
02 23 2024,ขอนแก่น,ภูเวียง,นาหว้า,46.05365217,24
02 23 2024,ขอนแก่น,ชุมแพ,ชุมแพ,40.54417391,1
02 23 2024,ขอนแก่น,พล,เพ็กใหญ่,39.57017391,1
02 23 2024,ขอนแก่น,เขาสวนกวาง,นางิ้ว,46.11547826,24
02 23 2024,ขอนแก่น,กระนวน,หัวนาคำ,46.67795652,30
02 23 2024,ขอนแก่น,แวงใหญ่,คอนฉิม,40.20626087,1
02 23 2024,ขอนแก่น,บ้านฝาง,บ้านเหล่า,46.8823913,3
02 23 2024,ขอนแก่น,เมืองขอนแก่น,ท่าพระ,47.61743478,8
02 23 2024,ขอนแก่น,พล,เมืองพล,39.53182609,2
02 23 2024,ขอนแก่น,เวียงเก่า,ในเมือง,43.54086957,14
02 23 2024,ขอนแก่น,กระนวน,หนองโน,47.60656522,22
02 23 2024,ขอนแก่น,แวงน้อย,แวงน้อย,38.62656522,3
02 23 2024,ขอนแก่น,บ้านฝาง,บ้านฝาง,46.5086087,6
02 23 2024,ขอนแก่น,โคกโพธิ์ไชย,โพธิ์ไชย,40.39621739,7
02 23 2024,ขอนแก่น,อุบลรัตน์,ศรีสุขสำราญ,45.67678261,21
02 23 2024,ขอนแก่น,ซำสูง,ห้วยเตย,48.58686957,33
02 23 2024,ขอนแก่น,บ้านไผ่,ในเมือง,42.99191304,14
02 23 2024,ขอนแก่น,สีชมพู,บ้านใหม่,42.30113043,36
02 23 2024,ขอนแก่น,หนองสองห้อง,หนองไผ่ล้อม,40.69369565,1
02 23 2024,ขอนแก่น,อุบลรัตน์,บ้านดง,45.72721739,11
02 23 2024,ขอนแก่น,ซำสูง,คำแมด,48.84504348,16
02 23 2024,ขอนแก่น,บ้านไผ่,ภูเหล็ก,44.7693913,8
02 23 2024,ขอนแก่น,สีชมพู,ศรีสุข,43.72678261,17
02 23 2024,ขอนแก่น,หนองสองห้อง,โนนธาตุ,39.8833913,1
02 23 2024,ขอนแก่น,หนองเรือ,หนองเรือ,43.58008696,8
02 23 2024,ขอนแก่น,ชุมแพ,นาหนองทุ่ม,42.62447826,156
02 23 2024,ขอนแก่น,สีชมพู,ดงลาน,44.19973913,42
02 23 2024,ขอนแก่น,หนองสองห้อง,ดงเค็ง,40.27678261,19
02 23 2024,ขอนแก่น,หนองเรือ,บ้านผือ,45.76813043,4
02 23 2024,ขอนแก่น,ชุมแพ,โนนสะอาด,40.31313043,1
02 23 2024,ขอนแก่น,บ้านแฮด,โคกสำราญ,45.15947826,2
02 23 2024,ขอนแก่น,น้ำพอง,ม่วงหวาน,48.72521739,20
02 23 2024,ขอนแก่น,เปือยน้อย,ขามป้อม,43.33943478,1
02 23 2024,ขอนแก่น,หนองเรือ,บ้านกง,44.71517391,3
02 23 2024,ขอนแก่น,บ้านฝาง,ป่ามะนาว,45.22769565,4
02 23 2024,ขอนแก่น,เมืองขอนแก่น,บ้านเป็ด,48.36943478,5
02 23 2024,ขอนแก่น,น้ำพอง,บ้านขาม,48.25008696,11
02 23 2024,ขอนแก่น,มัญจาคีรี,หนองแปน,44.18469565,52
02 23 2024,ขอนแก่น,หนองนาคำ,ขนวน,46.08913043,1
02 23 2024,ขอนแก่น,พระยืน,พระยืน,45.8303913,19
02 23 2024,ขอนแก่น,น้ำพอง,ทรายมูล,47.59969565,18
02 23 2024,ขอนแก่น,มัญจาคีรี,นางาม,41.60173913,15
02 23 2024,ขอนแก่น,ภูผาม่าน,โนนคอม,40.63313043,11
02 23 2024,ขอนแก่น,ชนบท,โนนพะยอม,41.51086957,17
02 23 2024,ขอนแก่น,เมืองขอนแก่น,แดงใหญ่,48.63221739,5
02 23 2024,ขอนแก่น,น้ำพอง,น้ำพอง,46.46873913,105
02 23 2024,ขอนแก่น,โนนศิลา,เปือยใหญ่,42.21226087,1
02 23 2024,ขอนแก่น,ภูเวียง,บ้านเรือ,43.15356522,4
02 23 2024,ขอนแก่น,ชนบท,ปอแดง,40.72521739,3
02 23 2024,ขอนแก่น,เมืองขอนแก่น,โคกสี,48.54778261,1
02 23 2024,ขอนแก่น,โนนศิลา,โนนแดง,42.0983913,1
02 23 2024,ขอนแก่น,ภูเวียง,หว้าทอง,48.59291304,5
02 23 2024,ขอนแก่น,ชุมแพ,หนองไผ่,40.60586957,3
02 23 2024,ขอนแก่น,พล,หนองแวงโสกพระ,39.41717391,4
02 23 2024,ขอนแก่น,เขาสวนกวาง,เขาสวนกวาง,46.17873913,5
02 23 2024,ขอนแก่น,กระนวน,ห้วยโจด,49.13078261,13
02 23 2024,ขอนแก่น,แวงใหญ่,แวงใหญ่,40.413,2
02 23 2024,ขอนแก่น,ภูเวียง,ดินดำ,44.94830435,2
02 23 2024,ขอนแก่น,เมืองขอนแก่น,บ้านหว้า,47.74821739,23
02 23 2024,ขอนแก่น,พล,เก่างิ้ว,39.33904348,1
02 23 2024,ขอนแก่น,เขาสวนกวาง,คำม่วง,46.48734783,54
02 23 2024,ขอนแก่น,กระนวน,บ้านฝาง,47.18778261,10
02 23 2024,ขอนแก่น,แวงน้อย,ก้านเหลือง,39.28095652,5
02 23 2024,ขอนแก่น,บ้านฝาง,โนนฆ้อง,45.60756522,3
02 23 2024,ขอนแก่น,เมืองขอนแก่น,ดอนหัน,48.3383913,6
02 23 2024,ขอนแก่น,พล,โนนข่า,39.3206087,6
02 23 2024,ขอนแก่น,เวียงเก่า,เขาน้อย,43.58334783,2
02 23 2024,ขอนแก่น,กระนวน,หนองโก,47.84678261,25
02 23 2024,ขอนแก่น,แวงน้อย,ละหานนา,38.61165217,3
02 23 2024,ขอนแก่น,บ้านฝาง,โคกงาม,45.9756087,9
02 23 2024,ขอนแก่น,โคกโพธิ์ไชย,บ้านโคก,41.06252174,2
02 23 2024,ขอนแก่น,อุบลรัตน์,ทุ่งโป่ง,45.94356522,1
02 23 2024,ขอนแก่น,ซำสูง,บ้านโนน,48.25213043,1
02 23 2024,ขอนแก่น,บ้านไผ่,หินตั้ง,43.94234783,2
02 23 2024,ขอนแก่น,สีชมพู,บริบูรณ์,42.69695652,8
02 23 2024,ขอนแก่น,หนองสองห้อง,หนองสองห้อง,40.21504348,19
02 23 2024,ขอนแก่น,อุบลรัตน์,นาคำ,45.71117391,8
02 23 2024,ขอนแก่น,ซำสูง,คูคำ,48.6233913,1
02 23 2024,ขอนแก่น,บ้านไผ่,ป่าปอ,42.19847826,2
02 23 2024,ขอนแก่น,สีชมพู,ภูห่าน,41.48504348,14
02 23 2024,ขอนแก่น,หนองสองห้อง,วังหิน,41.09691304,3
02 23 2024,ขอนแก่น,หนองเรือ,บ้านเม็ง,43.46308696,8
02 23 2024,ขอนแก่น,ชุมแพ,หนองเขียด,41.21273913,20
02 23 2024,ขอนแก่น,สีชมพู,ซำยาง,41.65452174,11
02 23 2024,ขอนแก่น,หนองสองห้อง,คึมชาด,41.14243478,5
02 23 2024,ขอนแก่น,หนองเรือ,โนนทัน,43.05173913,3
02 23 2024,ขอนแก่น,ชุมแพ,ขัวเรียง,41.4916087,25
02 23 2024,ขอนแก่น,บ้านแฮด,หนองแซง,45.53765217,2
02 23 2024,ขอนแก่น,น้ำพอง,กุดน้ำใส,46.88969565,4
02 23 2024,ขอนแก่น,มัญจาคีรี,สวนหม่อน,43.00286957,24
02 23 2024,ขอนแก่น,หนองเรือ,จระเข้,44.91565217,5
02 23 2024,ขอนแก่น,พระยืน,บ้านโต้น,46.54847826,14
02 23 2024,ขอนแก่น,น้ำพอง,บัวใหญ่,47.78991304,15
02 23 2024,ขอนแก่น,มัญจาคีรี,ท่าศาลา,45.72095652,4
02 23 2024,ขอนแก่น,ภูผาม่าน,ห้วยม่วง,46.6436087,59
02 23 2024,ขอนแก่น,พระยืน,พระบุ,46.1146087,14
02 23 2024,ขอนแก่น,เมืองขอนแก่น,บ้านทุ่ม,47.79643478,1
02 23 2024,ขอนแก่น,น้ำพอง,วังชัย,47.06052174,10
02 23 2024,ขอนแก่น,มัญจาคีรี,นาข่า,42.36430435,1
02 23 2024,ขอนแก่น,ภูเวียง,หนองกุงธนสาร,44.0696087,23
02 23 2024,ขอนแก่น,ชนบท,ห้วยแก,40.81847826,2
02 23 2024,ขอนแก่น,เมืองขอนแก่น,บ้านค้อ,48.531,5
02 23 2024,ขอนแก่น,โนนศิลา,โนนศิลา,41.23265217,2
02 23 2024,ขอนแก่น,ภูเวียง,นาชุมแสง,42.90991304,8
02 23 2024,ขอนแก่น,ชนบท,ชนบท,42.12830435,9
02 23 2024,ขอนแก่น,เมืองขอนแก่น,สำราญ,48.57295652,6
02 23 2024,ขอนแก่น,น้ำพอง,สะอาด,46.07182609,39
02 23 2024,ขอนแก่น,แวงใหญ่,ใหม่นาเพียง,40.00882609,17
02 23 2024,ขอนแก่น,ภูเวียง,สงเปือย,43.12043478,3
02 23 2024,ขอนแก่น,ชุมแพ,โนนหัน,40.4363913,2
02 23 2024,ขอนแก่น,พล,โสกนกเต็น,40.06347826,1
02 23 2024,ขอนแก่น,เขาสวนกวาง,ดงเมืองแอม,46.22008696,8
02 23 2024,ขอนแก่น,กระนวน,ห้วยยาง,47.09647826,49
02 23 2024,ขอนแก่น,แวงใหญ่,โนนทอง,39.43908696,15
02 23 2024,ขอนแก่น,บ้านฝาง,ป่าหวายนั่ง,46.44969565,6
02 23 2024,ขอนแก่น,เมืองขอนแก่น,ดอนช้าง,48.24421739,11
02 23 2024,ขอนแก่น,พล,โคกสง่า,38.50086957,5
02 23 2024,ขอนแก่น,เวียงเก่า,เมืองเก่าพัฒนา,42.123,5
02 23 2024,ขอนแก่น,กระนวน,น้ำอ้อม,49.71930435,10
02 23 2024,ขอนแก่น,แวงน้อย,ท่านางแนว,39.00934783,6
02 23 2024,ขอนแก่น,บ้านฝาง,หนองบัว,45.75643478,10
02 23 2024,ขอนแก่น,โคกโพธิ์ไชย,ซับสมบูรณ์,40.17521739,3
02 23 2024,ขอนแก่น,พล,ลอมคอม,39.26095652,1
02 23 2024,ขอนแก่น,อุบลรัตน์,เขื่อนอุบลรัตน์,46.2863913,15
02 23 2024,ขอนแก่น,กระนวน,ดูนสาด,47.26856522,8
02 23 2024,มหาสารคาม,โกสุมพิสัย,แพง,47.2476087,14
02 23 2024,มหาสารคาม,ชื่นชม,กุดปลาดุก,48.83852174,10
02 23 2024,มหาสารคาม,กุดรัง,เลิงแฝก,44.34395652,6
02 23 2024,มหาสารคาม,ยางสีสุราช,นาภู,42.26773913,6
02 23 2024,มหาสารคาม,บรบือ,หนองคูขาด,44.23482609,1
02 23 2024,มหาสารคาม,กันทรวิชัย,นาสีนวน,49.40756522,9
02 23 2024,มหาสารคาม,บรบือ,หนองสิม,45.89321739,8
02 23 2024,มหาสารคาม,เชียงยืน,เสือเฒ่า,48.63317391,18
02 23 2024,มหาสารคาม,เมืองมหาสารคาม,โคกก่อ,47.92069565,1
02 23 2024,มหาสารคาม,บรบือ,หนองโก,47.26178261,1
02 23 2024,มหาสารคาม,เชียงยืน,ดอนเงิน,48.603,5
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,หนองบัวแก้ว,44.15213043,30
02 23 2024,มหาสารคาม,บรบือ,ยาง,46.55056522,2
02 23 2024,มหาสารคาม,วาปีปทุม,ประชาพัฒนา,48.72673913,1
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเตา,44.27191304,9
02 23 2024,มหาสารคาม,นาดูน,พระธาตุ,44.72213043,3
02 23 2024,มหาสารคาม,วาปีปทุม,หนองแสง,47.73521739,1
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,นาสีนวล,44.02265217,2
02 23 2024,มหาสารคาม,วาปีปทุม,งัวบา,48.77917391,1
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ก้ามปู,42.96247826,7
02 23 2024,มหาสารคาม,นาเชือก,หนองเรือ,44.5733913,3
02 23 2024,มหาสารคาม,โกสุมพิสัย,หนองบอน,47.31743478,7
02 23 2024,มหาสารคาม,นาเชือก,หนองกุง,42.74578261,10
02 23 2024,มหาสารคาม,โกสุมพิสัย,วังยาว,46.78286957,2
02 23 2024,มหาสารคาม,นาเชือก,ปอพาน,42.73382609,1
02 23 2024,มหาสารคาม,ยางสีสุราช,บ้านกู่,43.57878261,1
02 23 2024,มหาสารคาม,ชื่นชม,หนองกุง,48.316,5
02 23 2024,มหาสารคาม,กุดรัง,ห้วยเตย,46.22526087,1
02 23 2024,มหาสารคาม,กันทรวิชัย,ขามเฒ่าพัฒนา,50.66856522,3
02 23 2024,มหาสารคาม,บรบือ,หนองม่วง,46.75434783,1
02 23 2024,มหาสารคาม,กันทรวิชัย,โคกพระ,51.24304348,1
02 23 2024,มหาสารคาม,เมืองมหาสารคาม,แก่งเลิงจาน,48.37295652,3
02 23 2024,มหาสารคาม,บรบือ,วังใหม่,45.3666087,2
02 23 2024,มหาสารคาม,เชียงยืน,เชียงยืน,48.34621739,10
02 23 2024,มหาสารคาม,เมืองมหาสารคาม,บัวค้อ,47.88456522,2
02 23 2024,มหาสารคาม,บรบือ,วังไชย,45.12191304,3
02 23 2024,มหาสารคาม,เชียงยืน,กู่ทอง,48.74582609,2
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เมืองเสือ,42.67226087,8
02 23 2024,มหาสารคาม,นาดูน,กู่สันตรัตน์,45.31991304,1
02 23 2024,มหาสารคาม,วาปีปทุม,โพธิ์ชัย,47.44782609,1
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,หนองบัว,42.23756522,3
02 23 2024,มหาสารคาม,นาดูน,หัวดง,44.09986957,1
02 23 2024,มหาสารคาม,วาปีปทุม,ขามป้อม,49.65513043,4
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เม็กดำ,41.77913043,61
02 23 2024,มหาสารคาม,วาปีปทุม,แคน,46.88730435,5
02 23 2024,มหาสารคาม,โกสุมพิสัย,หนองเหล็ก,48.69986957,15
02 23 2024,มหาสารคาม,นาเชือก,หนองเม็ก,42.78665217,4
02 23 2024,มหาสารคาม,โกสุมพิสัย,ดอนกลาง,46.20482609,18
02 23 2024,มหาสารคาม,นาเชือก,นาเชือก,43.05943478,10
02 23 2024,มหาสารคาม,โกสุมพิสัย,เหล่า,46.78582609,7
02 23 2024,มหาสารคาม,ชื่นชม,เหล่าดอกไม้,48.4263913,10
02 23 2024,มหาสารคาม,ชื่นชม,ชื่นชม,48.58095652,17
02 23 2024,มหาสารคาม,ยางสีสุราช,แวงดง,41.85913043,2
02 23 2024,มหาสารคาม,กุดรัง,หนองแวง,44.58247826,6
02 23 2024,มหาสารคาม,กันทรวิชัย,เขวาใหญ่,48.28404348,3
02 23 2024,มหาสารคาม,บรบือ,โนนราษี,45.3253913,3
02 23 2024,มหาสารคาม,กันทรวิชัย,มะค่า,50.79343478,13
02 23 2024,มหาสารคาม,เมืองมหาสารคาม,ลาดพัฒนา,50.46721739,2
02 23 2024,มหาสารคาม,บรบือ,โนนแดง,44.55182609,1
02 23 2024,มหาสารคาม,เชียงยืน,หนองซอน,48.22147826,2
02 23 2024,มหาสารคาม,เมืองมหาสารคาม,เขวา,50.22269565,2
02 23 2024,มหาสารคาม,บรบือ,บรบือ,46.26952174,3
02 23 2024,มหาสารคาม,วาปีปทุม,โคกสีทองหลาง,47.49826087,2
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,เวียงชัย,43.33952174,3
02 23 2024,มหาสารคาม,นาดูน,หนองไผ่,46.08317391,3
02 23 2024,มหาสารคาม,วาปีปทุม,หัวเรือ,46.74421739,8
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ภารแอ่น,43.7593913,2
02 23 2024,มหาสารคาม,นาดูน,ดงยาง,45.55269565,1
02 23 2024,มหาสารคาม,วาปีปทุม,ดงใหญ่,47.20252174,2
02 23 2024,มหาสารคาม,พยัคฆภูมิพิสัย,ปะหลาน,42.36447826,57
02 23 2024,มหาสารคาม,นาเชือก,หนองโพธิ์,43.91569565,6
02 23 2024,มหาสารคาม,โกสุมพิสัย,เขวาไร่,47.41217391,5
02 23 2024,มหาสารคาม,นาเชือก,เขวาไร่,43.95791304,2
02 23 2024,มหาสารคาม,โกสุมพิสัย,โพนงาม,48.18234783,17
02 23 2024,มหาสารคาม,นาเชือก,สำโรง,44.14213043,1
02 23 2024,ร้อยเอ็ด,จตุรพักตรพิมาน,ดู่น้อย,48.80869565,1
02 23 2024,ร้อยเอ็ด,ปทุมรัตต์,โนนสง่า,45.10534783,3
02 23 2024,ร้อยเอ็ด,ปทุมรัตต์,บัวแดง,45.48804348,5
02 23 2024,ร้อยเอ็ด,เมืองร้อยเอ็ด,สีแก้ว,52.52147826,5
02 23 2024,ร้อยเอ็ด,ปทุมรัตต์,หนองแคน,46.43708696,2
02 23 2024,ร้อยเอ็ด,ปทุมรัตต์,ดอกล้ำ,44.97304348,15
02 23 2024,ร้อยเอ็ด,ปทุมรัตต์,โนนสวรรค์,45.93647826,1
02 23 2024,ร้อยเอ็ด,ปทุมรัตต์,สระบัว,44.89943478,2
