no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
119,27/04/2017,ตาก,2,ระเบิด,ถังแก๊ส LPG,โกดัง,,1,,0,,,ระเบิด
120,01/05/2017,สงขลา,12,ไฟไหม้,บ่อขยะ,บ่อขยะ,,0,,0,,,ไม่ระเบิด
121,04/05/2017,สกลนคร,8,ไฟไหม้,รถยนต์ติดแก๊ส,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,,0,,0,,,ไม่ระเบิด
122,07/05/2017,นครราชสีมา,9,ไฟไหม้,Ethanol,การจราจร/ขนส่ง,,1,,0,,,ไม่ระเบิด
123,09/05/2017,ปัตตานี,12,ระเบิด,วัตถุระเบิด,ห้างสรรพสินค้า,,56,,0,,,ระเบิด
124,19/05/2017,ชลบุรี,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
125,19/05/2017,กระบี่,12,ระเบิด,พลุ/ดอกไม้ไฟ,ชุมชน,,21,,0,,,ระเบิด
126,21/05/2017,กรุงเทพมหานคร,13,ระเบิด,น้ำมันสน,มหาวิทยาลัย,,0,,0,,,ระเบิด
127,22/05/2017,กรุงเทพมหานคร,13,ระเบิด,วัตถุระเบิด,โรงพยาบาล,,24,,0,,,ระเบิด
128,25/05/2017,อ่างทอง,4,ไฟไหม้,พลุ/ดอกไม้ไฟ,โกดัง,,0,,0,,,ไม่ระเบิด
129,28/05/2017,เชียงใหม่,1,รั่วไหล,LPG,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
130,30/05/2017,นครราชสีมา,9,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
131,02/06/2017,สมุทรปราการ,6,รั่วไหล,Ammonia,บนเรือ,เกิดเหตุก๊าซแอมโมเนียในห้องเย็นเรือประมงรั่วไหลที่ จ.สมุทรปราการ ทำให้แรงงานข้ามชาติช็อคหมดสติ 4 คน,20,,0,,,ไม่ระเบิด
132,13/06/2017,พิษณุโลก,2,รั่วไหล,LPG,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
133,15/06/2017,ราชบุรี,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
134,17/06/2017,ชลบุรี,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,ชุมชน,,0,,0,,,ไม่ระเบิด
135,17/06/2017,ชลบุรี,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,4,,0,,,ไม่ระเบิด
136,25/06/2017,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
137,26/06/2017,นครปฐม,5,อุบัติเหตุขนส่ง,NGV,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
138,27/06/2017,สุราษฎร์ธานี,11,ไฟไหม้,นํ้ามันหล่อลื่น,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,,0,,0,,,ไม่ระเบิด
139,28/06/2017,ภูเก็ต,11,ไฟไหม้,LPG,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,,1,,0,,,ไม่ระเบิด
140,28/06/2017,นครพนม,8,ไฟไหม้,LPG,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
141,29/06/2017,ชัยภูมิ,9,อุบัติเหตุขนส่ง,น้ำมันดีเซล-เบนซิน,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
142,12/07/2017,ระยอง,6,รั่วไหล,Hydrocarbon (Para Xylene),โรงงาน,,1,,0,,,ไม่ระเบิด
143,15/07/2017,ชลบุรี,6,ไฟไหม้,สี ทินเนอร์,โรงงาน,,0,,1,,,ไม่ระเบิด
144,23/07/2017,อุดรธานี,8,รั่วไหล,Ammonia,โรงงาน,ระทึก!สารแอมโมเนียรั่วหาม7คนงานส่ง รพ.,7,,0,,,ไม่ระเบิด
145,04/08/2017,ฉะเชิงเทรา,6,ไฟไหม้,กาวน้ำ,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
146,04/08/2017,สมุทรปราการ,6,ไฟไหม้,LPG,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
147,12/08/2017,ระยอง,6,ไฟไหม้,น้ำมันเชื้อเพลิง,การจราจร/ขนส่ง,,0,,2,,,ไม่ระเบิด
148,12/08/2017,ระยอง,6,รั่วไหล,Acetic acid,โรงงาน,,0,,0,,,ไม่ระเบิด
149,15/08/2017,สมุทรสาคร,5,ระเบิด,แก๊สไม่ทราบชนิด,โรงงาน,,7,,0,,,ระเบิด
150,18/08/2017,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
151,19/08/2017,ชลบุรี,6,รั่วไหล,Ammonium hydroxide,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
152,24/08/2017,สมุทรปราการ,6,ระเบิด,แก๊สไม่ทราบชนิด,การจราจร/ขนส่ง,,0,,0,,,ระเบิด
153,29/08/2017,พิษณุโลก,2,ระเบิด,แก๊สไม่ทราบชนิด,โรงงาน,,0,,1,,,ระเบิด
154,30/08/2017,กาฬสินธุ์,7,รั่วไหล,Oxygen,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
155,07/09/2017,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
156,12/09/2017,สมุทรสาคร,5,รั่วไหล,LPG,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
157,14/09/2017,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,,0,,0,,,ไม่ระเบิด
158,22/09/2017,ปัตตานี,12,ระเบิด,วัตถุระเบิด,การจราจร/ขนส่ง,,5,,4,,,ระเบิด
159,27/09/2017,บึงกาฬ,8,รั่วไหล,LPG,บ้านพัก/ที่อยู่อาศัย,,1,,0,,,ไม่ระเบิด
160,29/09/2017,ปัตตานี,12,ระเบิด,วัตถุระเบิด,ชุมชน,,0,,0,,,ระเบิด
161,30/09/2017,ตาก,2,ไฟไหม้,LPG,การจราจร/ขนส่ง,,0,,0,,,ไม่ระเบิด
