no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
178,11/04/2018,เชียงใหม่,1,ไฟไหม้,สี ทินเนอร์,โรงงาน,ไฟไหมโกดังเก็บทินเนอร์บริษัทรับเหมาให้เช่าไม้แบบ และนั่งร้าน กลางเมือง เชียงใหม่,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
179,14/04/2018,ระยอง,6,ไฟไหม้,สารเคมีไม่ทราบชนิด,โรงงาน,ไฟไหมโรงงานในนิคมอมตะ ซิตี้ ปลวกแดง จ.ระยอง สารเคมีรั่ว เจ้าหน้าที่เร่งระงับเหตุ,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
180,18/04/2018,กรุงเทพมหานคร,13,รั่วไหล,Ammonia,โรงงาน,แก๊สแอมโมเนียรั่ว โรงงานน้ำแข็งลาดพร้าว 79,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
181,19/04/2018,ระยอง,6,อุบัติเหตุขนส่ง,น้ำมันเชื้อเพลิง,การจราจร/ขนส่ง,รถบรรทุกน้ำมันดีเซลกว่าหมื่นลิตรยางระเบิดพลิกคว่ำ คนขับดับ รถดับเพลิงฉีดน้ำหล่อเย็นหวั่นไฟลุก,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
182,06/05/2018,ลำปาง,1,รั่วไหล,Hydrochloric acid,โรงงาน,กฟผ.แม่เมาะ แจง ไม่ใช่'ไซยาไนด์' ยัน สารเคมี รั่วไหล ปลอดภัยแล้ว,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
183,21/05/2018,ราชบุรี,5,ลักลอบทิ้ง,กากอุตสาหกรรม,แหล่งน้ำ,นายก อบต.น้ำพุ บุกจับมือดีแอบทิ้งสารเคมริมอ่างเก็บ น้ำห้วยไมเต็ง,0,,0,,NEWS1,ไม่ระเบิด
184,22/05/2018,ฉะเชิงเทรา,6,ไฟไหม้,น้ำมันเชื้อเพลิง,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,ปั๊มน้ำมันหลอดระเบิดกลางหมู่บ้าน ร้านวอด ปิกอัพ กลายเป็นซาก,0,,0,,ไทยรัฐออนไลน์,ระเบิด
185,31/05/2018,กรุงเทพมหานคร,13,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,เผยนาทีระทึก ไหม้รง.หมวกกันน็อก 1 พันชีวิตวิ่งหนีตาย สูญนับสิบล้าน,7,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
186,31/05/2018,ระยอง,6,รั่วไหล,Heavy Aromatic,โรงงาน,สารเคมีรั่วไหลนิคมอาร์ไอแอล มาบตาพุด เจ้าหน้าที่,0,,0,,มติฃนออนไลน์,ไม่ระเบิด
187,05/06/2018,พระนครศรีอยุธยา,4,ไฟไหม้,สี ทินเนอร์,การจราจร/ขนส่ง,รถเทรลเลอร์ 22 ล้อพลิกคว่ำ ไฟไหม้วอดทั้งคัน บน ถนนเอเชียที่อยุธยา,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
188,06/06/2018,เชียงใหม่,1,ระเบิด,พลุ/ดอกไม้ไฟ,โรงงาน,เชียงใหม่ - โรงทำพลุดอกไม้ไฟงานศพระเบิด,0,,0,,Fire & Rescue Thailand,ระเบิด
189,11/06/2018,ฉะเชิงเทรา,6,ไฟไหม้,สารเคมีไม่ทราบชนิด,โรงงาน,ไฟไหมโรงงานอะไหล่รถยนต์แปดริ้ว,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
190,16/06/2018,ชลบุรี,6,ลักลอบทิ้ง,สารเคมีไม่ทราบชนิด,ชุมชน,มือมืดลอบทิ้งสารเคมีในพื้นที่ ม.8 ต.บางพระ อ.ศรีราชา ทำชาวบ้านเดือนร้อนหนัก,0,,0,,MGR online,ไม่ระเบิด
191,17/06/2018,กรุงเทพมหานคร,13,ลักลอบทิ้ง,กากอุตสาหกรรม,ชุมชน,พบลอบฝังกลบตะกอน สารเคมีเขตบางขุนเทียนสั้ง กั้นพื้นที่อันตรายห้ามเข้า,0,,0,,PPTV HD 36,ไม่ระเบิด
192,26/06/2018,ระยอง,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,ไฟไหมร้านขายเครื่องสังฆภัณฑ์ ปลวกแดง ระยอง,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
193,30/06/2018,ปทุมธานี,4,ไฟไหม้,NGV,การจราจร/ขนส่ง,ไฟไหมรถตู้วอดทั้งคันกลางทางด่วน คนขับหนีหายไร้ ร่องรอย โชคดีไม่มีคนเจ็บและเสียชีวิต,0,,0,,TNEWS,ไม่ระเบิด
