no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
162,07/01/2018,อุบลราชธานี,10,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหมโรงอบยางพาราวอดสูญยางกว่า 3 ตัน อุบลราชธานี,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
163,10/01/2018,สุรินทร์,9,ไฟไหม้,LPG,การจราจร/ขนส่ง,ไฟไหมรถเก๋งติดแก๊ส LPGขนส่ง,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
164,14/01/2018,ภูเก็ต,11,ไฟไหม้,น้ำมันไม่ทราบชนิด,แหล่งน้ำ,เรือสปีดโบ๊ท คิงโพไซดอน ระเบิดกลางอ่าวพีพี,6,,1,,ข่าวสดออนไลน์,ระเบิด
165,15/01/2018,สมุทรปราการ,6,รั่วไหล,Ammonia,โรงงาน,ก๊าซแอมโมเนียห้องเย็นย่านถนนท้ายบ้านรั่วไหล,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
166,24/01/2018,ลำปาง,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้บ่อขยะลาปางเจ้าหน้าที่ใช้เวลากว่า 9 ชม. คุมเพลิงได้,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
167,24/01/2018,ระยอง,6,รั่วไหล,Silane,โรงงาน,สั่งปิดโรงงานซิลิโคนเคมีรั่ว ชี้เกิดจากท่อเสื่อมสภาพ,0,,0,,เดลินิวส์ออนไลน์,ไม่ระเบิด
168,05/02/2018,ชลบุรี,6,ไฟไหม้,น้ำมันไม่ทราบชนิด,โรงงาน,ไฟไหมโรงงานผลิตท่อเหล็กและท่อทองแดง ขณะ คนงานเช็คท่อทองแดงในบ่อ น้ำมันเช็ครั่ว เจ้าหน้าที่ ดับเพลิงใช้เวลากว่า 1 ชั่วโมงเพลิงจึงสงบ ค่าเสียหายยังประเมินไม่ได้,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
169,08/02/2018,ปทุมธานี,4,ระเบิด,พลุ/ดอกไม้ไฟ,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,ร้านขายพลุระเบิดบ้านเรือนเสียหาย 5 หลัง,1,,0,,ข่าวสดออนไลน์,ระเบิด
170,08/02/2018,ระยอง,6,ไฟไหม้,น้ำมันไม่ทราบชนิด,ท่าเรือ,ไฟไหมเรือสินค้าวอดทั้งลำปากอ่าวระยอง,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
171,17/02/2018,สระบุรี,4,ไฟไหม้,น้ำมันเชื้อเพลิง,การจราจร/ขนส่ง,รถน้ำมันปีนเกาะกลางถนน ชนรถที่สวนมาระเบิดไฟไหม้ เสียชีวิต 1 ราย,0,,1,,Fire & Rescue Thailand,ระเบิด
172,27/02/2018,ราชบุรี,5,ลักลอบทิ้ง,กากอุตสาหกรรม,บ่อขยะ,ภาพมันฟ้อง โรงงานกำจัดขยะอุตสาหกรรม ลอบเทสารเคมีลงดินไม่สนถูกฟ้องศาล,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
173,01/03/2018,พระนครศรีอยุธยา,4,รั่วไหล,Ammonia,โรงงาน,ถังใส่สารแอมโมเนียโรงน้ำแข็งอยุธยารั่ว ทำคนงาน บาดเจ็บ 35 คน,35,,0,,Fire & Rescue Thailand,ไม่ระเบิด
174,07/03/2018,สมุทรปราการ,6,รั่วไหล,กำมะถัน,โรงงาน,สารเคมีรั่วไหล พนักงานหมดสติ จ.สมุทรปราการ,0,,0,,CH7News,ไม่ระเบิด
175,19/03/2018,สงขลา,12,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหมโรงงานอุตสาหกรรม ยางรายใหญ่ที่สงขลา,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
176,19/03/2018,นครสวรรค์,3,ไฟไหม้,NGV,การจราจร/ขนส่ง,นครสวรรค์ - ไฟไหม้กระบะติดก๊าซ NGV เสียหายทั้งคัน,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
177,01/04/2018,สงขลา,12,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟโหมลุกไหม้กองลังพลาสติกขนส่งอาหารทะเล,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
