no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
460,24/02/2024,กรุงเทพมหานคร,13,อุบัติเหตุขนส่ง,NGV,การจราจร/ขนส่ง,รถบรรทุกพลิกคว่ำมีแก๊สรั่วไหล ซอยราชพฤกษ์ 23 พื้นที่เขตตลิ่งชัน เมื่อวันที่ 24/02/67 เวลา 06.13 น. ที่ผ่านมา // สถานที่เกิดเหตุ คู่ขนานขาเข้าราชพฤกษ์ ซอยราชพฤกษ์ 23 ถนนราชพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร ลักษณะที่เกิดเหตุเป็นรถบรรทุกขนาดใหญ่ (รถพ่วง 18 ล้อ) ยี่ห้อ ฮีโน่ สีชาว หมายเลขทะเบียน 85-5870 สุพรรณบุรี รถใช้แก๊สเอ็นจีวี เป็นเพลิงเพลิง พลิกคว่ำทำให้เกิดแก๊สรั่วไหล เจ้าหน้าที่ดับเพลิงใช้น้ำทำการระบายก๊าซที่รั่วไหลจำนวน 1 ถัง จนแก๊สหมดและทำการปิดวาว์ลที่หัวถังแก๊สเป็นที่เรียบร้อย ที่เกิดเหตุไม่มีผู้ได้รับบาดเจ็บ พื้นที่รับผิดชอบของสถานีดับเพลิงและกู้ภัยบางขุนนนท์,0,,0,,FB: ศูนย์วิทยุพระราม199,ไม่ระเบิด
461,29/02/2024,พระนครศรีอยุธยา,4,ไฟไหม้,สารเคมีอันตราย,โกดัง,"รับแจ้งจาก สคร. 4 พบเหตุการณ์ไฟไหม้โรงงานเก็บสารเคมี จ.พระนครศรีอยุธยา มีผู้ได้รับผลกระทบ 18 ราย ในพื้นที่หมู่ 2 ต.ภาชี อ.ภาชี เวลา 22.30 น.โดยในเวลา 22.43 น.เจ้าหน้าที่ยังควบคุมเพลิงไม่ได้ ทต.ภาชีได้ออกประกาศเตือนประชาชนให้เตรียมการเคลื่อนย้ายออกห่างจากจุดเกิดเพลิงไหม้ข้อมูลจากการได้รับแจ้งเบื้องต้นทราบว่าสถานที่เกิดเหตุการณ์ไฟไหม้เป็นโกดังร้างเก็บสารเคมีหลายชนิดทั้งที่เป็นถัง200ลิตรและที่เป็นถังBIC หรือถังเบาท์ขนาด1,000 ลิตรโดยเฉพาะกรดเข้มข้นและยังมีวัตถุไวไฟมีสายยางเก่าและมีสารเคมีประมาณ4,000 ตันโดยเจ้าหน้าที่สามารถควบคุมเพลิงได้ในเวลา00.34น. ผู้ได้รับผลกระทบ จำนวนผู้ป่วย พบ 8 ราย เข้ารับการรักษาที่ รพ. ภาชี ทั้งหมดอาการไม่รุนแรง และกลับบ้านแล้ว ผลการ Active Case Finding โดย สคร. .4 และ ศอ. .4 ในกลุ่มประชาชนพื้นที่เสี่ยงรัศมี 4 km รวมทั้งหมด 54 ราย มีได้รับผลกระทบ 10 ราย (กลิ่มเหม็น เขม่าควัน) ในรัศมี 1 กิโลเมตร พบมีอาการ 4 ราย (ปวด ศีรษะ แสบคอ) การตรวจวัดสารเคมี ตรวจวัด ณ โกดังที่เกิดเหตุ (โดยกรมควบคุมมลพิษ) ผลการตรวจวัดเบื้องต้น ค่า VOC 2 ppm SO2 0.1 ppm(ไม่เกินเกณฑ์) ตรวจวัดด้วยเครื่อง Gas Med ของสคร.4 จำนวน 8 จุด ตามทิศทางลมในสถานที่เกิดเหตุ ระยะ 100 m. 500 m. 1 km. 2 km. 3 km. (2 จุด ที่ โรงเรียนลอดเสวกวิทยา และ โรงเรียนมัธยมภาชีสุนทร) 4km(ตลาดภาชีหน้าสถานีรถไฟ) อยู่ระหว่างการวิเคราะห์ผล ตรวจวัดด้วยเครื่อง Gas Med ของสคร.4 ที่วัดตะโก-หลวงพ่อรวย สถานที่ท่องเที่ยวทางวัฒนธรรม 3 จุด ผลไม่พบค่าสารอินทร์ระเหยง่ายในบรรยากาศ (VOC 0 ppm) ทั้ง 3 จุด",8,ประชาชนทั่วไป,0,,Event-based DDC,ไม่ระเบิด
462,07/03/2024,มหาสารคาม,9,ไฟไหม้,วัตถุไม่ทราบชนิด,โรงงาน,เปิดภาพ! ซากไฟไหม้โรงงานแป้งมัน มหาสารคาม คุมเพลิงได้90% เจ็บ 4 ราย,4,ไม่ทราบ,0,,website:กรุงเทพธุรกิจ,ไม่ระเบิด
463,08/03/2024,กรุงเทพมหานคร,13,ไฟไหม้,กระดาษ,โรงงาน,ไฟไหม้โรงงานผลิตแป้งสาลี ย่านพุทธบูชา เจ้าหน้าที่พร้อมด้วยรถดับเพลิง ระดมฉีดน้ำควบคุมก่อนจะลุกลาม,0,,0,,website:สวพ.FM91,ไม่ระเบิด
464,11/03/2024,สมุทรปราการ,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ระทึก ไฟไหม้บ่อขยะแพรกษา จนท.เร่งระดมรถเข้าฉีดน้ำ 1 ชม.จึงควบคุมได้,0,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
465,18/03/2024,พระนครศรีอยุธยา,4,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้ โรงงานที่นอน อยุธยา ควันลอยสูง จนท.รุดควบคุมเพลิง,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
466,29/03/2024,ปัตตานี,12,รั่วไหล,Ammonia,โรงงาน,เวลาประมาณ 07.20 น. ได้เกิดเหตุแอมโมเนียรั่วที่โรงงานน้ำแข็ง ถังแอมโมเนียระเบิด ส่งกลิ่นเหม็นในบริวณดังกล่าว เบื้องต้น โรงงานปิดวาล์วเรียบร้อย กลุ่มงานอนามัยสิ่งแวดล้อม สสจ.ปัตตานี ศูนย์อนามัยที่ 12 ยะลา และมีผู้บริหารของเทศบาลเมืองปัตตานี ป้องกันและบรรเทาสาธารณภัยจังหวัด กำกับการทำงาน ดำเนินการฉีดน้ำรอบโรงงาน และตรวจจุดรั่วอื่นๆ ในส่วนของประชาชนในรอบโรงงาน เทศบาลเมืองปัตตานี ได้ประชาสัมพันธ์ให้ประชาชนทราบแล้ว และทำการเฝ้าระวังเหตุ รวมทั้งค้นหาประชาชนที่มีอาการจากเหตุการณ์นี้ เบื้องต้น ยังไม่มีผู้ได้รับบาดเจ็บ,0,,0,,Event-based Province,ไม่ระเบิด
467,30/03/2024,กรุงเทพมหานคร,13,อุบัติเหตุขนส่ง,LPG,การจราจร/ขนส่ง,วันที่ 30 มีนาคม 2567 เวลา 12.14 น. รับแจ้งจากทางแอพพลิเคชันไลน์ เหตุรถบรรทุกแก๊สแอลพีจี พลิกคว่ำ ใกล้เคียงชอคโกแลต วิลล์ ถนนประเสริฐมนูกิจ แขวงรามอินทรา เขตคันนายาว เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางชันกำลังไปที่เกิดเหตุ... อ่านข่าวต้นฉบับได้ที่ : https://www.matichon.co.th/local/crime/news_4500852,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
468,01/04/2024,นครปฐม,5,ไฟไหม้,กระดาษ,โกดัง,เกิดเหตุไฟไหม้ร้านรับซื้อของเก่ามาราธอนนานกว่า 4 ชั่วโมง,0,,0,,Website: ผู้จัดการออนไลน์,ไม่ระเบิด
469,04/04/2024,ราชบุรี,5,ไฟไหม้,กระดาษ,โรงงาน,เพลิงไหม้กองกระดาษ โรงงานรีไซเคิลขยะ จนท.พร้อมรถดับเพลิง ระดมหัวฉีดน้ำกว่า 3 ชั่วโมงถึงควบคุมได้ จ.ราชบุรี,0,,0,,Website: สวพ.FM91,ไม่ระเบิด
470,05/04/2024,ชลบุรี,6,ไฟไหม้,กระดาษ,โรงงาน,เพลิงไหม้โกดังโรงงานกระดาษ เสียหายวอดทั้งหลัง เจ้าหน้าที่พร้อมรถดับเพลิงเร่งระดมหัวฉีดน้ำเข้าล้อมเพลิง จ.ชลบุรี,0,,0,,Website: สวพ.FM92,ไม่ระเบิด
471,13/04/2024,ปทุมธานี,4,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้โรงงานรีไซเคิล ย่านลาดหลุมแก้ว เสียหายกว่า 10 ล้านบาท ยังไม่ทราบสาเหตุ... อ่านข่าวต้นฉบับได้ที่ : https://www.matichon.co.th/region/news_4524488,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
