no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
445,02/01/2024,สมุทรปราการ,6,รั่วไหล,Ammonia,โรงงาน,วันที่ 4 มกราคม 2567 เวลา 15.00 น. ทีม SAT สคร.6 ชลบุรี ได้รับแจ้งจากกลุ่มโรคไม่ติดต่อ (งาน Env Occ) สคร.6 ชลบุรี รับรายงานจาก สสจ.สมุทรปราการ เมื่อวันที่ 2 ม.ค.2567 เวลา 19.30 น. เกิดเหตุก๊าซแอมโมเนียรั่วไหล จากโรงงานน้ำแข็งแห่งหนึ่ง ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ โดยองค์การบริหารส่วนตำบลบางพลีใหญ่เข้าระงับเหตุและทำการปิดวาล์ว เบื้องต้น มีรายงานประชาชนได้รับบาดเจ็บจากการสูดดมก๊าซแอมโมเนียจำนวน 1 ราย เข้ารับการรักษาในรพ.จุฬารัตน์ 3 ผู้ป่วยมีประวัติเจ็บป่วยด้วยโรคมะเร็ง ปัจจุบันกลับมาพักรักษาตัวต่อที่บ้าน และพบผู้ที่มีอาการระคายเคืองคอ จำนวน 10 ราย (อยู่ระหว่างการติดตามอาการอย่างต่อเนื่อง) ไม่มีรายงานผู้เสียชีวิต จากการตรวจสอบข้อมูลพบว่า โรงงานน้ำแข็งดังกล่าวตั้งอยู่ในแหล่งชุมชน แต่ไม่มีประชาชนอาศัยอยู่รอบๆโรงงาน มีประชาชนที่อยู่อาศัยบริเวณใกล้เคียงห่างออกไป คาดการณ์ว่าการรั่วไหลน่าจะเกิดขึ้นตั้งแต่เวลา 12.00 น และเริ่มมีกลิ่นแรงขึ้นในช่วงเวลา 18.00 -19.00 น.แล้วจางหายไปหลังเวลา 22.00 น. สาเหตุของการรั่วไหล อยู่ระหว่างการสอบสวนเพิ่มเติม,1,ประชาชนทั่วไป,0,,Event-based DDC,ไม่ระเบิด
446,04/01/2024,สมุทรปราการ,6,รั่วไหล,ฟอสฟีน (Phosphine),การจราจร/ขนส่ง,วันที่ 5 มกราคม 2567 ทีม watch กรมควบคุมโรค ได้รับรายงานจาก สคร.6 ชลบุรี เมื่อวันที่ 4 มกราคม 2567 เวลา 19.00 น. เกิดเหตุรถบรรทุกถังสารเคมี 200 ลิตร เกิดการรั่วไหล จุดเกิดเหตุบริเวณปากซอยพรสว่าง 7 ถนนสุขุมวิท ต.สำโรงเหนือ อ.เมืองสมุทรปราการ พบกลุ่มควันลอยกระจายทั่วบริเวณและมีกลิ่นค่อนข้างรุนแรง เบื้องต้นพบเป็นสารเคมีอลูมิเนียมฟอสไฟด์ หรือ ฟอสฟีน (Phosphine) ซึ่งใช้ในการกำจัดมอด ปลวก ถือเป็นสารเคมีอันตราย เจ้าหน้าที่ดับเพลิง เทศบาลตำบลสำโรงเหนือ และเจ้าหน้าที่กู้ภัยในพื้นที่ เข้าระงับเหตุ โดยนำทรายมากลบในถัง และสามารถควบคุมสถารการณ์ดับกลุ่มควันสารเคมีรั่วไหลที่ฟุ้งกระจายในพื้นที่ได้ ในเวลา 21.35 น. รวมใช้เวลาระงับเหตุประมาณ 3 ชม. เหตุการณ์ครั้งนี้ ไม่มีผู้ได้รับบาดเจ็บ หรือได้รับผลกระทบ สำหรับทรายและถังสารเคมี บริษัทจะนำไปกำจัดทำลายตามกระบวนการต่อไป,0,,0,,Event-based DDC,ไม่ระเบิด
447,11/01/2024,สุรินทร์,9,อุบัติเหตุขนส่ง,เบนซิน ดีเซล,การจราจร/ขนส่ง,กู้ระทึก 8 ชั่วโมง รถบรรทุกน้ำมัน 4 หมื่นลิตรพลิกคว่ำ ทางหลวงหมายเลข 24 สุรินทร์,1,คนขับรถ,0,,website:Sanook,ไม่ระเบิด
448,12/01/2024,นครปฐม,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,บ่อขยะ,วันที่ 12 ม.ค.67 สคร.5 ราชบุรี ได้รับเหตุการณ์ไฟไหม้บ่อขยะที่ ต.ดอนทราย อ.ดอนตูม จ.นครปฐม โดยบริเวณบ่อขยะเป็นบ่อเก่ามีคนนำโฟมมาทิ้งถมบ่อขยะจนเกิดการสะสมโฟมและวัสดุที่ติดไฟได้ง่ายจนเกิดไฟลุกไหม้อย่างรุนแรงพบกลุ่มควันดำเป็นบริเวณกว้างและมีเพลิงลุกไหม้รุนแรง,0,,0,,Event-based DDC,ไม่ระเบิด
449,12/01/2024,นครราชสีมา,9,รั่วไหล,Ammonia,โรงงาน,วันที่ 12 มกราคม 2567 เวลา 08.40 น. ทีม SAT สำนักงานป้องกันควบคุมโรคที่ 9 นครราชสีมา ได้รับแจ้ง จากกลุ่มโรคจากการประกอบอาชีพและสิ่งแวดล้อม สคร.9 พบผู้ป่วยได้รับสารพิษแอมโมเนีย จำนวน 3 ราย เป็นพนักงานชาวพม่าในโรงงานจำหน่ายชิ้นส่วนไก่แห่งหนึ่ง อำเภอสีคิ้ว จังหวัดนครราชสีมา รายละเอียดดังนี้ วันที่ 11 ม.ค. 2567 เวลาประมาณ 07.15 พนักงานแรงงานต่างด้าวชาวพม่า ได้เข้าไปเอาน้ำแข็งเพื่อนำไปควบคุมอุณหภูมิชิ้นส่วนไก่ แต่ได้กลิ่นเหม็นฉุนผิดปกติ จึงได้แจ้งหัวหน้างาน และแจ้งช่างในโรงงานทราบ จากนั้นช่างจึงได้ให้พนักงานเปิดประตู หน้าต่างภายในโรงงานให้กว้างขึ้น เพื่อระบายกลิ่นสารเคมีออก และช่างได้เดินไปปิดวาล์วมอเตอร์ให้หยุดทำงาน และสั่งการเคลื่อนย้ายพนักงานให้ออกมาภายนอกอาคารจุดเกิดเหตุ โดยพนักงงานที่เข้าไปเอาน้ำแข็งจำนวน 3 ราย ได้สัมผัสกลิ่นแอมโมเนียโดยตรง มีอาการจุกแน่นหน้าอก เหนื่อย หายใจไม่สะดวก ผู้ป่วย 2 ราย นำส่งที่รพ.ด่านขุนทด อีก 1 ราย นำส่งที่รพ.สีคิ้ว สาเหตุการเกิดเหตุในครั้งนี้ เกิดจากมอเตอร์ที่ปล่อยสารแอมโมเนียดึงสารแอมโมเนียปล่อยออกมากเกินกว่าปกติ ปัจจัยเสี่ยงการเกิดเหตุ 1. โรงงานนี้ยังไม่เคยซ้อมแผนเนื่องจากเป็นโรงงานแห่งใหม่ ผจก.ฝ่ายผลิตแจ้งเพิ่มเติมว่าปลายปี 2567 นี้จะมีการซ้อมแผนอัคคีภัย และสารเคมีรั่วไหล เพื่อเตรียมความพร้อมในโรงงานหากเกิดเหตุ 2. อุปกรณ์ PPE โรงงานแห่งนี้มีเพียงหน้ากากอนามัย และหน้ากากสารเคมีบางจุด และรองเท้าบูท จึงได้แนะนำและกำชับว่าในจุดที่ทำงานและมีความเสี่ยงให้เพียงพอ 3. โรงงานแห่งนี้ยังไม่มีเจ้าหน้าที่ความปลอดภัย (จป.) ซึ่งแจ้งว่าอยู่ในระหว่างการรับสมัคร มีเพียงจป.หน่วยงาน 5 คน ที่ได้รับการอบรม มีห้องพยาบาลภายในโรงงานสำหรับปฐมพยาบาลเบื้องต้นเมื่อเกิดเหตุฉุกเฉิน,3,พนักงานโรงงาน,0,,Event-based DDC,ไม่ระเบิด
450,14/01/2024,ฉะเชิงเทรา,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,บ่อขยะ,วันที่ 14 ม.ค. 67 เวลา 22.13 น. ทีม SAT ประจำสัปดาห์ สคร.6 ได้รับแจ้งจาก กลุ่มโรคไม่ติดต่อ งานโรคจากการประกอบอาชีพและสิ่งแวดล้อม ได้รับรายงาน จาก สสจ.ฉะเชิงเทรา วันที่ 14 ม.ค. 67 ประมาณ 15.00 น ได้รับแจ้งเหตุเกิดเหตุเพลิงไหม้ บ่อขยะหมู่ที่ 7 ตำบลหัวสำโรง อำเภอแปลงยาว จังหวัดฉะเชิงเทราซึ่งเป็นบ่อขยะเก่า ของ อบต หัวสำโรง เป็นที่ดินเอกชน เคยอนุญาตให้ทิ้งขยะและปัจจุบันเลิกใช้แล้วเมื่อ ปี 2560 เกิดไฟลุกลามอย่างรวดเร็ว อบต.หัวสำโรงได้ระดมรถดับเพลิงและรถเครื่องกลหนัก จากท้องถิ่นเขตข้างเคียงมาช่วยกัน น้ำดับไฟ ควันไฟข้ามถนน 3351 ไปยังทิศตะวันตกเฉียงเหนือ เล็กน้อย สถานการณ์ประมาณเวลา 18.00น.เจ้าหน้าที่สามารถควบคุมเพลิงไว้ได้ แต่ยังคงมีการลุกไหม้อยู่ในปริมาณที่ลดลง ในรัศมี 1 กม ไม่มีบ้านเรือนพักอาศัย เบื้องต้น อสม.ตำบลสำรวจผู้ที่ได้รับผลกระทบทางสุขภาพ ยังไม่ได้รับรายงานว่ามีผู้ได้รับผลกระทบทางสุขภาพ,0,,0,,Event-based DDC,ไม่ระเบิด
451,17/01/2024,สุพรรณบุรี,5,ระเบิด,พลุ/ดอกไม้ไฟ,โรงงาน,วันที่ 17 ม.ค. 67 ทีม Watch ได้รับรายงานจากทีม watch กสธฉ.เหตุการณ์โรงงานพลุระเบิด ผู้เสียชีวิต 23 ราย จ.สุพรรณบุรี เหตุการณ์เกิดเมื่อวันที่ 17 มกราคม 2567 เวลาประมาณ 15.30 ได้เกิดเหตุโรงงานผลิตพลุระเบิด ในพื้นที่หมู่ที่ 3 ตำบลศาลาขาว อำเภอเมืองสุพรรณบุรี จังหวัดสุพรรณบุรี (บริเวณที่เกิดเหตุอยู่กลางทุ่งนา ห่างจากชุมชนมากกว่า 1 กิโลเมตร ไม่มีไฟฟ้า และน้ำประปา) เศษซากอาคาร และหลังคา ปลิวกระจัดกระจายเป็นวงกว้าง เสียงระเบิดดังไปไกล กว่าหลายกิโลเมตร เคยเกิดเหตุพลุระเบิดมาแล้ว เมื่อวันที่ 30 พฤศจิกายน 2565 เหตุการณ์ครั้งนั้น มีผู้เสียชีวิต 1 ราย และคนงานบาดเจ็บ 3 ราย ข้อมูลเบื้องต้น ณ. เวลา 16.27 น. สามารถควบคุมเพลิงไว้ได้ ซึ่งหน่วยงานที่เกี่ยวข้องดำเนินการลงพื้่นที่เพื่อตรวจสอบจำนวนผู้ประสบเหตุ คาดว่ามีผู้เสียชีวิตเบื้องต้น จำนวน 23 ราย สามารถพิสูจน์อัตลักษณ์ได้ จำนวน 15 ราย แบ่งเป็นเพศหญิง 10 ราย เพศชาย 5 ราย จากคนงานทั้งหมด 30 ราย (ข้อมูล ณ เวลา 17.00 น.) และยังไม่พบรายงานผู้บาดเจ็บ และยังไม่มีการจัดตั้งศูนย์พักพิง,0,,23,พนักงานโรงงาน,Event-based DDC,ระเบิด
452,21/01/2024,ลำพูน,1,ไฟไหม้,วัตถุไม่ทราบชนิด,โกดัง,"ลำพูนระทึก ไฟไหม้โรงงาน กลุ่มควันดำลอยฟุ้ง เจ้าหน้าที่เร่งดับเพลิง ก่อนตรวจสอบหาสาเหตุเพลิงไหม้ในครั้งนี้ เบื้องต้นไม่พบผู้บาดเจ็บ-เสียชีวิต

เมื่อเวลา 15.16 น. วันที่ 21 ม.ค.2567ศูนย์รับแจ้งเหตุ 191 บก.ภ.จ.ลำพูน และ ข่ายจามเทวี สภ.เมืองลำพูน รับแจ้งเหตุเพลิงไหม้โรงงาน เป็นบริษัทให้บริการคลังสินค้า จัดเก็บสินค้าแช่เย็นหรือแช่แข็ง โดยใช้สารฟรีออน R22 ไฟไหม้ตัวอาคารโรงงาน 1 โรงได้รับความเสียหาย บ้านฮ่องกอม่วง ม.6 ต.มะเขือแจ้ อ.เมืองลำพูน จ.ลำพูน โดยมีกลุ่มควันลอยขึ้นเป็นจำนวนมาก",0,,0,,website:Khaosod Online,ไม่ระเบิด
453,26/01/2024,พิษณุโลก,2,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,"ระทึก เพลิงไหม้กองขยะมหึมา 50 ตัน เมืองพิษณุโลก คาดเกิดจากไฟฟ้าลัดวงจร ระทึก เกิดเหตุเพลิงไหม้กองขยะมหึมากว่า 50 ตัน ของบริษัทรับซื้อขยะรีไซเคิลขนาดใหญ่ เมืองพิษณุโลก คาดว่าไฟฟ้าลัดวงจรเสาไฟฟ้าแล้วลุกลามไปติดกองขยะขนาดใหญ่ สูงเท่าตึก 5 ชั้น ต้องใช้รถดับเพลิงกว่า 20 คัน ระดมฉีดหล่อเลี้ยง ป้องกันเพลิงลุกลามบ้านเรือนประชาชนใกล้เคียง
เมื่อเวลา 03.00 น. วันที่ 26 ม.ค. 67 ร.ต.อ.ชานนท์ สมฤทธิ์ รอง สว.สอบสวน สภ.เมืองพิษณุโลก รับแจ้งว่ามีเหตุเพลิงไหม้ บริษัท วงษ์พาณิชย์ เลขที่ 19/9 หมู่ที่ 3 ต.ท่าทอง อ.เมือง จ.พิษณุโลก ซึ่งเป็นบริษัทรับซื้อขยะรีไซเคิลขนาดใหญ่และมีสาขาทั่วประเทศ จึงประสานขอรถดับเพลิงจากเทศบาลนครพิษณุโลก, เทศบาลตำบลท่าทอง และ อบต.ใกล้เคียง และของกองทัพภาคที่ 3 จำนวนกว่า 20 คัน ไปช่วยดับไฟ ก่อนเดินทางไปที่เกิดเหตุพร้อมเจ้าหน้าที่สมาคมกู้ภัยข่าวภาพ พิษณุโลก พบเพลิงกำลังลุกไหม้กองขยะมหึมาสูงเท่าตึก 5 ชั้น คาดว่ามีน้ำหนักไม่ต่ำกว่า 50 ตัน ที่อยู่บริเวณข้างสำนักงานของบริษัทวงษ์พาณิชย์ โดยเจ้าหน้าที่ดับเพลิงกำลังช่วยกันระดมฉีดน้ำบริเวณด้านบนกองขยะ และโดยรอบ เพื่อป้องกันมิให้ขยายเป็นบริเวณกว้างจนไปติดสำนักงานใหญ่ได้ คาดว่าต้องใช้เวลานานกว่าจะดับเพลิงในครั้งนี้ได้ เนื่องจากเป็นกองขยะขนาดใหญ่ เจ้าหน้าที่ทำได้แค่เพียงมิให้ลุกลามไปติดบ้านเรือนประชาชนที่อยู่ใกล้เคียงเท่านั้น",0,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
454,27/01/2024,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,วันที่ 30 มกราคม 67 เวลา 11.00 น. ทีม SAT ประจำสัปดาห์ สคร. 6 ชลบุรี ได้รับแจ้งจากกลุ่มโรคไม่ติดต่อ สคร.6 ชลบุรี ได้รับรายงานจาก งานโรคจากการประกอบอาชีพและสิ่งแวดล้อม ได้รับแจ้ง จาก สสจ.ปราจีนบุรี เกิดเหตุเพลิงไหม้ บ่อขยะต.กรอกสมบูรณ์ อ. ศรีมหาโพธิ จ. ปราจีนบุรี พื้นที่บ่อขยะกว่า 3 ไร่ เหตุเกิด วันที่ 27 มกราคม 2567ที่ผ่านมา ซึ่งขยายวงกว้างอย่างรวดเร็วแม้ว่าช่วงกลางดึกจะควบคุมสถานการณ์ได้แล้ว แต่เช้าวันรุ่งขึ้นได้ปะทุขึ้นมาอีกครั้ง เนื่องจากมีขยะจำนวนมากไม่ว่าจะเป็นกระดาษรวมทั้งพลาสติก และกล่องโฟม ที่ถูกนำมาทิ้งทับถมกันเป็นเวลานาน เจ้าหน้าที่ต้องใช้รถเบ็กโฮ 2 คัน ปรับพื้นที่และเกลี่ยกองขยะให้ออกจากกัน เพื่อฉีดน้ำลงบริวณกลางกองขยะ ซึ่งมีเปลวเพลิงลุกไหมอยู่ และขยะทับถมกันจำนวนมาก เจ้าหน้าที่ควบคุมเพลิงไหม้บ่อขยะที่จังหวัดปราจีนบุรี ได้แล้ว หลังจากลุกไหม้นาน 1 วัน 1 คืน และเจ้าหน้าที่จะเร่งลงพื้นที่เพื่อตรวจสอบว่า กลุ่มควันที่กระจายขยายวงกว้าง ส่งผลกระทบกับชาวบ้านในบระบบทางเดินหายใจ และยังรู้สึกแสบจมูก และแสบตา เข้าควบคุมเพลิงได้ ช่วงเช้า วันที่ 29 มกราคม 2567 ทั้งนี้ไม่มีรายงานผู้ได้รับบาดเจ็บและไม่มีเสียชีวิต,0,,0,,Event-based DDC,ไม่ระเบิด
455,29/01/2024,กาญจนบุรี,5,ไฟไหม้,สี / ทินเนอร์ / สารทำละลาย,โกดัง,ไฟไหม้ ถังสีนับร้อยในโรงงานปุ๋ย คนงานเผย ใบอ้อยที่ถูกเผาปลิวมาตกใส่ถัง จนเกิดการไหม้และระเบิด รถดับเพลิง 30 คันเข้าควบคุม คาดใช้เวลา 10 ชม.,0,,0,,website:Khaosod Online,ไม่ระเบิด
456,30/01/2024,ปทุมธานี,4,รั่วไหล,Ammonia,โรงงาน,พบเหตุการณ์แก๊สแอมโมเนียรั่วในโรงงานผลิตน้ำแข็งหลอด บริเวณชัยพฤกษ์คลอง 3 ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี ยังไม่พบพนักงานได้รับบาดเจ็บ แต่พื้นที่ใกล้เคียงบริเวณหมู่บ้านจัดสรรอยู่ด้านหลังโรงงาน พบผู้มีอาการแน่นหน้าอกยัง ไม่ทราบจำนวน เบื้องต้นเจ้าหน้าที่ และ อสม. ออกสำรวจผู้ได้รับผลกระทบเบื้องต้น ในโรงงานมีเครื่องผลิต น้ำแข็งหลอด ทั้งหมด 3 เครื่อง หยุดทำงาน 1 เครื่อง อีก 2 เครื่อง ดำเนินการต่อ,0,,0,,Event-based DDC,ไม่ระเบิด
457,02/02/2024,เชียงใหม่,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ระดมจนท.-รถน้ำสกัดไฟไหม้บ่อขยะ 4 ไร่ ทต.เวียงฝาง,0,,0,,website:Thai PBS,ไม่ระเบิด
458,19/02/2024,เชียงใหม่,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้บ่อขยะ พื้นที่ตำบลชมภู เจ้าหน้าที่เร่งควบคุม ไม่ให้ลุกลาม,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
459,24/02/2024,สมุทรปราการ,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,ชุมชน,"สมุทรปราการ-ไฟไหม้กองวัสดุของเก่า
เมื่อเวลา 14.00 น. ของวันที่ 24 กุมภาพันธ์ 2567 งานป้องกันและบรรเทาสารณภัย เทศบาลตำบลบางเสาธง ได้รับแจ้งเหตุ เพลิงไหม้กองวัสดุของเก่า ในซอย ซับแดง ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ รถดับเพลิงจาก อบต.บางเสาธง 2 คัน เทศบาลบางบ่อ 1 คัน อบต.บางบ่อ อบต.บางโฉลง 1 คัน หนองปรือ 1 คัน บางปลา 1 คัน อาสาดับเพลิงภาคตะวันออก 4 คัน และกู้ชีพเทศบาลบางเสาธง ระดมกำลังกันระงับเหตุ โดย นายก อำนาจ แซ่ลี้ ลงพื้นที่สั่งการให้รถแมคโค มาคุ้ยแก้ไขไฟ ที่คุอยู่ใต้พื้นจนดับสนิท",0,,0,,FB :Fire & Rescue Thailand,ไม่ระเบิด
