no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
194,07/02/2019,สมุทรปราการ,6,ระเบิด,สารเคมีไม่ทราบชนิด,สนามบิน,ด่วน! ถังสารเคมีระเบิด อาคารจอดรถสนามบินสุวรรณภูมิ,4,,1,,ข่าวสดออนไลน์,ระเบิด
195,22/02/2019,ระยอง,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,เพลิงไหม้โรงงานรีไซเคิลยางรถยนต์ใกล้โรงเรียนในระยอง นักเรียนอพยพหนีวุ่น,0,,0,,ผู้จัดการออนไลน์,ไม่ระเบิด
196,24/02/2019,ลำพูน,1,ปนเปื้อน,สารเคมีไม่ทราบชนิด,โรงงาน,เร่งกันสารเคมีรั่วไหลหลังไฟไหม้โรงงานย่านนิคมอุตสาหกรรมภาคเหนือ,0,,0,,TNEWS ONLINE,ไม่ระเบิด
197,27/02/2019,ชลบุรี,6,ไฟไหม้,สารเคมีไม่ทราบชนิด,โรงงาน,ระทึก! ไฟไหม้โรงงานเก็บสารเคมี จ.ชลบุรี วอดกว่า 10 ล้านบาท,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
198,15/03/2019,ราชบุรี,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้โรงงานพลาสติกและยางพารา อ.โพธาราม วอดเสียหาย,0,,0,,ข่าวช่อง 8,ไม่ระเบิด
199,05/04/2019,ปราจีนบุรี,6,รั่วไหล,Ammonia,โรงงาน,แอมโมเนียรั่ว ระทึก โรงน้ำแข็งกบินทร์บุรี หามคนงาน ชาวบ้านส่งรพ.วุ่น,3,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
200,25/05/2019,ชลบุรี,6,ระเบิด,สารเคมีไม่ทราบชนิด,ท่าเรือ,ไฟไหม้ตู้คอนเทนเนอร์บรรทุกสารเคมีระเบิดบนเรือขนส่งสินค้าท่าเทียบเรือเอ 2 ท่าเรือแหลมฉบัง,0,,0,,ผู้จัดการออนไลน์,ระเบิด
201,05/06/2019,ชลบุรี,6,อุบัติเหตุขนส่ง,กรดกำมะถัน(Sulfuric acid),การจราจร/ขนส่ง,ถนนลื่นรถบรรทุกสารเคมีพลิกคว่ำ ทำกรดใส่แบตเตอรี่รั่วที่ชลบุรี,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
202,12/06/2019,ชลบุรี,6,ไฟไหม้,สารเคมีไม่ทราบชนิด,การจราจร/ขนส่ง,รถพ่วงบรรทุกสารเคมี รั่วไหลขณะขนส่งทำไฟไหม้ ต้องปิดถนนสาย 331 ชั่วคราว,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
203,30/06/2019,กรุงเทพมหานคร,13,รั่วไหล,กรดไนตริกปุ๋ยยูเรีย,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,ควันและกลิ่นเคมีฟุ้งตึกซอยเยาวราช บุกค้นเจอถังกรดไนตริก ปุ๋ยยูเรียเพียบ,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
204,30/06/2019,เพชรบุรี,5,รั่วไหล,แก๊สไม่ทราบชนิด,ปั๊มน้ำมัน/แก๊ส,เพชรบุรีระทึก แก๊สรั่ว เจ้าหน้าที่เร่งระงับเหตุ,0,,0,,Fire & Rescue Thailand,ไม่ระเบิด
205,05/07/2019,ภูเก็ต,11,รั่วไหล,Ammonia,โรงงาน,ซ้ำซ้อน! ชาวบ้านราไวย์แตกตื่นก๊าซแอมโมเนียโรงน้ำแข็งราไวย์รั่ว,0,,0,,เวบข่าวภูเก็ต,ไม่ระเบิด
206,07/07/2019,สระบุรี,4,รั่วไหล,Ammonia,โรงงาน,ระทึก! แอมโมเนียรั่ว ฟุ้งโรงงานชำแหละไก่ พนักงานแน่นหน้าอก หามส่งรพ.นับสิบ,18,,0,,ข่าวสดออนไลน์,ไม่ระเบิด
207,14/07/2019,สงขลา,12,รั่วไหล,Ammonia,โรงงาน,หาดใหญ่ | เร่งช่วยเหลือ! แก๊สรั่วไหลในโรงงานผลิตน้ำแข็งหลอด,0,,0,,Hatyai Focus,ไม่ระเบิด
208,21/07/2019,เชียงใหม่,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,เหตุไฟไหม้บ่อขยะบริเวณหมู่ที่ 5 ต.สันผีเสื้อ อ.เมือง จ.เชียงใหม่ เจ้าหน้าที่สั่งระวังต่อเนื่อง กลัวประทุซ้ำ,0,,0,,ข่าวเชียงใหม่,ไม่ระเบิด
209,26/07/2019,นครศรีธรรมราช,11,รั่วไหล,Ammonia,โรงงาน,แก๊สพิษโรงงานใหญ่รั่วคนงานบาดเจ็บกว่าครึ่งร้อย ,64,,0,,ข่าว TNN ช่อง 16,ไม่ระเบิด
210,26/07/2019,ระยอง,6,อุบัติเหตุขนส่ง,โซเดียมไฮดรอกไซด์,การจราจร/ขนส่ง,รถสารเคมี อดิตยา เบอร์ล่า พลิกคว่ำสารเคมีรั่วไหล หวิดระเบิด ประธานชุมชนโวยกลัวชาวบ้านได้รับผลกระทบสิ่งแวดล้อมเสียหาย,0,,0,,นสพ.อีสเทิร์นระยอง,ไม่ระเบิด
211,13/08/2019,ระยอง,6,อุบัติเหตุขนส่ง,กรดซัลฟูริก ,การจราจร/ขนส่ง,รถบรรทุกน้ำกรดพลิกคว่ำบนถนนในเขตมาบตาพุด​ จ.ระยอง​ ทำน้ำกรดกว่า 500​ ลิตรรั่วไหล,0,,0,,ผู้จัดการออนไลน์,ไม่ระเบิด
212,30/08/2019,ชลบุรี,6,อุบัติเหตุขนส่ง,น้ำยาที่ใช้ผสมทำน้ำยาบ้วนปาก,การจราจร/ขนส่ง,รถพ่วง 18 ล้อ หักหลบกะทันหันเสียหลักพลิกคว่ำสารเคมีทะลักเต็มถนน,0,,0,,สยามรัฐออนไลน์,ไม่ระเบิด
213,18/09/2019,เชียงใหม่,1,รั่วไหล,ก๊าซ sanacide – R7 ,โรงงาน,ระทึก! สารเคมีรั่วใน รพ.ดังเชียงใหม่ หมอ-คนไข้อพยพวุ่น,0,,0,,Workpoint News,ไม่ระเบิด
214,20/09/2019,เลย,8,อุบัติเหตุขนส่ง,รับเบอร์โซเว้นท์,การจราจร/ขนส่ง,ขับรถวันแรกยางระเบิดสารเคมีรั่วไหล ไฟลุกคลอกสาหัส ก่อนเสียชีวิต,1,,0,,Workpoint News,ไม่ระเบิด
215,20/09/2019,สมุทรปราการ,6,อุบัติเหตุขนส่ง,กรดไนตริก,การจราจร/ขนส่ง,พ่วงเบียดเก๋งพัง กรดไนตริกไหล ชาวบ้านหนีตายวุ่น,0,,0,,เดลินิวส์ออนไลน์,ไม่ระเบิด
216,27/09/2019,พระนครศรีอยุธยา,4,อุบัติเหตุขนส่ง,เอทานอล,การจราจร/ขนส่ง,รถบรรทุกเอทานอลคว่ำที่วังน้อย ไฟลุกท่วมรถติด 3 กม. ลามโดนรถเสียหาย 5 คัน ,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
217,17/10/2019,สมุทรปราการ,6,รั่วไหล,Ammonia,โรงงาน,หนีตายอลหม่าน!ท่อส่งก๊าซแอมโมเนียโรงงานชำแหละไก่ระเบิด,0,,0,,โพสต์ทูเดย์,ระเบิด
218,22/11/2019,สระบุรี,4,ไฟไหม้,บ่อขยะ,บ่อขยะ,ชาวบ้านช่วยเข้าดับไฟบ่อขยะบ้านเขาดิน หลังถูกไฟไหม้แรมเดือน,0,,0,,คม  ชัด ลึก,ไม่ระเบิด
219,26/11/2019,ชัยนาท,3,ไฟไหม้,บ่อขยะ,บ่อขยะ,ระทึก! ไฟไหม้บ่อขยะ ลามเป็นวงกว้างควันพุ่งรัศมี 2 กม. ชาวบ้านวอนแก้ไขด่วน,0,,0,,นสพ.บ้านเมือง,ไม่ระเบิด
220,28/11/2019,ลำปาง,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ชาวลำปางเริ่มเจ็บป่วยจากควันไฟบ่อขยะนานกว่า 30 ชม.ยังดับไม่สนิท,0,,0,,ไทยโพสต์,ไม่ระเบิด
221,28/11/2019,จันทบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,เกิดเหตุเพลิงไหม้บ่อขยะ กินเนื้อที่เป็นวงกว้าง ระดม จนท.สกัดแต่ยังไม่สามารถควบคุมไว้ได้,0,,0,,สยามรัฐออนไลน์,ไม่ระเบิด
222,10/12/2019,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ปราจีนบุรี ไฟไหม้บ่อขยะกลางดึก,0,,0,,Police Magazine 24,ไม่ระเบิด
223,17/12/2019,ขอนแก่น,7,อุบัติเหตุขนส่ง,Ammonia,การจราจร/ขนส่ง,รถบรรทุกสารเคมีพลิกคว่ำริมถนนมิตรภาพคนขับเจ็บ,1,,0,,TNN NEWS,ไม่ระเบิด
224,21/12/2019,พังงา,11,อุบัติเหตุขนส่ง,น้ำมันเชื้อเพลิง,การจราจร/ขนส่ง,ด่วน...รถบรรทุกน้ำมันพลิกคว่ำบนถนนบายพาสโคกกลอย,0,,0,,ข่าวเนชั่นทีวี,ไม่ระเบิด
