no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
284,05/01/2021,สมุทรสาคร,5,ระเบิด,น้ำมันเตา,โรงงาน,หม้อต้มน้ำมันระเบิดเผารง. ไฟคลอกลูกจ้างดับ1สาหัส1,1,พนักงาน,1,พนักงาน,เดลินิวส์ออนไลน์,ระเบิด
285,09/01/2021,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้บ่อขยะเมืองเก่าชี้วอด10ไร่เร่งดับ นอภ.กบินทร์ฯยันดับได้หมดภายในเย็นนี้,0,,0,,In NEWS,ไม่ระเบิด
286,10/01/2021,แม่ฮ่องสอน,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้บ่อขยะ หมู่บ้านกุงไม้สัก ต.ปางหมู อ.เมืองแม่ฮ่องสอน ขณะนี้สามารถควบคุมเพลิงได้ในระดับหนึ่ง ด้าน อบต. จัดรถบรรทุกน้ำเฝ้าระวัง 24 ชั่วโมง ป้องกันปะทุซ้ำ,0,,0,,เว็บไซต์สำนักข่าวกรมประชาสัมพันธ์ (แม่ฮ่องสอน),ไม่ระเบิด
287,11/01/2021,แพร่,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,พ่อเมืองแพร่ ร่วมกับหน่วยงาน ลงพื้นที่แก้ปัญหาไฟไหม้บ่อขยะ ต.เตาปูน อย่างเร่งด่วน,0,,0,,ข่าวบริคอินโฟ (brickinfotv.com),ไม่ระเบิด
288,16/01/2021,ฉะเชิงเทรา,6,ลักลอบทิ้ง,น้ำเสีย,แหล่งน้ำ,คพ.จับรง.ทิ้งน้ำเสียแควระบม ,0,,0,,ข่าวสดออนไลน์,ไม่ระเบิด
289,20/01/2021,แม่ฮ่องสอน,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้ บ่อขยะ,0,,0,,Facebook - อาสาสมัครดับเพลิงและกู้ภัย ฐาน บุญวิภา,ไม่ระเบิด
290,21/01/2021,ฉะเชิงเทรา,6,ลักลอบทิ้ง,กากอุตสาหกรรม,ชุมชน,การป้องกัน ปราบปรามการลักลอบทิ้งสารเคมีอย่างผิดกฎหมายในพื้นที่อำเภอสนามชัยเขต จังหวัดฉะเชิงเทรา,0,,0,,เว็บไซต์ ศปป.4 กอ.รมน.,ไม่ระเบิด
291,26/01/2021,ลพบุรี,4,ไฟไหม้,บ่อขยะ,บ่อขยะ,ผู้ว่าฯ ลพบุรี ลงพื้นที่อำนวยการแก้ไขปัญหาสถานการณ์เพลิงไหม้บ่อขยะเทศบาลตำบลดีลัง หมู่ 4 ตำบลดีลัง อ.พัฒนานิคม,0,,0,,เว็บไซต์จังหวัดลพบุรี,ไม่ระเบิด
292,29/01/2021,เพชรบุรี,5,ไฟไหม้,น้ำมันหล่อลื่น,โรงงาน,ด่วน เกิดเหตุไฟไหม้โรงงานน้ำมันหล่อลื่น เพชรบุรี เสียงระเบิดดังเป็นระยะ,0,,0,,ไทยรัฐออนไลน์,ระเบิด
293,07/02/2021,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้บ่อขยะกบินทร์ยังคุกรุ่น ควันลอยฟุ้ง ชาวบ้านเริ่มแสบจมูกหายใจไม่ออก,0,,0,,นสพ.บ้านเมือง,ไม่ระเบิด
294,19/02/2021,สมุทรปราการ,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ด่วน! เพลิงไหม้โรงงานพลาสติก กลุ่มควันดำหนาแน่น มีเสียงระเบิด,0,,0,,ข่าวสดออนไลน์,ระเบิด
295,21/02/2021,กรุงเทพมหานคร,13,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้โรงงานพลาสติก ซอยสาธุประดิษฐ์ 24 ควันโขมง ลามเผาบ้าน 4 หลัง ,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
296,21/02/2021,สุราษฎร์ธานี,11,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ด่วน!เพลิงไหม้โรงงานถุงมือศรีตรัง ยังควบคุมเพลิงไม่ได้,0,,0,,เดลินิวส์ออนไลน์,ไม่ระเบิด
297,02/03/2021,ลำปาง,1,ไฟไหม้,บ่อขยะ,บ่อขยะ,ลำปาง - ไหม้บ่อขยะ! อ.เกาะคา ควันโพยพุ่ง อปท.ระดมรถน้ำสกัดไฟ สาเหตุคนจุดไฟเผา,0,,0,,เว็บไซต์ฅนลำปาง,ไม่ระเบิด
298,20/03/2021,นครราชสีมา,9,ลักลอบทิ้ง,กากอุตสาหกรรม,โรงงาน,จนท.ตรวจสอบโรงงานอุตสาหกรรมพื้นที่ปากช่อง หลังปชช.ร้องเรียนมีการลักลอบฝังกลบสารเคมี-ส่งกลิ่นเหม็นรบกวน,0,,0,,สยามรัฐออนไลน์,ไม่ระเบิด
299,21/03/2021,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ระทึก! ไฟไหม้บ่อขยะโรงเรียนกลางดึก เร่งดับหวั่นก่อมลพิษนร.,0,,0,,นสพ.บ้านเมือง,ไม่ระเบิด
300,22/03/2021,สมุทรสาคร,5,อุบัติเหตุขนส่ง,น้ำมันเชื้อเพลิง,การจราจร/ขนส่ง,ฝนตกถนนลื่น รถบรรทุกน้ำมันเสียหลักพุ่งชนการ์ดเลน จนหัวรถขาด ,1,,0,,ประเด็นดังช่าวเด่น,ไม่ระเบิด
301,23/03/2021,ชุมพร,11,อุบัติเหตุขนส่ง,น้ำมันกลั่น (นม.เตา),การจราจร/ขนส่ง,หนุ่มหลับใน รถพ่วงเสยท้ายรถบรรทุกน้ำมัน ไฟลุกท่วม หนีตายกลางแยก,1,,0,,ข่าวสดออนไลน์,ไม่ระเบิด
302,24/03/2021,สมุทรปราการ,6,อุบัติเหตุขนส่ง,สี / ทินเนอร์ / สารทำละลาย,การจราจร/ขนส่ง,คอนเทนเนอร์สารเคมี ระเบิดริมถนนเทพรัตนฝั่งขาเข้า บาดเจ็บหลายรายรถติดหนัก,4,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
303,02/04/2021,สมุทรปราการ,6,ไฟไหม้,สี / ทินเนอร์ / สารทำละลาย,โรงงาน,ระทึก! ไฟไหม้ โรงงานพ่นสีโลหะ วอดกว่าสิบล้าน,0,,0,,สยามรัฐออนไลน์,ไม่ระเบิด
304,11/04/2021,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้โรงงานรองเท้า จ.สมุทรสาคร ดับเพลิง 2 ราย ได้รับบาดเจ็บ,2,,0,,ประชาชาติธุรกิจ,ไม่ระเบิด
305,13/04/2021,นครศรีธรรมราช,11,อุบัติเหตุขนส่ง,น้ำมันเชื้อเพลิง,การจราจร/ขนส่ง,รถบรรทุกน้ำมันเกือบ 2 หมื่นลิตร ชนเกาะกลางถนนบนสาย 41 พลิกคว่ำระเบิดไฟท่วมวอดทั้งคัน,1,,0,,สยามรัฐออนไลน์,ไม่ระเบิด
306,21/04/2021,นครปฐม,5,ไฟไหม้,น้ำมันหล่อลื่น,โกดัง,ไฟไหม้โกดังเก็บน้ำมัน อ้อมใหญ่ ติดปั๊มปตท. ระดมรถดับเพลิงมากว่า 10 คัน,0,,0,,ไทยรัฐออนไลน์,ไม่ระเบิด
307,05/04/2021,สมุทรปราการ,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ระทึกไฟไหม้กองขยะย่านคลองด่าน,0,,0,,เว็บไซต์ 77 ข่าวเด็ด,ไม่ระเบิด
308,16/05/2021,ขอนแก่น,7,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ระทึก!ไฟไหม้โรงงานพลาสติก ชาวบ้านหวั่นลามเข้าปั๊ม,0,,0,,เดลินิวส์ออนไลน์,ไม่ระเบิด
309,20/05/2021,กรุงเทพมหานคร,13,อุบัติเหตุขนส่ง,ก๊าซ NGV,การจราจร/ขนส่ง,ด่วน รถบรรทุกแก๊สเอ็นจีวี.รั่ว ย่านนวมินทร์ (ขาเข้า),0,,0,,คมชัดลึกออนไลน์ ,ไม่ระเบิด
310,01/06/2021,ชุมพร,11,รั่วไหล,ก๊าซแอมโมเนีย,โรงงาน,ฮือเผ่นหนีตายวุ่น วาล์วถังแก๊สหัก-แอมโมเนียรั่วไหลทะลัก,0,,0,,เดลินิวส์ออนไลน์,ไม่ระเบิด
311,08/06/2021,เชียงใหม่,1,ระเบิด,โปรแตสเซียมคลอเรต,โกดัง,โกดังเก็บสารเร่งลำไยระเบิด เพลิงไหม้ลามอาคาร 6 หลัง เสียหายหนัก,0,,0,,ข่าวสดออนไลน์,ระเบิด
312,23/06/2021,ฉะเชิงเทรา,6,ลักลอบทิ้ง,น้ำมันไม่ทราบชนิด,แหล่งน้ำ,ทิ้งสารเคมีลงคลอง ส่งกลิ่นเหม็นเร่งเก็บตัวอย่างตรวจ,0,,0,,เดลินิวส์ออนไลน์,ไม่ระเบิด
313,05/07/2021,สมุทรปราการ,6,ระเบิด,สไตรีน โมโนเมอร์ ,โรงงาน,โรงงานกิ่งแก้วไฟไหม้: สารเคมีตกค้าง ปัญหาใหม่หลังเหตุไฟไหม้โรงงานสารเคมี จ.สมุทรปราการ,40,,1,พนง ดับเพลิง,BBC News (website),ระเบิด
314,06/07/2021,กรุงเทพมหานคร,13,ไฟไหม้,แอลกอฮอล์,โกดัง,ด่วน ! เกิดเหตุไฟไหม้โรงงานนิคมอุตสาหกรรม ลาดกระบัง,0,,0,,ประชาชาติธุรกิจออนไลน์,ไม่ระเบิด
315,30/07/2021,เชียงราย,1,อุบัติเหตุขนส่ง,น้ำมันดีเซล,การจราจร/ขนส่ง,ระทึก! รถน้ำมันชนท้ายรถบรรทุกไม้ พลิกคว่ำน้ำมันหมื่นลิตรไหลทะลักเต็มถนน,0,,0,,บ้านเมืองออนไลน์,ไม่ระเบิด
316,14/08/2021,นครราชสีมา,9,ไฟไหม้,บ่อขยะ,บ่อขยะ,ไฟไหม้บ่อขยะเสิงสาง จ.นครราชสีมา ควันปกคลุมชุมชนใกล้เคียง,0,,0,,ข่าว 8 ออนไลน์,ไม่ระเบิด
