no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
515,03/01/2025,ชลบุรี,6,ไฟไหม้,น้ำมันไม่ทราบชนิด,โกดัง,ชลบุรี-ไฟไหม้ไหม้โกดังรีไซเคิลน้ำมัน,0,,0,,FB :Fire & Rescue Thailand,ไม่ระเบิด
516,17/01/2025,สมุทรปราการ,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ยังดับไม่ได้ ไฟไหม้บ่อขยะเอกชน ที่สมุทรปราการ ผู้ว่าฯ ตั้งศูนย์อพยพช่วยชาวบ้าน,0,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
517,21/01/2025,พระนครศรีอยุธยา,4,ไฟไหม้,กระดาษ,โกดัง,อยุธยา-ไฟไหม้โกดังโรงงานกระดาษอัด,0,,0,,FB :Fire & Rescue Thailand,ไม่ระเบิด
518,30/01/2025,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โกดัง,ด่วน ไฟไหม้โกดัง ที่เก็บกองยาง อ.บ้านแพ้ว สมุทรสาคร เจ้าหน้าที่เร่งดับเพลิง,0,พนักงานโรงงาน+ประชาชน,0,,website:กรุงเทพธุรกิจ,ไม่ระเบิด
519,11/02/2025,ลพบุรี,4,รั่วไหล,Ammonia,โรงงาน,สั่งปิดโรงงานน้ำแข็งหลังก๊าซแอมโมเนียรั่ว จ.ลพบุรี,40,พนัักงานขับรถ,0,,Website: Thai PBS,ไม่ระเบิด
520,13/02/2025,น่าน,1,อุบัติเหตุขนส่ง,น้ำมันดีเซล,การจราจร/ขนส่ง,"รถบรรทุกน้ำมัน 42,000 ลิตร เบรกแตกพลิกคว่ำ",1,,0,,Website:chiangmainews,ไม่ระเบิด
521,21/02/2025,กรุงเทพมหานคร,13,อุบัติเหตุขนส่ง,กรดไนตริก,การจราจร/ขนส่ง,รถบรรทุกสารเคมีพลิกคว่ำ มีควันสีส้มกระจายฟุ้งเต็มถนน พบมีกลิ่นฉุนทะลุเข้ารถผ่านไปมา,0,,1,พนักงานขับรถ,Website: ข่าวสดออนไลน์,ไม่ระเบิด
522,22/02/2025,ชัยภูมิ,9,อุบัติเหตุขนส่ง,น้ำมันดีเซล,การจราจร/ขนส่ง,เกิดเหตุรถบรรทุกน้ำมัน เกิดเสียหลักพลิกคว่ำ,0,,0,,Website:กรมป้องกันและบรรเทาสาธารณภัย,ไม่ระเบิด
523,16/03/2025,นนทบุรี,4,ไฟไหม้,กระดาษ,โรงงาน,ไฟไหม้โรงงานกระดาษ จ.นนทบุรี ระดมดับเพลิง 20 คัน คาดเสียหายไม่ต่ำกว่า 500 ล้าน,0,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
524,19/03/2025,นครปฐม,5,ไฟไหม้,กระดาษ,โรงงาน,เพลิงไหม้โรงงานกระดาษนครปฐม นานกว่า 3 ชม.เสียหายกว่า 10 ล้านบาท,0,พนักงานขับรถ,0,,Website: ผู้จัดการออนไลน์,ไม่ระเบิด
525,15/04/2025,สุรินทร์,9,อุบัติเหตุขนส่ง,น้ำมันดีเซล,การจราจร/ขนส่ง,"ระทึก รถบรรทุกน้ำมัน 42,000 ลิตร พลิกคว่ำที่สุรินทร์ พบน้ำมันรั่วไหล",1,,0,,website:กรุงเทพธุรกิจ,ไม่ระเบิด
526,29/04/2025,ฉะเชิงเทรา,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โกดัง,ด่วน! ไฟไหม้โรงงานพลาสติก พนมสารคาม เพลิงโหมทะลุหลังคา ควันพวยพุ่ง,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
527,11/05/2025,กรุงเทพมหานคร,13,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โกดัง,ไฟไหม้โกดังย่านลาดกระบัง เจ้าหน้าที่เร่งควบคุมสถานการณ์ ค่าเสียหายยังประเมินไม่ได้,0,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
528,12/05/2025,ปทุมธานี,4,ไฟไหม้,กระดาษ,โรงงาน,ด่วน ไฟไหม้โกดังโรงงานรีไซเคิล ลาดหลุมแก้ว ปทุมธานี เจ้าหน้าที่เร่งระงับเหตุ,0,พนักงานขับรถ,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
529,24/05/2025,กรุงเทพมหานคร,13,อุบัติเหตุขนส่ง,เบนซิน,การจราจร/ขนส่ง,"ระทึก! รถ 10 ล้อบรรทุกน้ำมัน 16,000 ลิตรพลิกคว่ำตะแคง น้ำมันเบนซินรั่วไหลเต็มถนน ราษฎร์พัฒนา ปิดการจราจรเร่งเคลียร์พื้นที่ คนขับรถพ่วง 22 ล้อ อ้างรถบรรทุกน้ำมันขับเลี้ยวตัดหน้ากะทันหัน",1,พนักงานขับรถ,0,,Website: มติชนออนไลน์,ไม่ระเบิด
530,26/05/2025,ประจวบคีรีขันธ์,5,อุบัติเหตุขนส่ง,LPG,การจราจร/ขนส่ง,รถก๊าซ LPG พลิกคว่ำ ประจวบฯ จนท.ปิดจราจรชั่วคราว แนะปชช.เลี่ยงเส้นทาง,1,พนักงานขับรถ,0,,Website: มติชนออนไลน์,ไม่ระเบิด
531,03/06/2025,สงขลา,12,อุบัติเหตุขนส่ง,น้ำมันไม่ทราบชนิด,การจราจร/ขนส่ง,อุบัติเหตุรถบรรทุกน้ำมันตกข้างทาง จะโหนง,1,,0,,FB: Patani People News,ไม่ระเบิด
532,05/06/2025,ชลบุรี,6,รั่วไหล,น้ำมันดิบ,แหล่งน้ำ,น้ำมันดิบ “ไทยออยล์” รั่วกลางทะเล 20 ตัน คาดคราบน้ำมันเข้าฝั่งเกาะสีชังเย็นนี้,0,,0,,website: greennews,ไม่ระเบิด
533,09/06/2025,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,เพลิงไหม้บ่อขยะ ในพื้นที่อำเภอศรีมหาโพธิ สามารถควบคุมเพลิงได้สำเร็จภายใน 3 ชั่วโมง และไม่มีผู้บาดเจ็บ จ.ปราจีนบุรี,0,,2,พนักงานขับรถ,Website: สวพ.FM92,ไม่ระเบิด
534,11/06/2025,เพชรบุรี,5,อุบัติเหตุขนส่ง,น้ำมันพืช,การจราจร/ขนส่ง,หนุ่มชุมพรขับรถบรรทุกน้ำมันพืช หลับในชนเสาไฟฟ้าริมถนนเพชรเกษม เสียชีวิต 2 ราย,0,พนักงานโรงงาน,0,,FB: เพชรภูมิ ฮอตนิวส์,ไม่ระเบิด
535,20/06/2025,ระยอง,6,ไฟไหม้,สี / ทินเนอร์ / สารทำละลาย,โรงงาน,ไฟไหม้วอด รง.เฟอร์นิเจอร์ชื่อดังย่านวังจันทร์ จ.ระยอง คนงานกว่า 20 ชีวิตหนีตายอลหม่าน,2,,0,,Website: ผู้จัดการออนไลน์,ระเบิด
536,26/06/2025,ปทุมธานี,4,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,เพลิงไหม้โรงงานเครื่องใช้ไฟฟ้า กลางเมืองปทุม จนท.รุดดับวุ่น,0,พนักงานบริษัท,10,พนักงานบริษัท,Website: มติชนออนไลน์,ไม่ระเบิด
537,30/06/2025,สระบุรี,4,ไฟไหม้,กระดาษ,โรงงาน,อัปเดตเหตุไฟไหม้โรงงานกระดาษ ที่สระบุรี เสียชีวิต 8 ศพ สูญหาย 2 ราย,26,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
538,07/07/2025,สมุทรสาคร,5,ไฟไหม้,น้ำมันไม่ทราบชนิด,โรงงาน,ด่วน! ไฟไหม้โรงงานในสมุทรสาคร เพลิงลุกลามหนัก จนท.เร่งรุดเข้าพื้นที่... อ่านข่าวต้นฉบับได้ที่ : https://www.matichon.co.th/local/crime/news_5264070?utm_source=chatgpt.com,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
539,26/07/2025,ชลบุรี,6,ไฟไหม้,น้ำมันก๊าซ,คลังน้ำมัน,ด่วน! ไฟไหม้คลังน้ำมัน ในพื้นที่บ้านแหลมฉบังเก่า จ.ชลบุรี จนท.รุดเข้าควบคุมเพลิง... อ่านข่าวต้นฉบับได้ที่ : https://www.matichon.co.th/local/crime/news_5293739,0,พนักงาน,2,,Website: มติชนออนไลน์,ไม่ระเบิด
540,30/07/2025,สุพรรณบุรี,5,ระเบิด,พลุ/ดอกไม้ไฟ,บ้านพัก/ที่อยู่อาศัย,อัปเดต พลุระเบิดสุพรรณบุรี เสียชีวิต 9 คน บาดเจ็บ 2 คน,9,,0,,Website: มติชนออนไลน์,ระเบิด
