no,date,province,odpc,type_source,type_cause,place,detail_source,count_injured,type_injurey,count_dead,type_dead,data_source,explode
541,05/08/2025,นครราชสีมา,9,ไฟไหม้,บ่อขยะ,บ่อขยะ,"วันอังคารที่ 5 สิงหาคม 2568 
 📍09.40 น. งานป้องกันและบรรเทาสาธารณะภัย ได้รับแจ้ง เหตุเพลิงไหม้บ่อขยะ หมู่ 12 ตำบลขนงพระ อำเภอปากช่อง จังหวัดนครราชสีมา",0,,0,,FB: องค์การบริหารส่วนตำบลขนงพระ,ไม่ระเบิด
542,07/08/2025,เพชรบุรี,5,ไฟไหม้,สี / ทินเนอร์ / สารทำละลาย,โรงงาน,ไฟไหม้โรงงานถุงพลาสติก “เขาย้อย” รอบ 3 โหมหนัก! ระดมนักดับเพลิงสกัดโฟมนานนับชั่วโมง ยังควบคุมเพลิงไม่ได้,0,,0,,Website: MGR online,ไม่ระเบิด
543,12/08/2025,ฉะเชิงเทรา,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้ร้านรับซื้อของเก่า บางปะกง รถดับเพลิง 20 คัน ระดมฉีดน้ำ ใช้เวลากว่า 2 ชม.คุมเพลิงได้,0,,0,,Website: 3Plus news,ไม่ระเบิด
544,30/08/2025,หนองบัวลำภู,8,ไฟไหม้,พลุ/ดอกไม้ไฟ,โกดัง,ไฟไหม้โกดังเก็บสินค้า! เสียงพลุ-ประทัด ระเบิดดังสนั่น คาดสั่งมาเตรียมขายออกพรรษา,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
545,13/09/2025,สมุทรสาคร,5,ไฟไหม้,น้ำมันเครื่อง,โรงงาน,“เพลิงไหม้โรงงานผลิตน้ำมันเก่ารีไซเคิลพื้นที่ตำบลท่าทราย”,0,,0,,Website: มติชนออนไลน์,ไม่ระเบิด
546,13/09/2025,ระยอง,6,ไฟไหม้,พลาสติก,โรงงาน,เสียงบึ้มดังสนั่นหลายครั้ง ไฟไหม้โรงงานพลาสติก ควันดำพวยพุ่งเสียดฟ้า... อ่านข่าวต้นฉบับได้ที่ : https://www.khaosod.co.th/breaking-news/news_9935627,0,,0,,Website: ข่าวสดออนไลน์,ไม่ระเบิด
547,15/09/2025,กรุงเทพมหานคร,13,ไฟไหม้,แมกนีเซียม และกรดซัลฟิวริก,โรงงาน,ไฟไหม้โรงงานกำจัดสารเคมี ซอยแสมดำ 17 เจ้าหน้าที่เร่งควบคุมสถานการณ์,0,,0,,Website: ไทยรัฐออนไลน์,ไม่ระเบิด
548,13/10/2025,ชลบุรี,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ฟ้าผ่าโรงงานโฟมกันกระแทก ไฟลุกไหม้ ควันดำลอยขึ้นฟ้า เสียงระเบิดดังสนั่น,0,,0,,Website: ไทยรัฐออนไลน์,ระเบิด
549,15/10/2025,กาฬสินธุ์,7,รั่วไหล,Ammonia,โรงงาน,แอมโมเนียรั่วไหลในโรงงานน้ำแข็ง อำเภอกมลาไสย จังหวัดกาฬสินธ,18,,0,,M-EBS DDC,ไม่ระเบิด
550,06/11/2025,กรุงเทพมหานคร,13,รั่วไหล,โซเดียมไฮโดรซัลไฟต์,อาคารพาณิชย์/สํานักงาน/ร้านจําหน่าย,สารเคมีรั่วไหล ใกล้ชุมชนเล่งบ๊วยเอี๊ยะ กลิ่นกระจายทั่วพื้นที่,0,,0,,Website: Thai PBS,ไม่ระเบิด
551,12/11/2025,สมุทรปราการ,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ด่วน! ไฟไหม้โรงงานใหญ่ บางพลี จ.สมุทรปราการ ยังควบคุมเพลิงไม่ได้,0,,0,,website: กรุงเทพธุรกิจ,ไม่ระเบิด
552,16/11/2025,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,ไฟไหม้โกดังสินค้าขนาดใหญ่ใน จ.สมุทรสาคร มูลค่าเสียหายยังไม่สามารถประเมินได้,0,,0,,website:ไทยรัฐออนไลน์,ไม่ระเบิด
553,02/12/2025,ระยอง,6,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,ร้านรับซื้อของเก่า,เกิดเหตุไฟไหม้ร้านรับซื้อของเก่าใน อ.ปลวกแดง จ.ระยอง ยังควบคุมเพลิงไม่ได้ทั้งหมด,0,,0,,Website: MGR online,ไม่ระเบิด
554,03/12/2025,ปราจีนบุรี,6,ไฟไหม้,บ่อขยะ,บ่อขยะ,ระทึก! เพลิงไหม้บ่อขยะ ‘ปราจีนบุรี’ ระดมรถดับเพลิงฉีดน้ำสกัด 7 คัน คุมได้ในวงจำกัด... สามารถติดตามต่อได้ที่ : https://www.dailynews.co.th/news/5366530/,0,,0,,Website: เดลินิวส์,ไม่ระเบิด
555,04/12/2025,ชลบุรี,6,ไฟไหม้,กระดาษ,โรงงาน,เกิดเหตุไฟไหม้โรงงานรีไซเคิลกระดาษอัดแท่งอย่างรุนแรงรถดับเพลิงหลายพื้นที่เร่งระดมกำลังเข้าระงับเพลิง ไม่สามารถควบคุมเพลิงได้ เจ้าหน้าที่ฉีดน้ำสกัดทั้งคืน... อ่านข่าวต้นฉบับได้ที่ : https://www.khaosod.co.th/around-thailand/news_10047344,0,ประชาชนทั่วไป,0,,Website: ข่าวสดออนไลน์,ไม่ระเบิด
556,15/12/2025,นครปฐม,5,รั่วไหล,Ammonia,โรงงาน,นครปฐม///ระทึกกลางดึก!แอมโมเนียโรงงานน้ำแข็งนครปฐมรั่ว อพยพชาวบ้านกว่าร้อย ตั้งศูนย์วัดไร่ขิง ส่ง 9 รายบาดเจ็บเข้า รพ.,9,ประชาชนทั่วไป,0,,Website: Top news,ไม่ระเบิด
557,07/12/2025,กรุงเทพมหานคร,13,ไฟไหม้,กระดาษ,โรงงาน,เหตุเพลิงไหม้ภายในโรงงานกระดาษ,1,,0,,Website: ศูนย์วิทยุพระราม199,ระเบิด
558,10/12/2025,นนทบุรี,4,รั่วไหล,Ammonia,โรงงาน,ด่วน แอมโมเนียรั่วจากโรงน้ำแข็ง ย่านบางศรีเมือง กลิ่นฉุนฟุ้ง เจ้าหน้าที่เร่งคุมเหตุ... อ่านข่าวต้นฉบับได้ที่ : https://www.khaosod.co.th/breaking-news/news_10054480,0,,0,,Website: ข่าวสดออนไลน์,ไม่ระเบิด
559,11/12/2025,สมุทรสาคร,5,ไฟไหม้,วัสดุประเภทพลาสติก/ยาง/โฟม,โรงงาน,"สมุทรสาคร-ไฟไหม้โรงงานพลาสติก
 เมื่อเวลา 03:34 น. วันที่ 11 ธันวาคม 2568 เกิดเหตุเพลิงไหม้วัสดุกองยาง นอกตัวโรงงาน ถนนบางปลา ต.ท่าทราย อ.เมืองสมุทรสาคร จ.สมุทรสาคร เจ้าหน้าที่ดับเพลิงในพื้นที่และใกล้เคียงระดมกำลังไปตรวจสอบ",0,,2,พนักงานบริษัท,FB :Fire & Rescue Thailand,ไม่ระเบิด
560,20/12/2025,ชลบุรี,6,ระเบิด,มีเทน,ห้างสรรพสินค้า,เกิดเหตุบ่อดักไขมันระเบิด,0,,,,Website:DPM REPORTER,ระเบิด
