period_ym,year_ce,year_be,month_num,month_name_th,row_order,category_level,sector,group_name,category_name,index_current_month,index_prev_month,index_prev_year_same_month,mom_change_pct,yoy_change_pct,aoa_change_pct,base_year,source_file
2026-06,2026,2569,6,มิถุนายน,1,0,รวมทุกรายการ,รวมทุกรายการ,รวมทุกรายการ,114.3,116.0,106.6,-1.5,7.2,4.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,2,1,ผลิตภัณฑ์เกษตรกรรม และการประมง,,ผลิตภัณฑ์เกษตรกรรม และการประมง,110.6,112.5,106.7,-1.7,3.7,-2.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,3,2,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,ผลิตภัณฑ์ทางการเกษตร,110.5,112.5,106.3,-1.8,4.0,-3.1,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,4,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,พืชล้มลุก,112.2,114.1,108.6,-1.7,3.3,0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,5,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,พืชยืนต้น,115.2,117.8,102.5,-2.2,12.4,-6.3,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,6,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,สัตว์,98.9,100.2,106.9,-1.3,-7.5,-5.8,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,7,2,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,ผลิตภัณฑ์จากการประมง,107.9,109.3,109.5,-1.3,-1.5,-2.3,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,8,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,สัตว์น้ำและผลิตภัณฑ์อื่นๆ จากการประมง,131.0,132.2,126.8,-0.9,3.3,1.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,9,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,สัตว์น้ำและผลิตภัณฑ์อื่นๆ จากการเพาะเลี้ยง,93.9,95.3,98.6,-1.5,-4.8,-5.1,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,10,1,ผลิตภัณฑ์จากเหมือง,,ผลิตภัณฑ์จากเหมือง,136.5,129.0,108.8,5.8,25.5,0.5,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,11,2,ผลิตภัณฑ์จากเหมือง,ถ่านหินและลิกไนต์,ถ่านหินและลิกไนต์,100.0,100.0,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,12,3,ผลิตภัณฑ์จากเหมือง,ถ่านหินและลิกไนต์,ลิกไนต์,100.0,100.0,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,13,2,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ปิโตรเลียมดิบและก๊าซธรรมชาติ,149.9,139.4,111.4,7.5,34.6,1.5,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,14,3,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ปิโตรเลียมดิบ,152.4,149.3,94.5,2.1,61.3,8.6,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,15,3,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ก๊าซธรรมชาติ,148.8,136.3,115.7,9.2,28.6,-0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,16,2,ผลิตภัณฑ์จากเหมือง,สินแร่โลหะ,สินแร่โลหะ,121.5,119.9,93.8,1.3,29.5,12.8,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,17,3,ผลิตภัณฑ์จากเหมือง,สินแร่โลหะ,สินแร่เหล็ก,48.3,48.3,71.8,0.0,-32.7,-22.5,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,18,3,ผลิตภัณฑ์จากเหมือง,สินแร่โลหะ,สินแร่โลหะที่ไม่ใช่สินแร่เหล็ก (ยกเว้นโลหะมีค่า),144.1,140.2,94.0,2.8,53.3,32.1,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,19,2,ผลิตภัณฑ์จากเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,103.6,103.3,99.9,0.3,3.7,1.8,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,20,3,ผลิตภัณฑ์จากเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,หิน ทราย และดิน,104.3,104.0,100.5,0.3,3.8,1.9,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,21,3,ผลิตภัณฑ์จากเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,ผลิตภัณฑ์ที่ได้จากการทำเหมืองแร่และเหมืองหิน ซึ่งมิได้จัดประเภทไว้ในที่อื่น,86.2,86.2,84.8,0.0,1.7,-0.6,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,22,1,ผลิตภัณฑ์อุตสาหกรรม,,ผลิตภัณฑ์อุตสาหกรรม,114.2,116.1,106.5,-1.6,7.2,6.0,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,23,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์อาหาร,107.6,106.9,107.7,0.7,-0.1,-2.3,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,24,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการแปรรูปและการถนอมเนื้อสัตว์,112.8,113.6,118.4,-0.7,-4.7,-3.2,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,25,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการแปรรูปและการถนอมสัตว์น้ำ,107.2,107.7,106.8,-0.5,0.4,0.8,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,26,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการแปรรูปและการถนอมผลไม้และผัก,113.2,112.9,118.2,0.3,-4.2,-3.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,27,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,น้ำมันและไขมันจากพืชและสัตว์,106.5,106.7,97.1,-0.2,9.7,-1.9,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,28,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์นม,106.8,106.8,106.2,0.0,0.6,0.6,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,29,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการโม่-สีธัญพืช สตาร์ชและผลิตภัณฑ์จากสตาร์ช,104.6,101.0,98.3,3.6,6.4,-0.9,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,30,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์อาหารอื่นๆ,105.4,105.2,108.1,0.2,-2.5,-4.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,31,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,อาหารสัตว์สำเร็จรูป,108.7,107.4,105.4,1.2,3.1,0.3,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,2569,6,มิถุนายน,32,2,ผลิตภัณฑ์อุตสาหกรรม,เครื่องดื่ม,เครื่องดื่ม,106.9,106.9,106.8,0.0,0.1,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
