period_ym,year_ce,month_num,category_level,sector,group_name,category_name,price_index,mom_pct,yoy_pct,aoa_pct,base_year,source_file
2026-05,2026,5,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,สัตว์น้ำและผลิตภัณฑ์อื่นๆ จากการประมง,132.2,1.9,4.1,1.4,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,สัตว์น้ำและผลิตภัณฑ์อื่นๆ จากการเพาะเลี้ยง,95.3,0.0,-4.7,-5.3,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,1,ผลิตภัณฑ์จากเหมือง,,ผลิตภัณฑ์จากเหมือง,129.0,10.8,14.1,-4.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์จากเหมือง,ถ่านหินและลิกไนต์,ถ่านหินและลิกไนต์,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,ถ่านหินและลิกไนต์,ลิกไนต์,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ปิโตรเลียมดิบและก๊าซธรรมชาติ,139.4,14.1,19.2,-4.7,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ปิโตรเลียมดิบ,149.3,16.8,45.8,-0.6,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ก๊าซธรรมชาติ,136.3,13.3,13.0,-5.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์จากเหมือง,สินแร่โลหะ,สินแร่โลหะ,119.9,29.1,27.1,9.6,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,สินแร่โลหะ,สินแร่เหล็ก,48.3,50.5,-20.2,-19.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,สินแร่โลหะ,สินแร่โลหะที่ไม่ใช่สินแร่เหล็ก (ยกเว้นโลหะมีค่า),140.2,12.6,48.2,28.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์จากเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,103.3,0.9,3.5,1.4,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,หิน ทราย และดิน,104.0,0.9,3.5,1.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์จากเหมือง,ผลิตภัณฑ์อื่นๆ ที่ได้จากการทำเหมือง,ผลิตภัณฑ์ที่ได้จากการทำเหมืองแร่และเหมืองหิน ซึ่งมิได้จัดประเภทไว้ในที่อื่น,86.2,0.0,1.7,-1.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,1,ผลิตภัณฑ์อุตสาหกรรม,,ผลิตภัณฑ์อุตสาหกรรม,116.1,-2.1,9.0,5.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์อาหาร,106.9,0.0,-1.3,-2.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการแปรรูปและการถนอมเนื้อสัตว์,113.6,-1.4,-4.8,-2.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการแปรรูปและการถนอมสัตว์น้ำ,107.7,0.4,0.7,0.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการแปรรูปและการถนอมผลไม้และผัก,112.9,0.0,-4.8,-3.6,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,น้ำมันและไขมันจากพืชและสัตว์,106.7,1.0,10.6,-4.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์นม,106.8,0.0,0.8,0.6,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์ที่ได้จากการโม่-สีธัญพืช สตาร์ชและผลิตภัณฑ์จากสตาร์ช,101.0,1.4,2.1,-2.3,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,ผลิตภัณฑ์อาหารอื่นๆ,105.2,0.0,-3.6,-5.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อาหาร,อาหารสัตว์สำเร็จรูป,107.4,0.6,1.5,-0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,เครื่องดื่ม,เครื่องดื่ม,106.9,0.0,0.1,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ยาสูบ,ผลิตภัณฑ์ยาสูบ,105.4,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,สิ่งทอ,สิ่งทอ,105.2,0.4,0.2,-1.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,สิ่งทอ,เส้นใย และสิ่งทอ,106.4,0.6,0.8,-0.9,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,สิ่งทอ,สิ่งทอประเภทอื่นๆ,101.1,0.0,-1.5,-1.7,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,เสื้อผ้าเครื่องแต่งกาย,เสื้อผ้าเครื่องแต่งกาย,103.0,0.0,0.3,0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เสื้อผ้าเครื่องแต่งกาย,เสื้อผ้าเครื่องแต่งกาย (ยกเว้นเสื้อผ้าเครื่องแต่งกายที่ทำจากขนสัตว์),102.7,0.0,0.3,0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เสื้อผ้าเครื่องแต่งกาย,เครื่องแต่งกายที่ทำจากการถักนิตและโครเชต์,104.3,0.0,0.1,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,เครื่องหนังและผลิตภัณฑ์,เครื่องหนังและผลิตภัณฑ์,102.7,0.1,0.8,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เครื่องหนังและผลิตภัณฑ์,หนังฟอก กระเป๋าเดินทาง กระเป๋าถือ และผลิตภัณฑ์หนังอื่นๆ,102.8,0.0,-0.5,-0.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เครื่องหนังและผลิตภัณฑ์,รองเท้า,103.0,0.1,2.6,0.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ไม้และผลิตภัณฑ์จากไม้,ไม้และผลิตภัณฑ์จากไม้,105.3,1.3,2.8,1.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ไม้และผลิตภัณฑ์จากไม้,ไม้ที่ได้จากการเลื่อยและไส,106.2,0.5,4.5,2.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ไม้และผลิตภัณฑ์จากไม้,ผลิตภัณฑ์จากไม้,105.0,1.7,2.3,0.6,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,กระดาษและผลิตภัณฑ์กระดาษ,กระดาษและผลิตภัณฑ์กระดาษ,105.8,0.5,0.5,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,สิ่งพิมพ์และสิ่งที่เกี่ยวข้องกับการพิมพ์,สิ่งพิมพ์และสิ่งที่เกี่ยวข้องกับการพิมพ์,102.8,0.0,-3.7,-3.7,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,สิ่งพิมพ์และสิ่งที่เกี่ยวข้องกับการพิมพ์,บริการพิมพ์และบริการที่เกี่ยวข้องกับการพิมพ์,102.8,0.0,-3.7,-3.7,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,ผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,173.2,-16.9,67.8,35.4,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,ผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,173.2,-16.9,67.8,35.4,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,เคมีภัณฑ์และผลิตภัณฑ์เคมี,เคมีภัณฑ์และผลิตภัณฑ์เคมี,107.2,4.5,10.6,1.2,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เคมีภัณฑ์และผลิตภัณฑ์เคมี,เคมีภัณฑ์ขั้นมูลฐาน ปุ๋ยเคมีและสารประกอบไนโตรเจน พลาสติกและยางสังเคราะห์ขั้นต้น,108.5,5.8,14.0,1.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เคมีภัณฑ์และผลิตภัณฑ์เคมี,ผลิตภัณฑ์เคมีอื่นๆ,102.9,-0.1,-0.1,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ทางเภสัชกรรม,ผลิตภัณฑ์ทางเภสัชกรรม,96.1,0.0,0.0,0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ยางและพลาสติก,ผลิตภัณฑ์ยางและพลาสติก,111.6,1.6,7.1,0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ยางและพลาสติก,ผลิตภัณฑ์ยาง,112.9,2.8,4.7,-2.7,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ยางและพลาสติก,ผลิตภัณฑ์พลาสติก,110.3,0.7,9.5,3.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ที่ทำจากแร่อโลหะ,ผลิตภัณฑ์ที่ทำจากแร่อโลหะ,109.1,0.9,1.6,0.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ที่ทำจากแร่อโลหะ,แก้วและผลิตภัณฑ์แก้ว,99.0,0.8,-0.5,-1.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์ที่ทำจากแร่อโลหะ,ผลิตภัณฑ์อื่นๆ ที่ทำจากแร่อโลหะ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,113.2,0.9,2.4,1.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,โลหะขั้นมูลฐาน,โลหะขั้นมูลฐาน,95.1,-5.1,0.4,-0.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,โลหะขั้นมูลฐาน,เหล็กและเหล็กกล้าขั้นมูลฐาน,95.1,-5.1,0.4,-0.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์โลหะประดิษฐ์,ผลิตภัณฑ์โลหะประดิษฐ์,104.1,0.4,0.3,0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์โลหะประดิษฐ์,ผลิตภัณฑ์ที่มีโครงสร้างเป็นโลหะ และภาชนะบรรจุที่ทำจากโลหะ,104.7,1.1,1.0,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์โลหะประดิษฐ์,ผลิตภัณฑ์โลหะประดิษฐ์อื่นๆ,103.6,-0.2,-0.3,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์คอมพิวเตอร์ และอิเล็กทรอนิกส์,ผลิตภัณฑ์คอมพิวเตอร์ และอิเล็กทรอนิกส์,100.7,0.8,2.1,-1.3,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์คอมพิวเตอร์ และอิเล็กทรอนิกส์,ชิ้นส่วนและแผ่นวงจรอิเล็กทรอนิกส์,98.4,0.2,-2.0,-3.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์คอมพิวเตอร์ และอิเล็กทรอนิกส์,คอมพิวเตอร์และอุปกรณ์ต่อพ่วง,101.9,1.1,4.6,-0.3,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์คอมพิวเตอร์ และอิเล็กทรอนิกส์,เครื่องอุปกรณ์ที่ใช้ในการวัด การทดสอบ และนาฬิกา,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ไฟฟ้า,อุปกรณ์ไฟฟ้า,100.7,0.2,-0.1,-0.3,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ไฟฟ้า,มอเตอร์ไฟฟ้า เครื่องกำเนิดไฟฟ้า หม้อแปลงไฟฟ้า และอุปกรณ์ควบคุมและจ่ายไฟฟ้า,99.3,0.0,-0.2,-0.4,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ไฟฟ้า,แบตเตอรี่และหม้อสะสมไฟฟ้า,102.3,0.1,2.1,0.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ไฟฟ้า,สายไฟและอุปกรณ์การเดินสายไฟฟ้า,111.2,2.1,5.3,4.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ไฟฟ้า,อุปกรณ์ไฟฟ้าสำหรับให้แสงสว่าง,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ไฟฟ้า,เครื่องใช้ในครัวเรือน,96.3,-0.3,-3.2,-3.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,เครื่องจักรและเครื่องมือ,เครื่องจักรและเครื่องมือ,107.3,-0.4,-0.4,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เครื่องจักรและเครื่องมือ,เครื่องจักรที่ใช้งานทั่วไป,108.6,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,เครื่องจักรและเครื่องมือ,เครื่องจักรที่ใช้ในงานเฉพาะอย่าง,93.8,-4.1,-4.1,-0.8,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ยานยนต์ ชิ้นส่วนและอุปกรณ์,ยานยนต์ ชิ้นส่วนและอุปกรณ์,103.3,0.0,-0.2,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ยานยนต์ ชิ้นส่วนและอุปกรณ์,ยานยนต์,103.5,0.0,-0.1,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ยานยนต์ ชิ้นส่วนและอุปกรณ์,ตัวถังยานยนต์ รถพ่วงและรถกึ่งพ่วง,104.9,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ยานยนต์ ชิ้นส่วนและอุปกรณ์,ชิ้นส่วนและอุปกรณ์เสริมสำหรับยานยนต์,99.9,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,จักรยานยนต์ จักรยาน ชิ้นส่วนและอุปกรณ์,จักรยานยนต์ จักรยาน ชิ้นส่วนและอุปกรณ์,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,อุปกรณ์ขนส่ง ซึ่งมิได้จัดประเภทไว้ในที่อื่น,อุปกรณ์ขนส่ง ซึ่งมิได้จัดประเภทไว้ในที่อื่น,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,เฟอร์นิเจอร์,เฟอร์นิเจอร์,105.2,0.0,0.1,-0.1,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,2,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อุตสาหกรรมอื่นๆ,ผลิตภัณฑ์อุตสาหกรรมอื่นๆ,187.4,-1.7,27.2,35.4,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อุตสาหกรรมอื่นๆ,เครื่องประดับเพชรพลอย เครื่องประดับอัญมณี และสิ่งของที่เกี่ยวข้อง,210.5,-2.0,32.0,42.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อุตสาหกรรมอื่นๆ,เครื่องกีฬา,101.7,0.0,-5.5,-5.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อุตสาหกรรมอื่นๆ,เครื่องมือและอุปกรณ์ในทางการแพทย์และทางทันตกรรม,100.6,0.1,-1.1,-1.5,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-05,2026,5,3,ผลิตภัณฑ์อุตสาหกรรม,ผลิตภัณฑ์อุตสาหกรรมอื่นๆ,ผลิตภัณฑ์อื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(พ.ค 69).xlsx
2026-06,2026,6,0,รวมทุกรายการ,รวมทุกรายการ,รวมทุกรายการ,114.3,-1.5,7.2,4.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,1,ผลิตภัณฑ์เกษตรกรรม และการประมง,,ผลิตภัณฑ์เกษตรกรรม และการประมง,110.6,-1.7,3.7,-2.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,2,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,ผลิตภัณฑ์ทางการเกษตร,110.5,-1.8,4.0,-3.1,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,พืชล้มลุก,112.2,-1.7,3.3,0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,พืชยืนต้น,115.2,-2.2,12.4,-6.3,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์ทางการเกษตร,สัตว์,98.9,-1.3,-7.5,-5.8,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,2,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,ผลิตภัณฑ์จากการประมง,107.9,-1.3,-1.5,-2.3,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,สัตว์น้ำและผลิตภัณฑ์อื่นๆ จากการประมง,131.0,-0.9,3.3,1.7,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์เกษตรกรรม และการประมง,ผลิตภัณฑ์จากการประมง,สัตว์น้ำและผลิตภัณฑ์อื่นๆ จากการเพาะเลี้ยง,93.9,-1.5,-4.8,-5.1,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,1,ผลิตภัณฑ์จากเหมือง,,ผลิตภัณฑ์จากเหมือง,136.5,5.8,25.5,0.5,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,2,ผลิตภัณฑ์จากเหมือง,ถ่านหินและลิกไนต์,ถ่านหินและลิกไนต์,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์จากเหมือง,ถ่านหินและลิกไนต์,ลิกไนต์,100.0,0.0,0.0,0.0,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,2,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ปิโตรเลียมดิบและก๊าซธรรมชาติ,149.9,7.5,34.6,1.5,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ปิโตรเลียมดิบ,152.4,2.1,61.3,8.6,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
2026-06,2026,6,3,ผลิตภัณฑ์จากเหมือง,ปิโตรเลียมดิบและก๊าซธรรมชาติ,ก๊าซธรรมชาติ,148.8,9.2,28.6,-0.2,2564 = 100,ดัชนีราคาผู้ผลิต_(มิ.ย 69).xlsx
