row_order,category_level,level_type,tsic_division_code,tsic_division_name,tsic_group_code,tsic_group_name,tsic_class_code,tsic_class_name,product_code,item_name,weight,index_2021_01,index_2021_02,index_2021_03,index_2021_04,index_2021_05,index_2021_06,index_2021_07,index_2021_08,index_2021_09,index_2021_10,index_2021_11,index_2021_12,index_2022_01,index_2022_02,index_2022_03,index_2022_04,index_2022_05,index_2022_06,index_2022_07,index_2022_08,index_2022_09,index_2022_10,index_2022_11,index_2022_12,index_2023_01,index_2023_02,index_2023_03,index_2023_04,index_2023_05,index_2023_06,index_2023_07,index_2023_08,index_2023_09,index_2023_10,index_2023_11,index_2023_12,index_2024_01,index_2024_02,index_2024_03,index_2024_04,index_2024_05,index_2024_06,index_2024_07,index_2024_08,index_2024_09,index_2024_10,index_2024_11,index_2024_12,index_2025_01,index_2025_02,index_2025_03,index_2025_04,index_2025_05,index_2025_06,index_2025_07,index_2025_08,index_2025_09,index_2025_10,index_2025_11,index_2025_12,index_2026_01,index_2026_02,index_2026_03,index_2026_04,index_2026_05,index_2026_06,mom_change_pct,yoy_change_pct,base_year,source_agency,source_file
1,0,TOTAL,,ดัชนีรวมยังไม่ได้ปรับฤดูกาล,,,,,,ดัชนีรวมยังไม่ได้ปรับฤดูกาล,100.0,95.126511,96.66893,114.880191,94.67315,102.071922,102.726442,93.465683,91.562025,100.022845,98.165441,102.833525,107.803334,101.969197,102.782868,114.409466,96.431438,103.743825,104.91807,100.798045,104.237525,103.576923,99.81092,99.93735,102.610755,99.721578,100.93047,112.574689,92.37132,105.11336,101.275699,98.822698,99.081786,97.679703,96.70845,98.416989,98.345082,95.859473,98.653667,107.879914,94.071293,102.767092,99.774574,99.760059,99.363921,97.371929,95.890236,98.718133,99.514635,96.049718,98.036601,108.315688,93.316421,103.570114,99.855242,95.760196,94.616482,97.594189,96.620236,95.358741,99.574473,96.925174,97.278496,110.992297,93.866963,98.727958,94.695729,-4.084182,-5.166993,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
2,1,DIVISION_2DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,,,,,,การผลิตผลิตภัณฑ์อาหาร,15.780701,89.498174,90.938104,110.642877,98.553872,103.829148,104.215417,98.066453,96.203194,101.450048,101.276919,101.679571,103.646222,102.321361,104.798425,115.977314,101.718893,111.050352,111.944242,109.021177,112.02421,104.398797,106.97284,103.422876,102.834271,102.128838,105.432689,119.618663,95.221927,108.330524,100.571029,101.717418,103.173172,103.29251,105.386283,101.276473,98.077761,102.475541,103.643734,111.275866,103.172791,114.307044,107.146105,112.566295,112.245287,106.925454,106.019136,102.920904,99.39677,102.940533,102.78776,109.591549,104.206074,121.583679,112.929092,111.857927,106.837287,108.272118,109.079483,104.831524,103.839372,101.839268,104.658616,120.984539,109.616544,116.560812,109.871778,-5.738665,-2.707287,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
3,2,GROUP_4DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1011,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก),,,,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก),0.290882,103.266333,92.860174,108.144015,100.124848,100.316355,100.229937,102.213404,86.380869,88.762818,99.846216,101.771421,116.083611,91.163012,84.192608,107.523867,105.193659,91.069584,84.924607,88.499261,82.680365,80.522822,85.241604,88.25461,97.296435,92.593633,87.754312,102.38785,96.744348,100.616847,100.51655,108.819962,111.839623,108.630866,115.128405,111.929107,121.697128,114.872382,108.668453,114.542986,116.887418,113.135225,114.203904,115.627629,114.81219,113.772226,118.323283,118.807146,123.162785,122.829608,109.151257,122.154328,113.077818,111.856094,113.668485,117.411653,114.421477,118.075724,126.937726,123.338309,127.564269,121.920549,113.520087,126.409799,119.033374,126.961901,125.064644,-1.494351,10.025786,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
4,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1011,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก),10112,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก) สด แช่เย็น หรือแช่แข็ง,,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก) สด แช่เย็น หรือแช่แข็ง,0.290882,103.266333,92.860174,108.144015,100.124848,100.316355,100.229937,102.213404,86.380869,88.762818,99.846216,101.771421,116.083611,91.163012,84.192608,107.523867,105.193659,91.069584,84.924607,88.499261,82.680365,80.522822,85.241604,88.25461,97.296435,92.593633,87.754312,102.38785,96.744348,100.616847,100.51655,108.819962,111.839623,108.630866,115.128405,111.929107,121.697128,114.872382,108.668453,114.542986,116.887418,113.135225,114.203904,115.627629,114.81219,113.772226,118.323283,118.807146,123.162785,122.829608,109.151257,122.154328,113.077818,111.856094,113.668485,117.411653,114.421477,118.075724,126.937726,123.338309,127.564269,121.920549,113.520087,126.409799,119.033374,126.961901,125.064644,-1.494351,10.025786,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
5,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1011,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก),10112,การผลิตเนื้อสัตว์ (ยกเว้นสัตว์ปีก) สด แช่เย็น หรือแช่แข็ง,10112-010,เนื้อสุกรแช่แข็งและแช่เย็น,0.290882,103.266333,92.860174,108.144015,100.124848,100.316355,100.229937,102.213404,86.380869,88.762818,99.846216,101.771421,116.083611,91.163012,84.192608,107.523867,105.193659,91.069584,84.924607,88.499261,82.680365,80.522822,85.241604,88.25461,97.296435,92.593633,87.754312,102.38785,96.744348,100.616847,100.51655,108.819962,111.839623,108.630866,115.128405,111.929107,121.697128,114.872382,108.668453,114.542986,116.887418,113.135225,114.203904,115.627629,114.81219,113.772226,118.323283,118.807146,123.162785,122.829608,109.151257,122.154328,113.077818,111.856094,113.668485,117.411653,114.421477,118.075724,126.937726,123.338309,127.564269,121.920549,113.520087,126.409799,119.033374,126.961901,125.064644,-1.494351,10.025786,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
6,2,GROUP_4DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1012,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,,,,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,1.198092,102.154402,100.455606,113.657972,98.621051,104.042394,100.735362,93.441059,82.505807,94.254339,95.77651,108.023822,106.331676,106.667834,103.927697,108.093138,93.341523,103.386525,107.696894,103.143965,110.198011,105.766061,108.846285,109.413876,107.344792,101.939073,105.281638,110.970049,94.196348,108.713251,102.608157,102.810327,108.849925,106.362394,106.509444,110.919957,106.708581,107.239932,104.156392,106.792669,93.257339,104.625127,98.420749,105.837745,110.890388,103.508121,110.554853,116.876408,107.067424,106.254631,103.089118,104.178913,96.200807,111.244724,101.380872,104.575222,105.879952,104.903419,107.054954,109.937559,108.928364,103.044514,101.259723,100.15528,93.955292,106.077675,107.15307,1.013781,5.693578,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
7,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1012,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,10120,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,1.198092,102.154402,100.455606,113.657972,98.621051,104.042394,100.735362,93.441059,82.505807,94.254339,95.77651,108.023822,106.331676,106.667834,103.927697,108.093138,93.341523,103.386525,107.696894,103.143965,110.198011,105.766061,108.846285,109.413876,107.344792,101.939073,105.281638,110.970049,94.196348,108.713251,102.608157,102.810327,108.849925,106.362394,106.509444,110.919957,106.708581,107.239932,104.156392,106.792669,93.257339,104.625127,98.420749,105.837745,110.890388,103.508121,110.554853,116.876408,107.067424,106.254631,103.089118,104.178913,96.200807,111.244724,101.380872,104.575222,105.879952,104.903419,107.054954,109.937559,108.928364,103.044514,101.259723,100.15528,93.955292,106.077675,107.15307,1.013781,5.693578,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
8,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1012,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,10120,การฆ่าสัตว์ปีกและการผลิตเนื้อสัตว์ปีกสด แช่เย็น หรือแช่แข็ง,10120-010,เนื้อไก่แช่แข็งและแข่เย็น,1.198092,102.154402,100.455606,113.657972,98.621051,104.042394,100.735362,93.441059,82.505807,94.254339,95.77651,108.023822,106.331676,106.667834,103.927697,108.093138,93.341523,103.386525,107.696894,103.143965,110.198011,105.766061,108.846285,109.413876,107.344792,101.939073,105.281638,110.970049,94.196348,108.713251,102.608157,102.810327,108.849925,106.362394,106.509444,110.919957,106.708581,107.239932,104.156392,106.792669,93.257339,104.625127,98.420749,105.837745,110.890388,103.508121,110.554853,116.876408,107.067424,106.254631,103.089118,104.178913,96.200807,111.244724,101.380872,104.575222,105.879952,104.903419,107.054954,109.937559,108.928364,103.044514,101.259723,100.15528,93.955292,106.077675,107.15307,1.013781,5.693578,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
9,2,GROUP_4DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,,,,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,0.418483,112.664776,95.593893,108.758812,102.236811,98.537497,95.557134,98.268536,80.947406,81.473504,93.327141,108.824879,123.809611,107.824825,100.856024,104.724502,102.297433,106.656842,103.790727,107.266784,107.640864,106.179831,106.390574,106.637275,116.123166,100.847304,96.673181,106.986661,102.948958,104.646449,99.504244,106.599543,105.220727,103.872863,109.251438,113.949646,118.194451,105.980114,103.830425,108.537467,109.572375,110.293094,105.514274,114.886761,115.102799,111.467464,116.621787,123.201624,125.910038,116.521176,107.356159,120.058539,117.332036,117.750119,117.323133,117.778573,120.346914,120.076283,121.881314,126.816401,127.24949,123.599376,113.521009,120.026712,113.149625,108.435282,112.71796,3.949524,-3.925204,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
10,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10131,การผลิตเนื้อสัตว์และเนื้อสัตว์ปีกที่ทำให้แห้ง  ทำเค็ม  หรือรมควัน,,การผลิตเนื้อสัตว์และเนื้อสัตว์ปีกที่ทำให้แห้ง  ทำเค็ม  หรือรมควัน,0.07762,87.257042,88.512007,104.731581,105.588095,87.024962,91.138241,92.772743,90.589219,98.654684,107.829,110.902199,135.000228,92.059524,90.795243,99.661606,95.178299,95.050165,86.366112,88.048181,83.409851,81.613512,90.629668,94.547163,117.498093,87.098971,87.485806,101.544047,88.117197,89.545626,81.101844,102.414247,105.315726,92.951754,102.432001,116.644797,132.458698,102.540812,112.431599,112.215211,115.228559,103.409324,91.87899,102.555971,108.936881,92.52407,106.035945,111.342982,140.060126,115.569866,106.229311,129.018448,118.100954,119.381697,102.528034,112.327721,117.415926,103.479365,108.131337,120.466255,143.430382,125.434104,114.371149,129.520999,108.381267,97.016701,99.917213,2.989704,-2.546445,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
11,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10131,การผลิตเนื้อสัตว์และเนื้อสัตว์ปีกที่ทำให้แห้ง  ทำเค็ม  หรือรมควัน,10131-010,แฮม,0.036246,89.306458,98.83141,117.305554,110.37429,82.998012,87.294067,86.552222,86.319704,103.329535,105.638111,109.530027,122.520611,93.835032,99.385026,105.394797,97.098594,98.266723,89.365418,84.102474,85.467136,79.543452,87.402022,89.149508,111.913341,82.5828,85.157111,96.641862,83.011852,86.125938,78.494351,118.697897,123.110211,112.73546,120.843156,129.244269,130.024867,123.525422,123.733028,133.745162,134.19359,126.852651,111.271147,123.348266,131.190227,113.154546,126.332252,133.587381,159.914559,143.43343,127.973722,158.505608,145.091508,139.681302,123.58632,137.869596,140.576775,127.915592,131.783702,147.737789,155.514147,146.79,136.96831,148.631878,122.42096,117.396901,122.617493,4.44696,-0.783927,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
12,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10131,การผลิตเนื้อสัตว์และเนื้อสัตว์ปีกที่ทำให้แห้ง  ทำเค็ม  หรือรมควัน,10131-020,เบคอน,0.041374,85.461604,79.471463,93.715869,101.395042,90.552862,94.506017,98.222369,94.329623,94.559177,109.748377,112.104322,145.933276,90.504051,83.269971,94.638916,93.495981,92.232228,83.738502,91.504905,81.60752,83.427034,93.457319,99.275899,122.390741,91.055463,89.525911,105.838716,92.589848,92.541521,83.386198,88.14859,89.726469,75.619795,86.302495,105.606746,134.590911,84.156773,102.530728,93.353416,98.613818,82.871273,74.890056,84.340416,89.441339,74.450279,88.254909,91.855277,122.666205,91.159367,87.179632,103.18556,94.455273,101.597774,84.07945,89.95119,97.125344,82.07146,87.410152,96.574416,132.844129,106.724793,94.5744,112.778485,96.081479,79.16217,80.030124,1.096426,-4.816071,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
13,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10132,การผลิตไส้กรอก  ลูกชิ้น  และผลิตภัณฑ์อื่นที่คล้ายกัน  ที่ทำจากเนื้อสัตว์และเนื้อสัตว์ปีก,,การผลิตไส้กรอก  ลูกชิ้น  และผลิตภัณฑ์อื่นที่คล้ายกัน  ที่ทำจากเนื้อสัตว์และเนื้อสัตว์ปีก,0.192391,137.649798,98.99178,102.536842,95.616471,86.311985,85.747289,88.523098,93.357066,87.358979,89.146744,110.286796,124.473151,111.019454,94.239981,95.987679,100.825174,100.981077,98.644913,101.267091,103.320106,98.714841,105.123722,109.86333,120.756015,105.757203,98.227197,106.243202,108.66035,113.599656,103.554915,106.877018,104.98694,104.280463,108.974086,117.962521,124.352547,108.990265,102.777757,105.852212,112.172191,111.578825,104.371142,116.666805,120.321821,111.286941,116.540848,129.722409,135.503204,122.655085,107.464522,111.270288,121.508943,115.786247,111.17512,112.161275,118.12177,122.512573,125.218251,125.698054,134.730333,129.716714,117.61587,117.347226,115.59805,104.642003,103.018477,-1.551505,-7.336752,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
14,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10132,การผลิตไส้กรอก  ลูกชิ้น  และผลิตภัณฑ์อื่นที่คล้ายกัน  ที่ทำจากเนื้อสัตว์และเนื้อสัตว์ปีก,10132-010,ไส้กรอก,0.192391,137.649798,98.99178,102.536842,95.616471,86.311985,85.747289,88.523098,93.357066,87.358979,89.146744,110.286796,124.473151,111.019454,94.239981,95.987679,100.825174,100.981077,98.644913,101.267091,103.320106,98.714841,105.123722,109.86333,120.756015,105.757203,98.227197,106.243202,108.66035,113.599656,103.554915,106.877018,104.98694,104.280463,108.974086,117.962521,124.352547,108.990265,102.777757,105.852212,112.172191,111.578825,104.371142,116.666805,120.321821,111.286941,116.540848,129.722409,135.503204,122.655085,107.464522,111.270288,121.508943,115.786247,111.17512,112.161275,118.12177,122.512573,125.218251,125.698054,134.730333,129.716714,117.61587,117.347226,115.59805,104.642003,103.018477,-1.551505,-7.336752,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
15,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10139,การผลิตผลิตภัณฑ์อื่นๆ จากเนื้อสัตว์และเนื้อสัตว์ปีก,,การผลิตผลิตภัณฑ์อื่นๆ จากเนื้อสัตว์และเนื้อสัตว์ปีก,0.148472,93.572095,94.893268,118.92669,109.063448,120.398074,110.578955,113.769899,59.826214,64.864838,91.162619,105.844507,117.099393,111.92723,114.688854,118.69258,107.927043,120.079443,119.568204,125.088608,125.907579,128.696154,116.271892,108.777589,109.401092,101.672593,99.462593,110.795412,103.30208,100.939475,103.876047,108.428042,105.474004,109.054194,113.176001,107.340731,102.757481,103.877596,100.697827,110.094327,103.246496,112.225838,114.12401,119.026647,111.563476,121.6049,122.260895,120.951597,106.081569,109.070165,107.804852,126.762204,111.517593,119.441933,133.024564,127.907176,124.762575,125.596114,124.745714,131.585386,109.096484,114.713312,107.770417,118.535236,112.469817,119.32021,131.978767,10.608895,-0.786169,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
16,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1013,การผลิตผลิตภัณฑ์เนื้อสัตว์และเนื้อสัตว์ปีก,10139,การผลิตผลิตภัณฑ์อื่นๆ จากเนื้อสัตว์และเนื้อสัตว์ปีก,10139-010,เนื้อไก่ปรุงรส,0.148472,93.572095,94.893268,118.92669,109.063448,120.398074,110.578955,113.769899,59.826214,64.864838,91.162619,105.844507,117.099393,111.92723,114.688854,118.69258,107.927043,120.079443,119.568204,125.088608,125.907579,128.696154,116.271892,108.777589,109.401092,101.672593,99.462593,110.795412,103.30208,100.939475,103.876047,108.428042,105.474004,109.054194,113.176001,107.340731,102.757481,103.877596,100.697827,110.094327,103.246496,112.225838,114.12401,119.026647,111.563476,121.6049,122.260895,120.951597,106.081569,109.070165,107.804852,126.762204,111.517593,119.441933,133.024564,127.907176,124.762575,125.596114,124.745714,131.585386,109.096484,114.713312,107.770417,118.535236,112.469817,119.32021,131.978767,10.608895,-0.786169,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
17,2,GROUP_4DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,,,,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,1.155645,81.37713,77.090994,95.603672,95.854168,94.025111,100.964267,102.707964,100.307033,104.311855,119.167309,115.935739,112.654759,98.583003,98.290066,107.991846,97.569348,104.385053,106.070807,100.959137,109.507779,107.466918,119.307286,107.068485,100.090955,79.229628,79.565517,92.069473,90.309832,97.530286,93.876957,98.330616,106.506116,95.422423,105.60087,102.971247,97.589955,92.518408,97.768564,106.896457,100.651991,107.210554,99.099834,104.590585,102.020639,103.366951,112.964139,118.146019,106.965658,89.103872,95.177811,97.181536,95.414138,99.409187,98.458523,93.790869,97.014003,104.000469,105.089546,113.072334,102.232438,96.226054,82.293859,101.042773,96.143656,101.89643,108.264467,6.24952,9.959467,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
18,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,10211,การผลิตปลาและผลิตภัณฑ์จากปลาสด แช่เย็น หรือแช่แข็ง,,การผลิตปลาและผลิตภัณฑ์จากปลาสด แช่เย็น หรือแช่แข็ง,0.438466,92.130762,88.695855,112.285684,105.603283,91.228374,90.086545,88.910679,90.893272,98.298415,107.245169,109.496859,125.125103,103.830167,115.05702,126.364406,106.072045,108.145255,110.735928,106.60266,117.030354,119.981397,118.058582,119.358957,127.447945,108.782249,94.13772,109.870908,96.734227,100.685627,102.241632,101.810037,119.169762,107.680194,112.477474,119.442892,113.91668,120.605775,131.89679,131.623524,123.154843,131.277868,120.941824,133.299978,121.467574,118.933522,126.386763,134.22771,114.876935,105.44945,114.333646,114.850337,117.137079,117.236862,109.449951,111.775085,117.070916,113.034373,106.552456,129.553459,120.990155,124.600502,101.893071,126.10829,120.660901,122.839566,130.957164,6.608293,19.650272,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
19,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,10211,การผลิตปลาและผลิตภัณฑ์จากปลาสด แช่เย็น หรือแช่แข็ง,10211-010,ปลาแช่แข็ง,0.294231,89.607194,88.640802,117.795257,109.430272,97.450031,94.173551,86.398333,88.336623,92.032523,102.480356,107.977555,125.677505,105.645551,124.909203,136.151627,112.155609,117.307502,118.508667,116.848731,124.789529,128.786248,126.513592,127.754632,141.173931,119.129193,103.716295,115.134083,101.755815,105.403831,109.271735,103.065499,123.181696,112.275521,113.753574,121.50715,111.914258,128.675631,148.222237,141.670898,129.292653,144.261056,121.871607,140.012047,126.256618,115.885021,127.734027,137.962163,111.778567,105.483582,117.083325,118.217025,122.931098,124.547034,114.906902,116.333936,123.954967,117.168975,109.8283,139.000285,123.564185,137.721599,107.270485,134.243489,135.147231,136.607181,131.831197,-3.496144,14.728702,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
20,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,10211,การผลิตปลาและผลิตภัณฑ์จากปลาสด แช่เย็น หรือแช่แข็ง,10211-020,เนื้อปลาบด,0.144235,97.278684,88.80816,101.046498,97.796464,78.53658,81.749306,94.035708,96.108678,111.080447,116.965094,112.596144,123.998236,100.126896,94.959176,106.399081,93.661952,89.454839,94.880021,85.701309,101.202118,102.020047,100.810884,102.232301,99.447782,87.675127,74.598021,99.134358,86.4905,91.060782,87.900658,99.248972,110.985664,98.30601,109.87431,115.231933,118.001495,104.14377,98.59389,111.127503,110.634091,104.79297,119.045123,119.607774,111.698221,125.152276,123.638428,126.609657,121.197415,105.379821,108.724471,107.982504,105.31764,102.324564,98.31811,102.47531,103.027878,104.600042,99.869939,110.282517,115.739294,97.834277,90.92348,109.512989,91.109686,94.754484,129.174191,36.325149,31.383924,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
21,3,CLASS_5DIGIT,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,10212,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำ (ยกเว้นปลา) สด แช่เย็น หรือแช่แข็ง,,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำ (ยกเว้นปลา) สด แช่เย็น หรือแช่แข็ง,0.717178,74.802609,69.996051,85.404677,89.893785,95.734971,107.614654,111.143303,106.062388,107.988332,126.456229,119.87232,105.03068,95.375008,88.039139,96.75929,92.370997,102.086153,103.218661,97.508818,104.908652,99.815856,120.070714,99.554376,83.365526,61.161842,70.656411,81.186088,86.382105,95.601184,88.762989,96.203378,98.763857,87.928307,101.396673,92.900865,87.608176,75.346443,76.903359,91.778902,86.894271,92.496357,85.746149,87.038328,90.131235,93.849911,104.757858,108.314047,102.128887,79.110565,83.466378,86.379241,82.133236,88.50976,91.73862,82.795738,84.751672,98.47735,104.195157,102.996157,90.764406,78.878576,70.311355,85.718298,81.154382,89.092283,94.39068,5.947088,2.890887,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
22,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,10212,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำ (ยกเว้นปลา) สด แช่เย็น หรือแช่แข็ง,10212-010,กุ้งแช่แข็ง,0.625978,73.190972,67.318753,82.038787,89.154914,94.243996,104.805136,113.381047,108.817238,108.330622,130.0628,122.235545,106.42019,93.297581,84.79245,94.12026,89.464407,102.303098,104.748581,98.540409,109.373945,101.483895,124.486279,102.553665,84.213472,60.269107,67.289922,77.685426,83.286208,94.113234,89.279853,97.480208,101.920982,88.385412,103.122595,94.448916,88.342787,72.953081,74.678985,87.473846,85.858498,93.846869,83.470884,84.967017,91.596515,95.987576,106.812157,112.488682,103.740518,78.566503,82.259837,84.869728,82.707573,87.62699,92.163812,84.130605,87.422106,101.591932,105.32423,106.111495,91.718274,77.002022,68.670451,85.219636,81.305093,89.652019,97.034658,8.234771,5.284988,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
23,4,PRODUCT_ITEM,10,การผลิตผลิตภัณฑ์อาหาร,1021,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด แช่เย็น หรือแช่แข็ง,10212,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำ (ยกเว้นปลา) สด แช่เย็น หรือแช่แข็ง,10212-020,ปลาหมึกแช่แข็ง,0.091201,85.864481,88.372351,108.507294,94.965211,105.968652,126.898475,95.783995,87.153791,105.63894,101.701633,103.65174,95.493436,109.633947,110.323594,114.872928,112.321097,100.597099,92.717676,90.428241,74.260003,88.366856,89.763391,78.968012,77.545443,67.289349,93.763137,105.213749,107.631566,105.814099,85.215361,87.439541,77.09415,84.790857,89.550383,82.275432,82.56599,91.773876,92.170904,121.327722,94.003552,83.226788,101.362992,101.255286,80.07392,79.177516,90.657665,79.660406,91.067057,82.844872,91.747774,96.740159,78.191128,94.56887,88.820209,73.633551,66.422482,77.099645,96.445479,81.613261,84.217296,91.758765,81.574108,89.140991,80.119942,85.250393,76.243082,-10.565712,-14.160209,2559 = 100,สำนักงานเศรษฐกิจอุตสาหกรรม (สศอ.) กระทรวงอุตสาหกรรม,Shipment.xlsx
