ปี,ฤดูกาล,อำเภอ,ประเภท,ประเภทข้าว,จำนวน,หน่วย
2566,ข้าวนาปรัง,อำเภอบางคล้า,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,118362,ไร่
2566,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,117959,ไร่
2566,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,6173,ไร่
2566,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,6101,ไร่
2566,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,8462,ไร่
2566,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,8462,ไร่
2566,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,28176,ไร่
2566,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,27700,ไร่
2566,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,33922,ไร่
2566,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,33791,ไร่
2566,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,9977,ไร่
2566,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,9904,ไร่
2566,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,3395,ไร่
2566,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,3368,ไร่
2566,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,1483,ไร่
2566,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,1466,ไร่
2566,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,18200,ไร่
2566,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2566,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,18200,ไร่
2566,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,31932,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,31763,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบางคล้า,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,13449.25,ไร่
2565,ข้าวนาปี,อำเภอบางคล้า,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบางคล้า,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,13449.25,ไร่
2565,ข้าวนาปี,อำเภอบางคล้า,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบางน้ำเปรี้ยว,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,238057,ไร่
2565,ข้าวนาปี,อำเภอบางน้ำเปรี้ยว,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบางน้ำเปรี้ยว,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,238057,ไร่
2565,ข้าวนาปี,อำเภอบางน้ำเปรี้ยว,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบางปะกง,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,10181.75,ไร่
2565,ข้าวนาปี,อำเภอบางปะกง,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบางปะกง,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,10181.75,ไร่
2565,ข้าวนาปี,อำเภอบางปะกง,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบ้านโพธิ์,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,20256,ไร่
2565,ข้าวนาปี,อำเภอบ้านโพธิ์,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอบ้านโพธิ์,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,20256,ไร่
2565,ข้าวนาปี,อำเภอบ้านโพธิ์,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอพนมสารคาม,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,71502,ไร่
2565,ข้าวนาปี,อำเภอพนมสารคาม,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอพนมสารคาม,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,70578,ไร่
2565,ข้าวนาปี,อำเภอพนมสารคาม,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอราชสาส์น,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,42060,ไร่
2565,ข้าวนาปี,อำเภอราชสาส์น,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอราชสาส์น,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,41590,ไร่
2565,ข้าวนาปี,อำเภอราชสาส์น,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอสนามชัยเขต,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,470,ไร่
2565,ข้าวนาปี,อำเภอสนามชัยเขต,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,3190,ไร่
2565,ข้าวนาปี,อำเภอสนามชัยเขต,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,470,ไร่
2565,ข้าวนาปี,อำเภอสนามชัยเขต,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,3190,ไร่
2565,ข้าวนาปี,อำเภอแปลงยาว,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,4296,ไร่
2565,ข้าวนาปี,อำเภอแปลงยาว,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอแปลงยาว,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,4296,ไร่
2565,ข้าวนาปี,อำเภอแปลงยาว,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอท่าตะเกียบ,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,0,ไร่
2565,ข้าวนาปี,อำเภอท่าตะเกียบ,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,2638,ไร่
2565,ข้าวนาปี,อำเภอท่าตะเกียบ,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,0,ไร่
2565,ข้าวนาปี,อำเภอท่าตะเกียบ,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,2638,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,21332,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,21332,ไร่
2565,ข้าวนาปี,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอเมืองฉะเชิงเทรา,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,21723,ไร่
2565,ข้าวนาปรัง,อำเภอเมืองฉะเชิงเทรา,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอเมืองฉะเชิงเทรา,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,20693,ไร่
2565,ข้าวนาปรัง,อำเภอเมืองฉะเชิงเทรา,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบางคล้า,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,10933,ไร่
2565,ข้าวนาปรัง,อำเภอบางคล้า,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบางคล้า,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,10933,ไร่
2565,ข้าวนาปรัง,อำเภอบางคล้า,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,95046,ไร่
2565,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,93585,ไร่
2565,ข้าวนาปรัง,อำเภอบางน้ำเปรี้ยว,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,8443.05,ไร่
2565,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,8443.05,ไร่
2565,ข้าวนาปรัง,อำเภอบางปะกง,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,8786.75,ไร่
2565,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,8786.75,ไร่
2565,ข้าวนาปรัง,อำเภอบ้านโพธิ์,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,30548,ไร่
2565,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,24699,ไร่
2565,ข้าวนาปรัง,อำเภอพนมสารคาม,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,30390,ไร่
2565,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,24300,ไร่
2565,ข้าวนาปรัง,อำเภอราชสาส์น,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,5354,ไร่
2565,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,0,ไร่
2565,ข้าวนาปรัง,อำเภอสนามชัยเขต,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,3125,ไร่
2565,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,2725,ไร่
2565,ข้าวนาปรัง,อำเภอแปลงยาว,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,847,ไร่
2565,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,0,ไร่
2565,ข้าวนาปรัง,อำเภอท่าตะเกียบ,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเจ้า,382,ไร่
2565,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เพาะปลูกข้าว,ข้าวเหนียว,0,ไร่
2565,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเจ้า,382,ไร่
2565,ข้าวนาปรัง,อำเภอคลองเขื่อน,เนื้อที่เก็บเกี่ยว,ข้าวเหนียว,0,ไร่
